date,DISH,isPartial
2017-10-06,65,False
2017-10-07,82,False
2017-10-08,79,False
2017-10-09,66,False
2017-10-10,64,False
2017-10-11,65,False
2017-10-12,67,False
2017-10-13,66,False
2017-10-14,78,False
2017-10-15,79,False
2017-10-16,65,False
2017-10-17,66,False
2017-10-18,69,False
2017-10-19,61,False
2017-10-20,62,False
2017-10-21,76,False
2017-10-22,79,False
2017-10-23,66,False
2017-10-24,67,False
2017-10-25,67,False
2017-10-26,61,False
2017-10-27,63,False
2017-10-28,76,False
2017-10-29,77,False
2017-10-30,65,False
2017-10-31,60,False
2017-11-01,63,False
2017-11-02,65,False
2017-11-03,65,False
2017-11-04,86,False
2017-11-05,76,False
2017-11-06,66,False
2017-11-07,66,False
2017-11-08,66,False
2017-11-09,64,False
2017-11-10,64,False
2017-11-11,75,False
2017-11-12,78,False
2017-11-13,65,False
2017-11-14,66,False
2017-11-15,66,False
2017-11-16,64,False
2017-11-17,67,False
2017-11-18,77,False
2017-11-19,76,False
2017-11-20,70,False
2017-11-21,74,False
2017-11-22,79,False
2017-11-23,88,False
2017-11-24,73,False
2017-11-25,81,False
2017-11-26,73,False
2017-11-27,64,False
2017-11-28,65,False
2017-11-29,64,False
2017-11-30,64,False
2017-12-01,65,False
2017-12-02,77,False
2017-12-03,72,False
2017-12-04,63,False
2017-12-05,64,False
2017-12-06,64,False
2017-12-07,62,False
2017-12-08,62,False
2017-12-09,72,False
2017-12-10,72,False
2017-12-11,61,False
2017-12-12,62,False
2017-12-13,62,False
2017-12-14,61,False
2017-12-15,64,False
2017-12-16,72,False
2017-12-17,77,False
2017-12-18,60,False
2017-12-19,62,False
2017-12-20,64,False
2017-12-21,66,False
2017-12-22,65,False
2017-12-23,74,False
2017-12-24,78,False
2017-12-25,71,False
2017-12-26,67,False
2017-12-27,68,False
2017-12-28,68,False
2017-12-29,70,False
2017-12-30,74,False
2017-12-31,78,False
2018-01-01,76,False
2018-01-02,66,False
2018-01-03,66,False
2018-01-04,67,False
2018-01-05,74,False
2018-01-06,78,False
2018-01-07,78,False
2018-01-08,67,False
2018-01-09,66,False
2018-01-10,61,False
2018-01-11,62,False
2018-01-12,66,False
2018-01-13,75,False
2018-01-14,72,False
2018-01-15,68,False
2018-01-16,60,False
2018-01-17,61,False
2018-01-18,62,False
2018-01-19,63,False
2018-01-20,67,False
2018-01-21,71,False
2018-01-22,57,False
2018-01-23,61,False
2018-01-24,60,False
2018-01-25,61,False
2018-01-26,65,False
2018-01-27,69,False
2018-01-28,71,False
2018-01-29,64,False
2018-01-30,59,False
2018-01-31,58,False
2018-02-01,69,False
2018-02-02,61,False
2018-02-03,73,False
2018-02-04,84,False
2018-02-05,64,False
2018-02-06,60,False
2018-02-07,61,False
2018-02-08,61,False
2018-02-09,64,False
2018-02-10,76,False
2018-02-11,73,False
2018-02-12,65,False
2018-02-13,64,False
2018-02-14,56,False
2018-02-15,60,False
2018-02-16,58,False
2018-02-17,64,False
2018-02-18,72,False
2018-02-19,61,False
2018-02-20,56,False
2018-02-21,58,False
2018-02-22,59,False
2018-02-23,60,False
2018-02-24,67,False
2018-02-25,66,False
2018-02-26,59,False
2018-02-27,56,False
2018-02-28,57,False
2018-03-01,59,False
2018-03-02,60,False
2018-03-03,65,False
2018-03-04,68,False
2018-03-05,60,False
2018-03-06,64,False
2018-03-07,58,False
2018-03-08,63,False
2018-03-09,59,False
2018-03-10,66,False
2018-03-11,72,False
2018-03-12,60,False
2018-03-13,59,False
2018-03-14,57,False
2018-03-15,61,False
2018-03-16,60,False
2018-03-17,69,False
2018-03-18,70,False
2018-03-19,59,False
2018-03-20,58,False
2018-03-21,57,False
2018-03-22,57,False
2018-03-23,57,False
2018-03-24,65,False
2018-03-25,67,False
2018-03-26,56,False
2018-03-27,61,False
2018-03-28,57,False
2018-03-29,62,False
2018-03-30,65,False
2018-03-31,73,False
2018-04-01,69,False
2018-04-02,63,False
2018-04-03,63,False
2018-04-04,61,False
2018-04-05,63,False
2018-04-06,65,False
2018-04-07,100,False
2018-04-08,87,False
2018-04-09,63,False
2018-04-10,62,False
2018-04-11,58,False
2018-04-12,62,False
2018-04-13,59,False
2018-04-14,66,False
2018-04-15,68,False
2018-04-16,60,False
2018-04-17,58,False
2018-04-18,52,False
2018-04-19,53,False
2018-04-20,56,False
2018-04-21,63,False
2018-04-22,65,False
2018-04-23,55,False
2018-04-24,54,False
2018-04-25,53,False
2018-04-26,56,False
2018-04-27,54,False
2018-04-28,62,False
2018-04-29,66,False
2018-04-30,58,False
2018-05-01,58,False
2018-05-02,57,False
2018-05-03,58,False
2018-05-04,59,False
2018-05-05,63,False
2018-05-06,66,False
2018-05-07,64,False
2018-05-08,64,False
2018-05-09,59,False
2018-05-10,53,False
2018-05-11,56,False
2018-05-12,62,False
2018-05-13,58,False
2018-05-14,56,False
2018-05-15,56,False
2018-05-16,53,False
2018-05-17,56,False
2018-05-18,54,False
2018-05-19,64,False
2018-05-20,64,False
2018-05-21,58,False
2018-05-22,57,False
2018-05-23,54,False
2018-05-24,53,False
2018-05-25,54,False
2018-05-26,63,False
2018-05-27,66,False
2018-05-28,62,False
2018-05-29,57,False
2018-05-30,57,False
2018-05-31,58,False
2018-06-01,60,False
