date,PYPL
2015-08-18,42
2015-08-19,49
2015-08-20,36
2015-08-21,40
2015-08-22,13
2015-08-23,4
2015-08-24,63
2015-08-25,60
2015-08-26,52
2015-08-27,44
2015-08-28,36
2015-08-29,19
2015-08-30,7
2015-08-31,49
2015-09-01,39
2015-09-02,37
2015-09-03,32
2015-09-04,25
2015-09-05,14
2015-09-06,5
2015-09-07,6
2015-09-08,29
2015-09-09,31
2015-09-10,27
2015-09-11,28
2015-09-12,7
2015-09-13,8
2015-09-14,26
2015-09-15,29
2015-09-16,28
2015-09-17,27
2015-09-18,20
2015-09-19,9
2015-09-20,12
2015-09-21,33
2015-09-22,26
2015-09-23,31
2015-09-24,27
2015-09-25,33
2015-09-26,4
2015-09-27,0
2015-09-28,20
2015-09-29,24
2015-09-30,41
2015-10-01,15
2015-10-02,21
2015-10-03,7
2015-10-04,7
2015-10-05,24
2015-10-06,22
2015-10-07,19
2015-10-08,29
2015-10-09,27
2015-10-10,10
2015-10-11,7
2015-10-12,13
2015-10-13,29
2015-10-14,27
2015-10-15,35
2015-10-16,30
2015-10-17,12
2015-10-18,8
2015-10-19,38
2015-10-20,17
2015-10-21,44
2015-10-22,22
2015-10-23,43
2015-10-24,3
2015-10-25,10
2015-10-26,39
2015-10-27,37
2015-10-28,100
2015-10-29,81
2015-10-30,58
2015-10-31,14
2015-11-01,20
2015-11-02,40
2015-11-03,48
2015-11-04,43
2015-11-05,59
2015-11-06,48
2015-11-07,15
2015-11-08,8
2015-11-09,41
2015-11-10,34
2015-11-11,32
2015-11-12,43
2015-11-13,33
2015-11-14,20
2015-11-15,5
2015-11-16,30
2015-11-17,38
2015-11-18,32
2015-11-19,36
2015-11-20,32
2015-11-21,10
2015-11-22,8
2015-11-23,26
2015-11-24,17
2015-11-25,22
2015-11-26,13
2015-11-27,21
2015-11-28,18
2015-11-29,5
2015-11-30,28
2015-12-01,38
2015-12-02,26
2015-12-03,25
2015-12-04,27
2015-12-05,14
2015-12-06,3
2015-12-07,27
2015-12-08,38
2015-12-09,26
2015-12-10,32
2015-12-11,21
2015-12-12,17
2015-12-13,5
2015-12-14,27
2015-12-15,35
2015-12-16,33
2015-12-17,24
2015-12-18,22
2015-12-19,18
2015-12-20,16
2015-12-21,26
2015-12-22,23
2015-12-23,33
2015-12-24,13
2015-12-25,10
2015-12-26,11
2015-12-27,14
2015-12-28,20
2015-12-29,27
2015-12-30,22
2015-12-31,18
2016-01-01,10
2016-01-02,7
2016-01-03,5
2016-01-04,16
2016-01-05,32
2016-01-06,35
2016-01-07,17
2016-01-08,24
2016-01-09,7
2016-01-10,11
2016-01-11,13
2016-01-12,20
2016-01-13,17
2016-01-14,24
2016-01-15,22
2016-01-16,16
2016-01-17,5
2016-01-18,11
2016-01-19,17
2016-01-20,21
2016-01-21,23
2016-01-22,24
2016-01-23,8
2016-01-24,16
2016-01-25,28
2016-01-26,17
2016-01-27,49
2016-01-28,62
2016-01-29,58
2016-01-30,20
2016-01-31,5
2016-02-01,24
2016-02-02,19
2016-02-03,25
2016-02-04,33
2016-02-05,25
2016-02-06,11
2016-02-07,11
2016-02-08,35
2016-02-09,28
2016-02-10,25
2016-02-11,22
2016-02-12,11
2016-02-13,8
2016-02-14,6
2016-02-15,15
2016-02-16,31
2016-02-17,32
2016-02-18,24
2016-02-19,17
2016-02-20,8
2016-02-21,9
2016-02-22,26
2016-02-23,20
2016-02-24,16
2016-02-25,25
2016-02-26,17
2016-02-27,11
2016-02-28,3
2016-02-29,34
2016-03-01,29
2016-03-02,32
2016-03-03,25
2016-03-04,30
2016-03-05,12
2016-03-06,8
2016-03-07,22
2016-03-08,24
2016-03-09,24
2016-03-10,28
2016-03-11,29
2016-03-12,9
2016-03-13,9
2016-03-14,26
2016-03-15,34
2016-03-16,12
2016-03-17,36
2016-03-18,25
2016-03-19,5
2016-03-20,6
2016-03-21,46
2016-03-22,47
2016-03-23,34
2016-03-24,49
2016-03-25,14
2016-03-26,11
2016-03-27,7
2016-03-28,17
2016-03-29,29
2016-03-30,26
2016-03-31,28
2016-04-01,25
2016-04-02,11
2016-04-03,12
2016-04-04,22
2016-04-05,30
2016-04-06,30
2016-04-07,27
2016-04-08,26
2016-04-09,6
2016-04-10,3
2016-04-11,14
2016-04-12,29
2016-04-13,25
2016-04-14,18
2016-04-15,17
2016-04-16,14
2016-04-17,8
2016-04-18,29
2016-04-19,33
2016-04-20,23
2016-04-21,29
2016-04-22,36
2016-04-23,11
2016-04-24,11
2016-04-25,28
2016-04-26,46
2016-04-27,76
2016-04-28,69
2016-04-29,42
2016-04-30,11
2016-05-01,6
2016-05-02,32
2016-05-03,24
2016-05-04,42
