date,PYPL
2011-01-01,100
2011-01-02,0
2011-01-03,35
2011-01-04,0
2011-01-05,34
2011-01-06,35
2011-01-07,0
2011-01-08,0
2011-01-09,40
2011-01-10,33
2011-01-11,0
2011-01-12,0
2011-01-13,0
2011-01-14,34
2011-01-15,0
2011-01-16,40
2011-01-17,0
2011-01-18,0
2011-01-19,0
2011-01-20,33
2011-01-21,0
2011-01-22,0
2011-01-23,0
2011-01-24,0
2011-01-25,32
2011-01-26,32
2011-01-27,0
2011-01-28,0
2011-01-29,39
2011-01-30,0
2011-01-31,0
2011-02-01,31
2011-02-02,31
2011-02-03,31
2011-02-04,66
2011-02-05,0
2011-02-06,0
2011-02-07,31
2011-02-08,31
2011-02-09,32
2011-02-10,0
2011-02-11,33
2011-02-12,0
2011-02-13,0
2011-02-14,0
2011-02-15,61
2011-02-16,31
2011-02-17,32
2011-02-18,0
2011-02-19,39
2011-02-20,0
2011-02-21,0
2011-02-22,0
2011-02-23,32
2011-02-24,0
2011-02-25,82
2011-02-26,0
2011-02-27,38
2011-02-28,0
2011-03-01,31
2011-03-02,0
2011-03-03,0
2011-03-04,67
2011-03-05,0
2011-03-06,39
2011-03-07,0
2011-03-08,0
2011-03-09,0
2011-03-10,0
2011-03-11,0
2011-03-12,0
2011-03-13,0
2011-03-14,0
2011-03-15,0
2011-03-16,31
2011-03-17,0
2011-03-18,33
2011-03-19,0
2011-03-20,0
2011-03-21,0
2011-03-22,62
2011-03-23,31
2011-03-24,31
2011-03-25,0
2011-03-26,0
2011-03-27,0
2011-03-28,61
2011-03-29,0
2011-03-30,0
2011-03-31,0
2011-04-01,33
2011-04-02,40
2011-04-03,0
2011-04-04,31
2011-04-05,0
2011-04-06,31
2011-04-07,32
2011-04-08,0
2011-04-09,40
2011-04-10,40
2011-04-11,31
2011-04-12,31
2011-04-13,0
2011-04-14,32
2011-04-15,33
2011-04-16,0
2011-04-17,0
2011-04-18,32
2011-04-19,32
2011-04-20,0
2011-04-21,0
2011-04-22,0
2011-04-23,0
2011-04-24,64
2011-04-25,0
2011-04-26,31
2011-04-27,30
2011-04-28,0
2011-04-29,33
2011-04-30,0
2011-05-01,39
2011-05-02,31
2011-05-03,0
2011-05-04,0
2011-05-05,0
2011-05-06,33
2011-05-07,0
2011-05-08,0
2011-05-09,0
2011-05-10,31
2011-05-11,0
2011-05-12,31
2011-05-13,0
2011-05-14,39
2011-05-15,38
2011-05-16,90
2011-05-17,30
2011-05-18,0
2011-05-19,32
2011-05-20,0
2011-05-21,0
2011-05-22,39
2011-05-23,0
2011-05-24,30
2011-05-25,0
2011-05-26,0
2011-05-27,0
2011-05-28,39
2011-05-29,80
2011-05-30,0
2011-05-31,0
2011-06-01,0
2011-06-02,0
2011-06-03,0
2011-06-04,0
2011-06-05,0
2011-06-06,46
2011-06-07,0
2011-06-08,31
2011-06-09,0
2011-06-10,0
2011-06-11,40
2011-06-12,0
2011-06-13,0
2011-06-14,30
2011-06-15,30
2011-06-16,0
2011-06-17,33
2011-06-18,0
2011-06-19,0
2011-06-20,60
2011-06-21,0
2011-06-22,0
2011-06-23,32
2011-06-24,33
2011-06-25,0
2011-06-26,0
2011-06-27,0
2011-06-28,30
2011-06-29,31
2011-06-30,0
2011-07-01,0
2011-07-02,0
2011-07-03,0
2011-07-04,0
2011-07-05,31
2011-07-06,31
2011-07-07,0
2011-07-08,33
2011-07-09,80
2011-07-10,0
2011-07-11,61
2011-07-12,0
2011-07-13,31
2011-07-14,0
2011-07-15,0
2011-07-16,41
2011-07-17,40
2011-07-18,0
2011-07-19,0
2011-07-20,31
2011-07-21,0
2011-07-22,33
2011-07-23,39
2011-07-24,39
2011-07-25,31
2011-07-26,0
2011-07-27,31
2011-07-28,0
2011-07-29,33
2011-07-30,0
2011-07-31,40
2011-08-01,32
2011-08-02,31
2011-08-03,31
2011-08-04,31
2011-08-05,0
2011-08-06,0
2011-08-07,38
2011-08-08,60
2011-08-09,0
2011-08-10,30
2011-08-11,0
2011-08-12,65
2011-08-13,39
2011-08-14,39
2011-08-15,0
2011-08-16,30
2011-08-17,31
2011-08-18,0
2011-08-19,32
2011-08-20,0
2011-08-21,0
2011-08-22,0
2011-08-23,29
2011-08-24,30
2011-08-25,0
2011-08-26,31
2011-08-27,0
2011-08-28,0
2011-08-29,59
2011-08-30,0
2011-08-31,0
2011-09-01,30
2011-09-02,31
2011-09-03,0
2011-09-04,36
2011-09-05,0
2011-09-06,0
2011-09-07,0
2011-09-08,0
2011-09-09,0
2011-09-10,0
2011-09-11,35
2011-09-12,0
2011-09-13,28
2011-09-14,85
2011-09-15,29
2011-09-16,30
2011-09-17,0
2011-09-18,34
