date,PYPL
2011-05-11,0
2011-05-12,38
2011-05-13,39
2011-05-14,47
2011-05-15,46
2011-05-16,36
2011-05-17,0
2011-05-18,0
2011-05-19,0
2011-05-20,40
2011-05-21,0
2011-05-22,46
2011-05-23,0
2011-05-24,0
2011-05-25,0
2011-05-26,0
2011-05-27,39
2011-05-28,48
2011-05-29,48
2011-05-30,0
2011-05-31,0
2011-06-01,0
2011-06-02,39
2011-06-03,40
2011-06-04,0
2011-06-05,0
2011-06-06,0
2011-06-07,0
2011-06-08,37
2011-06-09,74
2011-06-10,0
2011-06-11,48
2011-06-12,47
2011-06-13,0
2011-06-14,0
2011-06-15,0
2011-06-16,0
2011-06-17,39
2011-06-18,0
2011-06-19,47
2011-06-20,0
2011-06-21,36
2011-06-22,0
2011-06-23,0
2011-06-24,40
2011-06-25,47
2011-06-26,0
2011-06-27,0
2011-06-28,0
2011-06-29,0
2011-06-30,0
2011-07-01,0
2011-07-02,49
2011-07-03,49
2011-07-04,0
2011-07-05,38
2011-07-06,0
2011-07-07,0
2011-07-08,0
2011-07-09,49
2011-07-10,0
2011-07-11,37
2011-07-12,0
2011-07-13,0
2011-07-14,0
2011-07-15,0
2011-07-16,0
2011-07-17,48
2011-07-18,0
2011-07-19,37
2011-07-20,38
2011-07-21,0
2011-07-22,39
2011-07-23,0
2011-07-24,47
2011-07-25,37
2011-07-26,0
2011-07-27,0
2011-07-28,76
2011-07-29,0
2011-07-30,0
2011-07-31,0
2011-08-01,38
2011-08-02,0
2011-08-03,37
2011-08-04,0
2011-08-05,0
2011-08-06,0
2011-08-07,0
2011-08-08,36
2011-08-09,0
2011-08-10,37
2011-08-11,37
2011-08-12,78
2011-08-13,0
2011-08-14,94
2011-08-15,0
2011-08-16,0
2011-08-17,0
2011-08-18,0
2011-08-19,0
2011-08-20,0
2011-08-21,45
2011-08-22,0
2011-08-23,36
2011-08-24,0
2011-08-25,0
2011-08-26,0
2011-08-27,0
2011-08-28,0
2011-08-29,35
2011-08-30,0
2011-08-31,0
2011-09-01,36
2011-09-02,0
2011-09-03,0
2011-09-04,43
2011-09-05,35
2011-09-06,34
2011-09-07,35
2011-09-08,35
2011-09-09,0
2011-09-10,43
2011-09-11,42
2011-09-12,0
2011-09-13,34
2011-09-14,0
2011-09-15,34
2011-09-16,0
2011-09-17,0
2011-09-18,41
2011-09-19,34
2011-09-20,0
2011-09-21,0
2011-09-22,0
2011-09-23,36
2011-09-24,0
2011-09-25,42
2011-09-26,0
2011-09-27,33
2011-09-28,34
2011-09-29,34
2011-09-30,0
2011-10-01,0
2011-10-02,0
2011-10-03,34
2011-10-04,34
2011-10-05,100
2011-10-06,34
2011-10-07,0
2011-10-08,62
2011-10-09,0
2011-10-10,0
2011-10-11,0
2011-10-12,0
2011-10-13,0
2011-10-14,35
2011-10-15,0
2011-10-16,0
2011-10-17,0
2011-10-18,100
2011-10-19,0
2011-10-20,0
2011-10-21,0
2011-10-22,0
2011-10-23,0
2011-10-24,0
2011-10-25,0
2011-10-26,33
2011-10-27,0
2011-10-28,0
2011-10-29,0
2011-10-30,40
2011-10-31,34
2011-11-01,34
2011-11-02,33
2011-11-03,0
2011-11-04,0
2011-11-05,40
2011-11-06,0
2011-11-07,33
2011-11-08,33
2011-11-09,33
2011-11-10,0
2011-11-11,69
2011-11-12,0
2011-11-13,0
2011-11-14,0
2011-11-15,33
2011-11-16,32
2011-11-17,32
2011-11-18,34
2011-11-19,0
2011-11-20,0
2011-11-21,0
2011-11-22,32
2011-11-23,0
2011-11-24,0
2011-11-25,35
2011-11-26,0
2011-11-27,77
2011-11-28,0
2011-11-29,63
2011-11-30,0
2011-12-01,32
2011-12-02,0
2011-12-03,0
2011-12-04,0
2011-12-05,32
2011-12-06,32
2011-12-07,32
2011-12-08,0
2011-12-09,0
2011-12-10,0
2011-12-11,0
2011-12-12,32
2011-12-13,95
2011-12-14,0
2011-12-15,0
2011-12-16,0
2011-12-17,39
2011-12-18,39
2011-12-19,32
2011-12-20,49
2011-12-21,34
2011-12-22,0
2011-12-23,0
2011-12-24,0
2011-12-25,0
2011-12-26,0
2011-12-27,0
2011-12-28,35
2011-12-29,35
2011-12-30,36
2011-12-31,0
2012-01-01,0
2012-01-02,0
2012-01-03,0
2012-01-04,0
2012-01-05,0
2012-01-06,0
2012-01-07,38
2012-01-08,0
2012-01-09,0
2012-01-10,0
2012-01-11,0
2012-01-12,0
2012-01-13,0
2012-01-14,75
2012-01-15,37
2012-01-16,0
2012-01-17,45
2012-01-18,0
2012-01-19,31
2012-01-20,0
2012-01-21,0
2012-01-22,0
2012-01-23,30
2012-01-24,30
2012-01-25,0
2012-01-26,0
