date,PYPL
2015-12-26,4
2015-12-27,5
2015-12-28,12
2015-12-29,12
2015-12-30,12
2015-12-31,13
2016-01-01,6
2016-01-02,5
2016-01-03,3
2016-01-04,11
2016-01-05,18
2016-01-06,17
2016-01-07,12
2016-01-08,17
2016-01-09,3
2016-01-10,4
2016-01-11,11
2016-01-12,13
2016-01-13,10
2016-01-14,9
2016-01-15,14
2016-01-16,12
2016-01-17,4
2016-01-18,6
2016-01-19,17
2016-01-20,11
2016-01-21,11
2016-01-22,6
2016-01-23,5
2016-01-24,5
2016-01-25,16
2016-01-26,16
2016-01-27,40
2016-01-28,39
2016-01-29,32
2016-01-30,9
2016-01-31,4
2016-02-01,19
2016-02-02,18
2016-02-03,16
2016-02-04,34
2016-02-05,15
2016-02-06,4
2016-02-07,5
2016-02-08,22
2016-02-09,25
2016-02-10,17
2016-02-11,20
2016-02-12,11
2016-02-13,3
2016-02-14,6
2016-02-15,8
2016-02-16,16
2016-02-17,19
2016-02-18,28
2016-02-19,19
2016-02-20,3
2016-02-21,4
2016-02-22,24
2016-02-23,18
2016-02-24,17
2016-02-25,19
2016-02-26,16
2016-02-27,5
2016-02-28,2
2016-02-29,26
2016-03-01,27
2016-03-02,31
2016-03-03,16
2016-03-04,19
2016-03-05,9
2016-03-06,4
2016-03-07,17
2016-03-08,16
2016-03-09,17
2016-03-10,13
2016-03-11,23
2016-03-12,6
2016-03-13,8
2016-03-14,26
2016-03-15,23
2016-03-16,15
2016-03-17,16
2016-03-18,14
2016-03-19,5
2016-03-20,12
2016-03-21,31
2016-03-22,31
2016-03-23,24
2016-03-24,22
2016-03-25,5
2016-03-26,6
2016-03-27,3
2016-03-28,10
2016-03-29,19
2016-03-30,12
2016-03-31,12
2016-04-01,15
2016-04-02,8
2016-04-03,4
2016-04-04,12
2016-04-05,16
2016-04-06,19
2016-04-07,13
2016-04-08,15
2016-04-09,2
2016-04-10,2
2016-04-11,11
2016-04-12,11
2016-04-13,11
2016-04-14,8
2016-04-15,12
2016-04-16,8
2016-04-17,5
2016-04-18,17
2016-04-19,19
2016-04-20,12
2016-04-21,17
2016-04-22,18
2016-04-23,13
2016-04-24,7
2016-04-25,16
2016-04-26,24
2016-04-27,50
2016-04-28,51
2016-04-29,20
2016-04-30,9
2016-05-01,0
2016-05-02,21
2016-05-03,17
2016-05-04,28
2016-05-05,18
2016-05-06,14
2016-05-07,6
2016-05-08,7
2016-05-09,19
2016-05-10,18
2016-05-11,14
2016-05-12,12
2016-05-13,9
2016-05-14,4
2016-05-15,3
2016-05-16,12
2016-05-17,12
2016-05-18,19
2016-05-19,22
2016-05-20,12
2016-05-21,5
2016-05-22,3
2016-05-23,24
2016-05-24,18
2016-05-25,17
2016-05-26,24
2016-05-27,15
2016-05-28,2
2016-05-29,6
2016-05-30,9
2016-05-31,17
2016-06-01,13
2016-06-02,18
2016-06-03,12
2016-06-04,3
2016-06-05,3
2016-06-06,11
2016-06-07,14
2016-06-08,12
2016-06-09,13
2016-06-10,10
2016-06-11,5
2016-06-12,4
2016-06-13,13
2016-06-14,12
2016-06-15,10
2016-06-16,10
2016-06-17,12
2016-06-18,12
2016-06-19,5
2016-06-20,16
2016-06-21,11
2016-06-22,10
2016-06-23,4
2016-06-24,22
2016-06-25,3
2016-06-26,6
2016-06-27,11
2016-06-28,16
2016-06-29,12
2016-06-30,15
2016-07-01,15
2016-07-02,4
2016-07-03,3
2016-07-04,8
2016-07-05,12
2016-07-06,11
2016-07-07,8
2016-07-08,8
2016-07-09,0
2016-07-10,6
2016-07-11,8
2016-07-12,20
2016-07-13,18
2016-07-14,10
2016-07-15,22
2016-07-16,3
2016-07-17,4
2016-07-18,16
2016-07-19,23
2016-07-20,17
2016-07-21,74
2016-07-22,100
2016-07-23,19
2016-07-24,11
2016-07-25,37
2016-07-26,23
2016-07-27,21
2016-07-28,12
2016-07-29,18
2016-07-30,6
2016-07-31,2
2016-08-01,19
2016-08-02,23
2016-08-03,17
2016-08-04,23
2016-08-05,18
2016-08-06,9
2016-08-07,4
2016-08-08,15
2016-08-09,20
2016-08-10,13
2016-08-11,15
2016-08-12,18
2016-08-13,6
2016-08-14,4
2016-08-15,12
2016-08-16,10
2016-08-17,10
2016-08-18,7
2016-08-19,12
2016-08-20,4
2016-08-21,4
2016-08-22,3
2016-08-23,8
2016-08-24,10
2016-08-25,14
2016-08-26,7
2016-08-27,6
2016-08-28,5
2016-08-29,8
2016-08-30,13
2016-08-31,10
2016-09-01,14
2016-09-02,9
2016-09-03,6
2016-09-04,5
2016-09-05,2
2016-09-06,16
2016-09-07,21
2016-09-08,17
2016-09-09,20
2016-09-10,4
2016-09-11,9
