date,PYPL
2012-01-26,0
2012-01-27,0
2012-01-28,0
2012-01-29,41
2012-01-30,67
2012-01-31,0
2012-02-01,0
2012-02-02,34
2012-02-03,35
2012-02-04,41
2012-02-05,0
2012-02-06,34
2012-02-07,34
2012-02-08,0
2012-02-09,34
2012-02-10,0
2012-02-11,0
2012-02-12,40
2012-02-13,0
2012-02-14,0
2012-02-15,0
2012-02-16,0
2012-02-17,35
2012-02-18,82
2012-02-19,0
2012-02-20,0
2012-02-21,0
2012-02-22,67
2012-02-23,0
2012-02-24,0
2012-02-25,0
2012-02-26,0
2012-02-27,34
2012-02-28,0
2012-02-29,34
2012-03-01,71
2012-03-02,73
2012-03-03,0
2012-03-04,42
2012-03-05,34
2012-03-06,0
2012-03-07,33
2012-03-08,0
2012-03-09,0
2012-03-10,81
2012-03-11,0
2012-03-12,0
2012-03-13,33
2012-03-14,33
2012-03-15,35
2012-03-16,0
2012-03-17,62
2012-03-18,0
2012-03-19,0
2012-03-20,34
2012-03-21,0
2012-03-22,0
2012-03-23,36
2012-03-24,42
2012-03-25,42
2012-03-26,34
2012-03-27,0
2012-03-28,34
2012-03-29,34
2012-03-30,36
2012-03-31,41
2012-04-01,0
2012-04-02,34
2012-04-03,0
2012-04-04,0
2012-04-05,72
2012-04-06,0
2012-04-07,0
2012-04-08,43
2012-04-09,0
2012-04-10,0
2012-04-11,50
2012-04-12,34
2012-04-13,36
2012-04-14,41
2012-04-15,80
2012-04-16,33
2012-04-17,0
2012-04-18,0
2012-04-19,34
2012-04-20,0
2012-04-21,0
2012-04-22,0
2012-04-23,0
2012-04-24,0
2012-04-25,0
2012-04-26,0
2012-04-27,36
2012-04-28,41
2012-04-29,42
2012-04-30,0
2012-05-01,0
2012-05-02,33
2012-05-03,0
2012-05-04,70
2012-05-05,40
2012-05-06,40
2012-05-07,0
2012-05-08,0
2012-05-09,0
2012-05-10,0
2012-05-11,0
2012-05-12,0
2012-05-13,0
2012-05-14,33
2012-05-15,0
2012-05-16,0
2012-05-17,69
2012-05-18,0
2012-05-19,42
2012-05-20,41
2012-05-21,0
2012-05-22,33
2012-05-23,0
2012-05-24,0
2012-05-25,36
2012-05-26,43
2012-05-27,0
2012-05-28,71
2012-05-29,0
2012-05-30,0
2012-05-31,0
2012-06-01,0
2012-06-02,41
2012-06-03,41
2012-06-04,33
2012-06-05,0
2012-06-06,0
2012-06-07,34
2012-06-08,35
2012-06-09,0
2012-06-10,0
2012-06-11,64
2012-06-12,0
2012-06-13,0
2012-06-14,33
2012-06-15,0
2012-06-16,41
2012-06-17,42
2012-06-18,65
2012-06-19,0
2012-06-20,33
2012-06-21,33
2012-06-22,35
2012-06-23,42
2012-06-24,0
2012-06-25,33
2012-06-26,0
2012-06-27,0
2012-06-28,34
2012-06-29,0
2012-06-30,0
2012-07-01,0
2012-07-02,67
2012-07-03,0
2012-07-04,0
2012-07-05,35
2012-07-06,0
2012-07-07,42
2012-07-08,42
2012-07-09,0
2012-07-10,33
2012-07-11,34
2012-07-12,33
2012-07-13,0
2012-07-14,0
2012-07-15,42
2012-07-16,33
2012-07-17,50
2012-07-18,0
2012-07-19,0
2012-07-20,0
2012-07-21,0
2012-07-22,64
2012-07-23,34
2012-07-24,0
2012-07-25,34
2012-07-26,0
2012-07-27,36
2012-07-28,42
2012-07-29,42
2012-07-30,33
2012-07-31,33
2012-08-01,0
2012-08-02,0
2012-08-03,36
2012-08-04,42
2012-08-05,0
2012-08-06,34
2012-08-07,0
2012-08-08,0
2012-08-09,0
2012-08-10,36
2012-08-11,0
2012-08-12,42
2012-08-13,33
2012-08-14,0
2012-08-15,0
2012-08-16,0
2012-08-17,0
2012-08-18,0
2012-08-19,63
2012-08-20,35
2012-08-21,51
2012-08-22,0
2012-08-23,0
2012-08-24,0
2012-08-25,81
2012-08-26,0
2012-08-27,33
2012-08-28,32
2012-08-29,0
2012-08-30,0
2012-08-31,69
2012-09-01,0
2012-09-02,40
2012-09-03,33
2012-09-04,32
2012-09-05,33
2012-09-06,33
2012-09-07,0
2012-09-08,0
2012-09-09,39
2012-09-10,32
2012-09-11,63
2012-09-12,32
2012-09-13,32
2012-09-14,33
2012-09-15,0
2012-09-16,0
2012-09-17,0
2012-09-18,0
2012-09-19,48
2012-09-20,33
2012-09-21,0
2012-09-22,40
2012-09-23,38
2012-09-24,32
2012-09-25,0
2012-09-26,32
2012-09-27,0
2012-09-28,34
2012-09-29,38
2012-09-30,0
2012-10-01,0
2012-10-02,0
2012-10-03,0
2012-10-04,47
2012-10-05,0
2012-10-06,37
2012-10-07,0
2012-10-08,0
2012-10-09,0
2012-10-10,62
2012-10-11,62
2012-10-12,100
