date,PYPL
2017-01-19,26
2017-01-20,23
2017-01-21,13
2017-01-22,4
2017-01-23,33
2017-01-24,28
2017-01-25,46
2017-01-26,90
2017-01-27,100
2017-01-28,28
2017-01-29,11
2017-01-30,35
2017-01-31,37
2017-02-01,30
2017-02-02,41
2017-02-03,30
2017-02-04,15
2017-02-05,7
2017-02-06,26
2017-02-07,28
2017-02-08,33
2017-02-09,35
2017-02-10,31
2017-02-11,9
2017-02-12,11
2017-02-13,25
2017-02-14,39
2017-02-15,21
2017-02-16,19
2017-02-17,17
2017-02-18,15
2017-02-19,7
2017-02-20,14
2017-02-21,22
2017-02-22,33
2017-02-23,34
2017-02-24,25
2017-02-25,22
2017-02-26,9
2017-02-27,33
2017-02-28,42
2017-03-01,33
2017-03-02,32
2017-03-03,26
2017-03-04,21
2017-03-05,14
2017-03-06,22
2017-03-07,26
2017-03-08,20
2017-03-09,22
2017-03-10,18
2017-03-11,27
2017-03-12,11
2017-03-13,28
2017-03-14,25
2017-03-15,37
2017-03-16,33
2017-03-17,23
2017-03-18,16
2017-03-19,4
2017-03-20,30
2017-03-21,34
2017-03-22,33
2017-03-23,16
2017-03-24,27
2017-03-25,7
2017-03-26,11
2017-03-27,20
2017-03-28,22
2017-03-29,25
2017-03-30,26
2017-03-31,23
2017-04-01,7
