date,PYPL
2016-08-02,26
2016-08-03,24
2016-08-04,37
2016-08-05,27
2016-08-06,10
2016-08-07,9
2016-08-08,15
2016-08-09,27
2016-08-10,25
2016-08-11,24
2016-08-12,23
2016-08-13,9
2016-08-14,10
2016-08-15,19
2016-08-16,14
2016-08-17,20
2016-08-18,24
2016-08-19,21
2016-08-20,5
2016-08-21,6
2016-08-22,12
2016-08-23,17
2016-08-24,19
2016-08-25,21
2016-08-26,18
2016-08-27,5
2016-08-28,9
2016-08-29,12
2016-08-30,23
2016-08-31,12
2016-09-01,13
2016-09-02,14
2016-09-03,8
2016-09-04,10
2016-09-05,8
2016-09-06,24
2016-09-07,27
2016-09-08,29
2016-09-09,22
2016-09-10,15
2016-09-11,13
2016-09-12,17
2016-09-13,32
2016-09-14,29
2016-09-15,33
2016-09-16,20
2016-09-17,7
2016-09-18,6
2016-09-19,19
2016-09-20,16
2016-09-21,19
2016-09-22,16
2016-09-23,22
2016-09-24,13
2016-09-25,7
2016-09-26,26
2016-09-27,29
2016-09-28,22
2016-09-29,11
2016-09-30,12
2016-10-01,3
2016-10-02,6
2016-10-03,24
2016-10-04,17
2016-10-05,21
2016-10-06,24
2016-10-07,17
2016-10-08,11
2016-10-09,5
2016-10-10,15
2016-10-11,12
2016-10-12,20
2016-10-13,24
2016-10-14,26
2016-10-15,6
2016-10-16,8
2016-10-17,21
2016-10-18,20
2016-10-19,19
2016-10-20,67
2016-10-21,100
2016-10-22,14
2016-10-23,17
2016-10-24,38
2016-10-25,39
2016-10-26,24
2016-10-27,27
2016-10-28,28
2016-10-29,10
2016-10-30,7
2016-10-31,23
2016-11-01,22
2016-11-02,35
2016-11-03,16
2016-11-04,19
2016-11-05,9
2016-11-06,6
2016-11-07,17
2016-11-08,30
2016-11-09,49
2016-11-10,28
2016-11-11,30
2016-11-12,9
2016-11-13,15
2016-11-14,21
2016-11-15,21
2016-11-16,19
2016-11-17,19
2016-11-18,27
2016-11-19,12
2016-11-20,6
2016-11-21,17
2016-11-22,16
2016-11-23,26
2016-11-24,11
2016-11-25,16
2016-11-26,8
2016-11-27,6
2016-11-28,30
2016-11-29,31
2016-11-30,15
2016-12-01,27
2016-12-02,22
2016-12-03,4
2016-12-04,8
2016-12-05,13
2016-12-06,21
2016-12-07,25
2016-12-08,24
2016-12-09,18
2016-12-10,8
2016-12-11,6
2016-12-12,20
2016-12-13,18
2016-12-14,23
2016-12-15,29
2016-12-16,18
2016-12-17,7
2016-12-18,5
2016-12-19,18
2016-12-20,15
2016-12-21,20
2016-12-22,19
2016-12-23,20
2016-12-24,5
2016-12-25,5
2016-12-26,11
2016-12-27,11
2016-12-28,11
2016-12-29,15
2016-12-30,15
2016-12-31,4
2017-01-01,3
2017-01-02,3
2017-01-03,13
2017-01-04,14
2017-01-05,25
2017-01-06,19
2017-01-07,10
2017-01-08,6
2017-01-09,15
2017-01-10,19
2017-01-11,16
2017-01-12,19
2017-01-13,21
2017-01-14,15
2017-01-15,6
2017-01-16,12
2017-01-17,23
2017-01-18,17
2017-01-19,15
2017-01-20,17
2017-01-21,13
2017-01-22,4
2017-01-23,19
2017-01-24,28
2017-01-25,31
2017-01-26,68
2017-01-27,69
2017-01-28,10
2017-01-29,12
2017-01-30,23
2017-01-31,35
2017-02-01,30
2017-02-02,27
2017-02-03,30
2017-02-04,10
2017-02-05,5
2017-02-06,22
2017-02-07,27
2017-02-08,29
2017-02-09,32
2017-02-10,22
2017-02-11,3
2017-02-12,7
2017-02-13,20
2017-02-14,25
2017-02-15,19
2017-02-16,18
2017-02-17,25
2017-02-18,6
2017-02-19,7
2017-02-20,11
2017-02-21,17
2017-02-22,18
2017-02-23,20
2017-02-24,25
2017-02-25,13
2017-02-26,9
2017-02-27,30
2017-02-28,25
2017-03-01,23
2017-03-02,24
2017-03-03,11
2017-03-04,10
2017-03-05,7
2017-03-06,24
2017-03-07,23
2017-03-08,27
2017-03-09,16
2017-03-10,13
2017-03-11,6
2017-03-12,6
2017-03-13,25
2017-03-14,16
2017-03-15,25
2017-03-16,16
2017-03-17,16
2017-03-18,11
2017-03-19,7
2017-03-20,18
2017-03-21,22
2017-03-22,24
2017-03-23,12
2017-03-24,19
2017-03-25,7
2017-03-26,6
2017-03-27,16
2017-03-28,16
2017-03-29,18
2017-03-30,19
2017-03-31,17
2017-04-01,9
2017-04-02,7
2017-04-03,18
2017-04-04,23
2017-04-05,12
2017-04-06,13
2017-04-07,19
2017-04-08,10
2017-04-09,7
2017-04-10,18
2017-04-11,15
2017-04-12,16
2017-04-13,20
2017-04-14,16
2017-04-15,7
2017-04-16,12
2017-04-17,24
2017-04-18,28
