date,PYPL
2016-05-04,26
2016-05-05,20
2016-05-06,14
2016-05-07,7
2016-05-08,8
2016-05-09,12
2016-05-10,11
2016-05-11,16
2016-05-12,12
2016-05-13,11
2016-05-14,5
2016-05-15,4
2016-05-16,14
2016-05-17,13
2016-05-18,13
2016-05-19,17
2016-05-20,11
2016-05-21,3
2016-05-22,6
2016-05-23,17
2016-05-24,16
2016-05-25,13
2016-05-26,13
2016-05-27,15
2016-05-28,5
2016-05-29,6
2016-05-30,8
2016-05-31,12
2016-06-01,13
2016-06-02,9
2016-06-03,12
2016-06-04,3
2016-06-05,3
2016-06-06,7
2016-06-07,9
2016-06-08,11
2016-06-09,13
2016-06-10,9
2016-06-11,3
2016-06-12,6
2016-06-13,16
2016-06-14,16
2016-06-15,12
2016-06-16,12
2016-06-17,7
2016-06-18,8
2016-06-19,3
2016-06-20,16
2016-06-21,12
2016-06-22,18
2016-06-23,9
2016-06-24,22
2016-06-25,6
2016-06-26,4
2016-06-27,15
2016-06-28,16
2016-06-29,18
2016-06-30,17
2016-07-01,17
2016-07-02,5
2016-07-03,4
2016-07-04,10
2016-07-05,10
2016-07-06,12
2016-07-07,12
2016-07-08,6
2016-07-09,7
2016-07-10,6
2016-07-11,16
2016-07-12,11
2016-07-13,13
2016-07-14,17
2016-07-15,16
2016-07-16,4
2016-07-17,3
2016-07-18,21
2016-07-19,23
2016-07-20,22
2016-07-21,85
2016-07-22,100
2016-07-23,21
2016-07-24,11
2016-07-25,34
2016-07-26,19
2016-07-27,22
2016-07-28,19
2016-07-29,17
2016-07-30,5
2016-07-31,5
2016-08-01,18
2016-08-02,20
2016-08-03,18
2016-08-04,26
2016-08-05,19
2016-08-06,7
2016-08-07,5
2016-08-08,14
2016-08-09,20
2016-08-10,16
2016-08-11,13
2016-08-12,18
2016-08-13,7
2016-08-14,7
2016-08-15,18
2016-08-16,11
2016-08-17,10
2016-08-18,15
2016-08-19,14
2016-08-20,5
2016-08-21,6
2016-08-22,6
2016-08-23,11
2016-08-24,12
2016-08-25,13
2016-08-26,12
2016-08-27,5
2016-08-28,5
2016-08-29,8
2016-08-30,17
2016-08-31,5
2016-09-01,9
2016-09-02,11
2016-09-03,5
2016-09-04,4
2016-09-05,6
2016-09-06,16
2016-09-07,18
2016-09-08,23
2016-09-09,16
2016-09-10,11
2016-09-11,8
2016-09-12,10
2016-09-13,21
2016-09-14,18
2016-09-15,18
2016-09-16,20
2016-09-17,4
2016-09-18,8
2016-09-19,11
2016-09-20,11
2016-09-21,14
2016-09-22,15
2016-09-23,12
2016-09-24,4
2016-09-25,6
2016-09-26,18
2016-09-27,15
2016-09-28,21
2016-09-29,14
2016-09-30,14
2016-10-01,7
2016-10-02,4
2016-10-03,16
2016-10-04,18
2016-10-05,15
2016-10-06,14
2016-10-07,13
2016-10-08,4
2016-10-09,6
2016-10-10,12
2016-10-11,14
2016-10-12,13
2016-10-13,14
2016-10-14,15
2016-10-15,3
2016-10-16,4
2016-10-17,20
2016-10-18,17
2016-10-19,21
2016-10-20,59
2016-10-21,63
2016-10-22,14
2016-10-23,15
2016-10-24,23
2016-10-25,26
2016-10-26,20
2016-10-27,24
2016-10-28,22
2016-10-29,6
2016-10-30,7
2016-10-31,16
2016-11-01,13
2016-11-02,21
2016-11-03,8
2016-11-04,13
2016-11-05,5
2016-11-06,7
2016-11-07,15
2016-11-08,17
2016-11-09,31
2016-11-10,14
2016-11-11,14
2016-11-12,5
2016-11-13,9
2016-11-14,16
2016-11-15,11
2016-11-16,15
2016-11-17,19
2016-11-18,14
2016-11-19,7
2016-11-20,2
2016-11-21,15
2016-11-22,10
2016-11-23,17
2016-11-24,8
2016-11-25,8
2016-11-26,3
2016-11-27,8
2016-11-28,18
2016-11-29,15
2016-11-30,7
2016-12-01,17
2016-12-02,16
2016-12-03,4
2016-12-04,5
2016-12-05,8
2016-12-06,17
2016-12-07,17
2016-12-08,13
2016-12-09,12
2016-12-10,7
2016-12-11,3
2016-12-12,15
2016-12-13,11
2016-12-14,15
2016-12-15,16
2016-12-16,14
2016-12-17,14
2016-12-18,3
2016-12-19,13
2016-12-20,13
2016-12-21,10
2016-12-22,14
2016-12-23,13
2016-12-24,2
2016-12-25,5
2016-12-26,6
2016-12-27,11
2016-12-28,8
2016-12-29,11
2016-12-30,15
2016-12-31,4
2017-01-01,4
2017-01-02,4
2017-01-03,13
2017-01-04,15
2017-01-05,14
2017-01-06,10
2017-01-07,3
2017-01-08,6
2017-01-09,9
2017-01-10,9
2017-01-11,9
2017-01-12,11
2017-01-13,15
2017-01-14,5
2017-01-15,3
2017-01-16,7
2017-01-17,9
2017-01-18,13
2017-01-19,11
