date,PYPL
2014-03-16,47
2014-03-17,40
2014-03-18,0
2014-03-19,0
2014-03-20,41
2014-03-21,0
2014-03-22,0
2014-03-23,0
2014-03-24,30
2014-03-25,20
2014-03-26,40
2014-03-27,20
2014-03-28,42
2014-03-29,0
2014-03-30,24
2014-03-31,20
2014-04-01,20
2014-04-02,60
2014-04-03,20
2014-04-04,0
2014-04-05,24
2014-04-06,0
2014-04-07,20
2014-04-08,39
2014-04-09,0
2014-04-10,30
2014-04-11,21
2014-04-12,0
2014-04-13,48
2014-04-14,30
2014-04-15,0
2014-04-16,0
2014-04-17,0
2014-04-18,0
2014-04-19,25
2014-04-20,26
2014-04-21,22
2014-04-22,0
2014-04-23,50
2014-04-24,20
2014-04-25,21
2014-04-26,0
2014-04-27,47
2014-04-28,20
2014-04-29,20
2014-04-30,0
2014-05-01,22
2014-05-02,65
2014-05-03,36
2014-05-04,47
2014-05-05,0
2014-05-06,20
2014-05-07,20
2014-05-08,30
2014-05-09,0
2014-05-10,24
2014-05-11,23
2014-05-12,19
2014-05-13,0
2014-05-14,40
2014-05-15,40
2014-05-16,0
2014-05-17,24
2014-05-18,24
2014-05-19,0
2014-05-20,80
2014-05-21,33
2014-05-22,44
2014-05-23,23
2014-05-24,54
2014-05-25,27
2014-05-26,22
2014-05-27,32
2014-05-28,22
2014-05-29,45
2014-05-30,0
2014-05-31,0
2014-06-01,27
2014-06-02,22
2014-06-03,33
2014-06-04,22
2014-06-05,0
2014-06-06,0
2014-06-07,28
2014-06-08,55
2014-06-09,46
2014-06-10,23
2014-06-11,33
2014-06-12,23
2014-06-13,23
2014-06-14,54
2014-06-15,0
2014-06-16,22
2014-06-17,22
2014-06-18,34
2014-06-19,34
2014-06-20,24
2014-06-21,0
2014-06-22,0
2014-06-23,23
2014-06-24,0
2014-06-25,0
2014-06-26,23
2014-06-27,0
2014-06-28,0
2014-06-29,27
2014-06-30,45
2014-07-01,68
2014-07-02,23
2014-07-03,70
2014-07-04,25
2014-07-05,28
2014-07-06,0
2014-07-07,23
2014-07-08,22
2014-07-09,44
2014-07-10,0
2014-07-11,47
2014-07-12,0
2014-07-13,27
2014-07-14,22
2014-07-15,0
2014-07-16,0
2014-07-17,23
2014-07-18,24
2014-07-19,0
2014-07-20,28
2014-07-21,0
2014-07-22,22
2014-07-23,0
2014-07-24,23
2014-07-25,0
2014-07-26,28
2014-07-27,27
2014-07-28,23
2014-07-29,23
2014-07-30,23
2014-07-31,23
2014-08-01,0
2014-08-02,27
2014-08-03,0
2014-08-04,0
2014-08-05,45
2014-08-06,0
2014-08-07,0
2014-08-08,36
2014-08-09,0
2014-08-10,27
2014-08-11,0
2014-08-12,22
2014-08-13,33
2014-08-14,0
2014-08-15,24
2014-08-16,27
2014-08-17,54
2014-08-18,23
2014-08-19,0
2014-08-20,22
2014-08-21,23
2014-08-22,23
2014-08-23,26
2014-08-24,0
2014-08-25,22
2014-08-26,0
2014-08-27,44
2014-08-28,44
2014-08-29,0
2014-08-30,0
2014-08-31,26
2014-09-01,65
2014-09-02,21
2014-09-03,21
2014-09-04,43
2014-09-05,0
2014-09-06,0
2014-09-07,25
2014-09-08,42
2014-09-09,42
2014-09-10,31
2014-09-11,21
2014-09-12,0
2014-09-13,25
2014-09-14,100
2014-09-15,21
2014-09-16,63
2014-09-17,0
2014-09-18,21
2014-09-19,22
2014-09-20,51
2014-09-21,0
2014-09-22,41
2014-09-23,0
2014-09-24,21
2014-09-25,21
2014-09-26,44
2014-09-27,25
2014-09-28,25
2014-09-29,42
2014-09-30,94
2014-10-01,32
2014-10-02,43
2014-10-03,34
2014-10-04,0
2014-10-05,25
2014-10-06,31
2014-10-07,63
2014-10-08,42
2014-10-09,21
2014-10-10,0
2014-10-11,25
2014-10-12,0
2014-10-13,62
2014-10-14,41
2014-10-15,21
2014-10-16,0
2014-10-17,44
2014-10-18,50
2014-10-19,37
2014-10-20,41
2014-10-21,21
2014-10-22,41
2014-10-23,21
2014-10-24,22
2014-10-25,75
2014-10-26,49
2014-10-27,0
2014-10-28,21
2014-10-29,41
2014-10-30,0
2014-10-31,0
2014-11-01,0
2014-11-02,24
2014-11-03,31
2014-11-04,31
2014-11-05,20
2014-11-06,42
2014-11-07,43
2014-11-08,24
2014-11-09,48
2014-11-10,0
2014-11-11,20
2014-11-12,0
2014-11-13,41
2014-11-14,0
2014-11-15,0
2014-11-16,0
2014-11-17,20
2014-11-18,43
2014-11-19,0
2014-11-20,21
2014-11-21,53
2014-11-22,0
2014-11-23,23
2014-11-24,20
2014-11-25,0
2014-11-26,20
2014-11-27,0
2014-11-28,42
2014-11-29,24
2014-11-30,23
2014-12-01,20
