date,value
2014-07-24,64.85275079915905
2014-07-25,60.04504148353574
2014-07-26,50.42173832397681
2014-07-27,51.41359282815486
2014-07-28,65.40620590170857
2014-07-29,57.7130261642014
2014-07-30,55.702524362693126
2014-07-31,62.605056123437386
2014-08-01,64.77631468385869
2014-08-02,58.91922301359683
2014-08-03,46.49477007576671
2014-08-04,64.36076581122619
2014-08-05,61.61320161925935
2014-08-06,63.36891130704813
2014-08-07,69.25279577046216
2014-08-08,64.30718022492185
2014-08-09,52.539411298093775
2014-08-10,54.13436422696954
2014-08-11,70.76737031988141
2014-08-12,62.551470537133035
2014-08-13,65.29903472909989
2014-08-14,58.20895341629043
2014-08-15,55.045840351691076
2014-08-16,60.46059035616826
2014-08-17,64.28038743176968
2014-08-18,61.14406716032249
2014-08-19,63.31532572074378
2014-08-20,64.11963067285663
2014-08-21,67.96622054161023
2014-08-22,66.84040207167129
2014-08-23,49.765054312974755
2014-08-24,48.69282142934018
2014-08-25,65.90213315379759
2014-08-26,68.0733917142189
2014-08-27,58.999601393053354
2014-08-28,58.97280859990117
2014-08-29,55.20659711060411
2014-08-30,54.053985847513026
2014-08-31,46.13280678943854
2014-09-01,62.16271445765271
2014-09-02,70.08389351572718
2014-09-03,68.10018450737107
2014-09-04,57.32427008472106
2014-09-05,64.8566930633152
2014-09-06,50.368152737672474
2014-09-07,47.178246879920934
2014-09-08,63.838045765984994
2014-09-09,60.594554321929124
2014-09-10,61.66678720556368
2014-09-11,58.5304669341165
2014-09-12,69.27958856361433
2014-09-13,50.368152737672474
2014-09-14,58.503674140964314
2014-09-15,77.6431092874735
2014-09-16,69.85589419515989
2014-09-17,71.20971198566608
2014-09-18,68.10018450737107
2014-09-19,73.95727617763295
2014-09-20,63.23494734128727
2014-09-21,61.479237653498465
2014-09-22,107.22328836345669
2014-09-23,81.46290636307491
2014-09-24,75.65940027911739
2014-09-25,82.01241920146828
2014-09-26,64.11963067285663
2014-09-27,57.32427008472106
2014-09-28,55.20659711060411
2014-09-29,65.29903472909989
2014-09-30,67.6578428415864
2014-10-01,68.48894058685141
2014-10-02,65.48658428116511
2014-10-03,60.12541986299226
2014-10-04,57.297477291568896
2014-10-05,57.32427008472106
2014-10-06,61.7471655850202
2014-10-07,69.09203901154913
2014-10-08,68.95807504578828
2014-10-09,64.77631468385869
2014-10-10,65.90213315379759
2014-10-11,53.00854575703063
2014-10-12,48.85357818825322
2014-10-13,64.22680184546532
2014-10-14,65.21865634964337
2014-10-15,70.21785748148804
2014-10-16,64.74952189070652
2014-10-17,62.65864170974172
2014-10-18,58.2357462094426
2014-10-19,52.61978967755029
2014-10-20,64.36076581122619
2014-10-21,68.0733917142189
2014-10-22,70.63340635412055
2014-10-23,62.26988563026139
2014-10-24,57.24389170526456
2014-10-25,49.269127060885715
2014-10-26,56.801550039479864
2014-10-27,58.86563742729249
2014-10-28,59.57590702459889
2014-10-29,64.93707144277172
2014-10-30,58.86563742729249
2014-10-31,55.126218731147596
2014-11-01,47.727759718314296
2014-11-02,51.93631287339606
2014-11-03,61.61320161925935
2014-11-04,57.793404543657935
2014-11-05,62.71222729604607
2014-11-06,63.864838559137155
2014-11-07,64.64235071809783
2014-11-08,55.78290274214965
2014-11-09,54.657084272210724
2014-11-10,67.05474441688868
2014-11-11,61.66678720556368
2014-11-12,68.54252617315575
2014-11-13,57.4850268436341
2014-11-14,58.999601393053354
2014-11-15,55.78290274214965
2014-11-16,46.628734041527565
2014-11-17,63.891631352289345
2014-11-18,70.66019914727272
2014-11-19,58.396502968355634
2014-11-20,59.41515026568587
2014-11-21,60.594554321929124
2014-11-22,51.41359282815486
2014-11-23,56.09128044217346
2014-11-24,56.278829994238684
2014-11-25,57.35106287787324
2014-11-26,61.720372791868016
2014-11-27,63.28853292759162
2014-11-28,55.75610994899748
2014-11-29,52.351861746028575
2014-11-30,47.04428291416008
2014-12-01,66.29088923327794
2014-12-02,64.84251493041761
2014-12-03,70.33764331435131
2014-12-04,65.94154060720436
2014-12-05,62.64446357684414
2014-12-06,54.95128383933696
2014-12-07,62.64446357684414
2014-12-08,68.13959196077785
2014-12-09,68.13959196077785
2014-12-10,56.050309516123704
2014-12-11,60.446412223270656
2014-12-12,51.654206808976745
2014-12-13,52.753232485763476
2014-12-14,57.149335192910435
2014-12-15,79.12984872864524
2014-12-16,82.42692575900544
2014-12-17,74.73374602149828
2014-12-18,80.22887440543197
2014-12-19,70.33764331435131
2014-12-20,53.85225816255022
2014-12-21,51.654206808976745
2014-12-22,76.93179737507175
2014-12-23,71.43666899113805
2014-12-24,61.545437900057394
2014-12-25,57.149335192910435
2014-12-26,62.64446357684414
2014-12-27,52.753232485763476
2014-12-28,53.85225816255022
2014-12-29,65.94154060720436
2014-12-30,63.743489253630884
2014-12-31,58.24836086969718
2015-01-01,70.33764331435131
2015-01-02,63.743489253630884
2015-01-03,65.94154060720436
2015-01-04,60.446412223270656
2015-01-05,63.743489253630884
2015-01-06,69.23861763756457
2015-01-07,72.5356946679248
2015-01-08,65.94154060720436
2015-01-09,62.64446357684414
2015-01-10,54.95128383933696
2015-01-11,60.446412223270656
2015-01-12,74.73374602149828
2015-01-13,54.95128383933696
2015-01-14,67.0405662839911
2015-01-15,72.5356946679248
2015-01-16,68.13959196077785
2015-01-17,63.743489253630884
2015-01-18,61.545437900057394
2015-01-19,73.63472034471151
2015-01-20,80.22887440543197
2015-01-21,69.23861763756457
2015-01-22,73.63472034471151
2015-01-23,65.94154060720436
2015-01-24,49.45615545540326
2015-01-25,41.7629757178961
