date,EA,isPartial
2017-10-06,42,False
2017-10-07,38,False
2017-10-08,42,False
2017-10-09,35,False
2017-10-10,37,False
2017-10-11,36,False
2017-10-12,38,False
2017-10-13,38,False
2017-10-14,34,False
2017-10-15,38,False
2017-10-16,36,False
2017-10-17,39,False
2017-10-18,43,False
2017-10-19,42,False
2017-10-20,42,False
2017-10-21,38,False
2017-10-22,35,False
2017-10-23,36,False
2017-10-24,40,False
2017-10-25,40,False
2017-10-26,39,False
2017-10-27,38,False
2017-10-28,36,False
2017-10-29,37,False
2017-10-30,36,False
2017-10-31,37,False
2017-11-01,38,False
2017-11-02,42,False
2017-11-03,39,False
2017-11-04,37,False
2017-11-05,34,False
2017-11-06,34,False
2017-11-07,36,False
2017-11-08,40,False
2017-11-09,40,False
2017-11-10,45,False
2017-11-11,39,False
2017-11-12,41,False
2017-11-13,62,False
2017-11-14,100,False
2017-11-15,89,False
2017-11-16,67,False
2017-11-17,79,False
2017-11-18,58,False
2017-11-19,47,False
2017-11-20,49,False
2017-11-21,48,False
2017-11-22,55,False
2017-11-23,48,False
2017-11-24,54,False
2017-11-25,45,False
2017-11-26,41,False
2017-11-27,43,False
2017-11-28,41,False
2017-11-29,55,False
2017-11-30,45,False
2017-12-01,46,False
2017-12-02,41,False
2017-12-03,41,False
2017-12-04,38,False
2017-12-05,40,False
2017-12-06,40,False
2017-12-07,41,False
2017-12-08,42,False
2017-12-09,37,False
2017-12-10,36,False
2017-12-11,35,False
2017-12-12,39,False
2017-12-13,37,False
2017-12-14,35,False
2017-12-15,38,False
2017-12-16,34,False
2017-12-17,34,False
2017-12-18,33,False
2017-12-19,33,False
2017-12-20,35,False
2017-12-21,35,False
2017-12-22,35,False
2017-12-23,33,False
2017-12-24,37,False
2017-12-25,44,False
2017-12-26,42,False
2017-12-27,44,False
2017-12-28,98,False
2017-12-29,47,False
2017-12-30,37,False
2017-12-31,33,False
2018-01-01,34,False
2018-01-02,38,False
2018-01-03,38,False
2018-01-04,35,False
2018-01-05,35,False
2018-01-06,37,False
2018-01-07,34,False
2018-01-08,38,False
2018-01-09,36,False
2018-01-10,39,False
2018-01-11,39,False
2018-01-12,33,False
2018-01-13,32,False
2018-01-14,33,False
2018-01-15,38,False
2018-01-16,35,False
2018-01-17,34,False
2018-01-18,37,False
2018-01-19,38,False
2018-01-20,33,False
2018-01-21,31,False
2018-01-22,33,False
2018-01-23,30,False
2018-01-24,33,False
2018-01-25,34,False
2018-01-26,45,False
2018-01-27,38,False
2018-01-28,36,False
2018-01-29,42,False
2018-01-30,41,False
2018-01-31,40,False
2018-02-01,41,False
2018-02-02,41,False
2018-02-03,36,False
2018-02-04,33,False
2018-02-05,34,False
2018-02-06,29,False
2018-02-07,32,False
2018-02-08,35,False
2018-02-09,33,False
2018-02-10,32,False
2018-02-11,28,False
2018-02-12,28,False
2018-02-13,29,False
2018-02-14,34,False
2018-02-15,35,False
2018-02-16,34,False
2018-02-17,30,False
2018-02-18,32,False
2018-02-19,33,False
2018-02-20,30,False
2018-02-21,36,False
2018-02-22,33,False
2018-02-23,36,False
2018-02-24,32,False
2018-02-25,31,False
2018-02-26,30,False
2018-02-27,34,False
2018-02-28,35,False
2018-03-01,38,False
2018-03-02,33,False
2018-03-03,32,False
2018-03-04,30,False
2018-03-05,34,False
2018-03-06,31,False
2018-03-07,33,False
2018-03-08,80,False
2018-03-09,34,False
2018-03-10,30,False
2018-03-11,31,False
2018-03-12,31,False
2018-03-13,30,False
2018-03-14,31,False
2018-03-15,31,False
2018-03-16,34,False
2018-03-17,32,False
2018-03-18,30,False
2018-03-19,31,False
2018-03-20,31,False
2018-03-21,31,False
2018-03-22,31,False
2018-03-23,32,False
2018-03-24,31,False
2018-03-25,30,False
2018-03-26,30,False
2018-03-27,31,False
2018-03-28,33,False
2018-03-29,27,False
2018-03-30,30,False
2018-03-31,27,False
2018-04-01,29,False
2018-04-02,28,False
2018-04-03,31,False
2018-04-04,30,False
2018-04-05,28,False
2018-04-06,28,False
2018-04-07,29,False
2018-04-08,29,False
2018-04-09,29,False
2018-04-10,26,False
2018-04-11,37,False
2018-04-12,31,False
2018-04-13,32,False
2018-04-14,28,False
2018-04-15,30,False
2018-04-16,29,False
2018-04-17,27,False
2018-04-18,29,False
2018-04-19,28,False
2018-04-20,26,False
2018-04-21,26,False
2018-04-22,28,False
2018-04-23,30,False
2018-04-24,29,False
2018-04-25,31,False
2018-04-26,28,False
2018-04-27,32,False
2018-04-28,27,False
2018-04-29,28,False
2018-04-30,30,False
2018-05-01,29,False
2018-05-02,30,False
2018-05-03,28,False
2018-05-04,36,False
2018-05-05,28,False
2018-05-06,27,False
2018-05-07,28,False
2018-05-08,30,False
2018-05-09,33,False
2018-05-10,32,False
2018-05-11,31,False
2018-05-12,28,False
2018-05-13,28,False
2018-05-14,29,False
2018-05-15,29,False
2018-05-16,31,False
2018-05-17,29,False
2018-05-18,30,False
2018-05-19,30,False
2018-05-20,30,False
2018-05-21,31,False
2018-05-22,31,False
2018-05-23,33,False
2018-05-24,35,False
2018-05-25,31,False
2018-05-26,30,False
2018-05-27,30,False
2018-05-28,35,False
2018-05-29,49,False
2018-05-30,36,False
2018-05-31,34,False
2018-06-01,35,False
