date,EA,isPartial
2013-02-19,56,False
2013-02-20,60,False
2013-02-21,56,False
2013-02-22,53,False
2013-02-23,60,False
2013-02-24,62,False
2013-02-25,53,False
2013-02-26,57,False
2013-02-27,56,False
2013-02-28,56,False
2013-03-01,57,False
2013-03-02,61,False
2013-03-03,67,False
2013-03-04,61,False
2013-03-05,65,False
2013-03-06,61,False
2013-03-07,72,False
2013-03-08,78,False
2013-03-09,83,False
2013-03-10,73,False
2013-03-11,61,False
2013-03-12,61,False
2013-03-13,59,False
2013-03-14,59,False
2013-03-15,59,False
2013-03-16,65,False
2013-03-17,64,False
2013-03-18,68,False
2013-03-19,71,False
2013-03-20,69,False
2013-03-21,60,False
2013-03-22,60,False
2013-03-23,61,False
2013-03-24,69,False
2013-03-25,61,False
2013-03-26,55,False
2013-03-27,59,False
2013-03-28,62,False
2013-03-29,66,False
2013-03-30,62,False
2013-03-31,63,False
2013-04-01,59,False
2013-04-02,58,False
2013-04-03,57,False
2013-04-04,55,False
2013-04-05,61,False
2013-04-06,62,False
2013-04-07,59,False
2013-04-08,52,False
2013-04-09,56,False
2013-04-10,62,False
2013-04-11,55,False
2013-04-12,55,False
2013-04-13,61,False
2013-04-14,65,False
2013-04-15,56,False
2013-04-16,52,False
2013-04-17,54,False
2013-04-18,52,False
2013-04-19,54,False
2013-04-20,55,False
2013-04-21,55,False
2013-04-22,46,False
2013-04-23,52,False
2013-04-24,53,False
2013-04-25,53,False
2013-04-26,50,False
2013-04-27,54,False
2013-04-28,55,False
2013-04-29,46,False
2013-04-30,48,False
2013-05-01,51,False
2013-05-02,46,False
2013-05-03,50,False
2013-05-04,51,False
2013-05-05,53,False
2013-05-06,55,False
2013-05-07,62,False
2013-05-08,62,False
2013-05-09,56,False
2013-05-10,56,False
2013-05-11,67,False
2013-05-12,58,False
2013-05-13,54,False
2013-05-14,54,False
2013-05-15,58,False
2013-05-16,54,False
2013-05-17,56,False
2013-05-18,58,False
2013-05-19,57,False
2013-05-20,57,False
2013-05-21,71,False
2013-05-22,61,False
2013-05-23,60,False
2013-05-24,58,False
2013-05-25,68,False
2013-05-26,55,False
2013-05-27,54,False
2013-05-28,54,False
2013-05-29,53,False
2013-05-30,57,False
2013-05-31,54,False
2013-06-01,57,False
2013-06-02,55,False
2013-06-03,48,False
2013-06-04,51,False
2013-06-05,52,False
2013-06-06,52,False
2013-06-07,52,False
2013-06-08,57,False
2013-06-09,59,False
2013-06-10,100,False
2013-06-11,71,False
2013-06-12,61,False
2013-06-13,53,False
2013-06-14,58,False
2013-06-15,59,False
2013-06-16,61,False
2013-06-17,52,False
2013-06-18,58,False
2013-06-19,51,False
2013-06-20,53,False
2013-06-21,55,False
2013-06-22,61,False
2013-06-23,60,False
2013-06-24,49,False
2013-06-25,56,False
2013-06-26,49,False
2013-06-27,51,False
2013-06-28,53,False
2013-06-29,53,False
2013-06-30,53,False
2013-07-01,50,False
2013-07-02,51,False
2013-07-03,50,False
2013-07-04,52,False
2013-07-05,49,False
2013-07-06,49,False
2013-07-07,51,False
2013-07-08,44,False
