date,EA,isPartial
2015-08-18,38,False
2015-08-19,37,False
2015-08-20,38,False
2015-08-21,37,False
2015-08-22,36,False
2015-08-23,36,False
2015-08-24,36,False
2015-08-25,38,False
2015-08-26,40,False
2015-08-27,34,False
2015-08-28,36,False
2015-08-29,35,False
2015-08-30,35,False
2015-08-31,37,False
2015-09-01,41,False
2015-09-02,37,False
2015-09-03,39,False
2015-09-04,38,False
2015-09-05,37,False
2015-09-06,41,False
2015-09-07,38,False
2015-09-08,39,False
2015-09-09,36,False
2015-09-10,36,False
2015-09-11,38,False
2015-09-12,39,False
2015-09-13,42,False
2015-09-14,40,False
2015-09-15,49,False
2015-09-16,63,False
2015-09-17,58,False
2015-09-18,51,False
2015-09-19,55,False
2015-09-20,51,False
2015-09-21,50,False
2015-09-22,71,False
2015-09-23,64,False
2015-09-24,71,False
2015-09-25,64,False
2015-09-26,61,False
2015-09-27,57,False
2015-09-28,59,False
2015-09-29,59,False
2015-09-30,56,False
2015-10-01,50,False
2015-10-02,47,False
2015-10-03,50,False
2015-10-04,51,False
2015-10-05,45,False
2015-10-06,45,False
2015-10-07,47,False
2015-10-08,52,False
2015-10-09,50,False
2015-10-10,54,False
2015-10-11,51,False
2015-10-12,43,False
2015-10-13,43,False
2015-10-14,43,False
2015-10-15,42,False
2015-10-16,41,False
2015-10-17,45,False
2015-10-18,41,False
2015-10-19,38,False
2015-10-20,38,False
2015-10-21,39,False
2015-10-22,41,False
2015-10-23,37,False
2015-10-24,37,False
2015-10-25,36,False
2015-10-26,44,False
2015-10-27,38,False
2015-10-28,41,False
2015-10-29,37,False
2015-10-30,40,False
2015-10-31,37,False
2015-11-01,39,False
2015-11-02,40,False
2015-11-03,37,False
2015-11-04,38,False
2015-11-05,41,False
2015-11-06,37,False
2015-11-07,39,False
2015-11-08,40,False
2015-11-09,38,False
2015-11-10,41,False
2015-11-11,40,False
2015-11-12,41,False
2015-11-13,41,False
2015-11-14,42,False
2015-11-15,47,False
2015-11-16,44,False
2015-11-17,43,False
2015-11-18,43,False
2015-11-19,43,False
2015-11-20,42,False
2015-11-21,45,False
2015-11-22,46,False
2015-11-23,42,False
2015-11-24,44,False
2015-11-25,42,False
2015-11-26,40,False
2015-11-27,48,False
2015-11-28,50,False
2015-11-29,44,False
2015-11-30,43,False
2015-12-01,42,False
2015-12-02,38,False
2015-12-03,37,False
2015-12-04,38,False
2015-12-05,44,False
2015-12-06,43,False
2015-12-07,40,False
2015-12-08,37,False
2015-12-09,35,False
2015-12-10,36,False
2015-12-11,37,False
2015-12-12,44,False
2015-12-13,44,False
2015-12-14,35,False
2015-12-15,40,False
2015-12-16,38,False
2015-12-17,36,False
2015-12-18,40,False
2015-12-19,43,False
2015-12-20,51,False
2015-12-21,41,False
2015-12-22,42,False
2015-12-23,45,False
2015-12-24,100,False
2015-12-25,63,False
2015-12-26,62,False
2015-12-27,61,False
2015-12-28,51,False
2015-12-29,49,False
2015-12-30,47,False
2015-12-31,43,False
2016-01-01,41,False
2016-01-02,40,False
2016-01-03,44,False
2016-01-04,43,False
