date,EA,isPartial
2018-02-13,38,False
2018-02-14,43,False
2018-02-15,44,False
2018-02-16,46,False
2018-02-17,39,False
2018-02-18,42,False
2018-02-19,43,False
2018-02-20,39,False
2018-02-21,45,False
2018-02-22,47,False
2018-02-23,45,False
2018-02-24,41,False
2018-02-25,41,False
2018-02-26,40,False
2018-02-27,46,False
2018-02-28,42,False
2018-03-01,51,False
2018-03-02,41,False
2018-03-03,41,False
2018-03-04,40,False
2018-03-05,40,False
2018-03-06,38,False
2018-03-07,41,False
2018-03-08,100,False
2018-03-09,48,False
2018-03-10,40,False
2018-03-11,39,False
2018-03-12,40,False
2018-03-13,39,False
2018-03-14,39,False
2018-03-15,40,False
2018-03-16,39,False
2018-03-17,41,False
2018-03-18,35,False
2018-03-19,41,False
2018-03-20,38,False
2018-03-21,40,False
2018-03-22,41,False
2018-03-23,42,False
2018-03-24,40,False
2018-03-25,39,False
2018-03-26,38,False
2018-03-27,39,False
2018-03-28,41,False
2018-03-29,36,False
2018-03-30,38,False
2018-03-31,37,False
2018-04-01,37,False
2018-04-02,38,False
2018-04-03,39,False
2018-04-04,38,False
2018-04-05,36,False
2018-04-06,35,False
2018-04-07,36,False
2018-04-08,38,False
2018-04-09,37,False
2018-04-10,37,False
2018-04-11,46,False
2018-04-12,39,False
2018-04-13,40,False
2018-04-14,36,False
2018-04-15,40,False
2018-04-16,37,False
2018-04-17,35,False
2018-04-18,36,False
2018-04-19,35,False
2018-04-20,35,False
2018-04-21,35,False
2018-04-22,33,False
2018-04-23,37,False
2018-04-24,37,False
2018-04-25,38,False
2018-04-26,38,False
2018-04-27,42,False
2018-04-28,37,False
2018-04-29,37,False
2018-04-30,38,False
2018-05-01,38,False
2018-05-02,39,False
2018-05-03,37,False
2018-05-04,44,False
2018-05-05,36,False
2018-05-06,35,False
2018-05-07,36,False
2018-05-08,36,False
2018-05-09,41,False
2018-05-10,42,False
2018-05-11,42,False
2018-05-12,35,False
2018-05-13,35,False
2018-05-14,38,False
2018-05-15,39,False
2018-05-16,39,False
2018-05-17,38,False
2018-05-18,37,False
2018-05-19,37,False
2018-05-20,39,False
2018-05-21,37,False
2018-05-22,39,False
2018-05-23,45,False
2018-05-24,44,False
2018-05-25,41,False
2018-05-26,40,False
2018-05-27,37,False
2018-05-28,45,False
2018-05-29,64,False
2018-05-30,46,False
2018-05-31,44,False
2018-06-01,44,False
