date,EA,isPartial
2012-06-04,81,False
2012-06-05,65,False
2012-06-06,61,False
2012-06-07,58,False
2012-06-08,57,False
2012-06-09,57,False
2012-06-10,59,False
2012-06-11,53,False
2012-06-12,53,False
2012-06-13,57,False
2012-06-14,60,False
2012-06-15,55,False
2012-06-16,60,False
2012-06-17,58,False
2012-06-18,54,False
2012-06-19,53,False
2012-06-20,56,False
2012-06-21,61,False
2012-06-22,52,False
2012-06-23,62,False
2012-06-24,61,False
2012-06-25,54,False
2012-06-26,52,False
2012-06-27,53,False
2012-06-28,50,False
2012-06-29,53,False
2012-06-30,56,False
2012-07-01,58,False
2012-07-02,54,False
2012-07-03,54,False
2012-07-04,55,False
2012-07-05,53,False
2012-07-06,60,False
2012-07-07,55,False
2012-07-08,58,False
2012-07-09,55,False
2012-07-10,55,False
2012-07-11,52,False
2012-07-12,54,False
2012-07-13,55,False
2012-07-14,57,False
2012-07-15,57,False
2012-07-16,52,False
2012-07-17,54,False
2012-07-18,55,False
2012-07-19,72,False
2012-07-20,57,False
2012-07-21,56,False
2012-07-22,54,False
2012-07-23,53,False
2012-07-24,53,False
2012-07-25,55,False
2012-07-26,54,False
2012-07-27,54,False
2012-07-28,57,False
2012-07-29,57,False
2012-07-30,48,False
2012-07-31,48,False
2012-08-01,52,False
2012-08-02,53,False
2012-08-03,52,False
2012-08-04,55,False
2012-08-05,56,False
2012-08-06,56,False
2012-08-07,55,False
2012-08-08,53,False
2012-08-09,53,False
2012-08-10,50,False
2012-08-11,54,False
2012-08-12,57,False
2012-08-13,50,False
2012-08-14,60,False
2012-08-15,60,False
2012-08-16,50,False
2012-08-17,55,False
2012-08-18,55,False
2012-08-19,59,False
2012-08-20,54,False
2012-08-21,54,False
2012-08-22,51,False
2012-08-23,53,False
2012-08-24,52,False
2012-08-25,60,False
2012-08-26,56,False
2012-08-27,55,False
2012-08-28,64,False
2012-08-29,59,False
2012-08-30,57,False
2012-08-31,55,False
2012-09-01,68,False
2012-09-02,64,False
2012-09-03,58,False
2012-09-04,57,False
2012-09-05,53,False
2012-09-06,50,False
2012-09-07,52,False
2012-09-08,60,False
2012-09-09,63,False
2012-09-10,58,False
2012-09-11,75,False
2012-09-12,68,False
2012-09-13,57,False
2012-09-14,59,False
2012-09-15,64,False
2012-09-16,65,False
2012-09-17,55,False
2012-09-18,83,False
2012-09-19,94,False
2012-09-20,88,False
2012-09-21,79,False
2012-09-22,87,False
2012-09-23,79,False
2012-09-24,72,False
2012-09-25,73,False
2012-09-26,84,False
2012-09-27,85,False
2012-09-28,100,False
2012-09-29,96,False
2012-09-30,86,False
2012-10-01,76,False
2012-10-02,69,False
2012-10-03,70,False
2012-10-04,66,False
2012-10-05,69,False
2012-10-06,97,False
2012-10-07,76,False
2012-10-08,66,False
2012-10-09,62,False
2012-10-10,65,False
2012-10-11,64,False
2012-10-12,66,False
2012-10-13,76,False
2012-10-14,79,False
2012-10-15,63,False
2012-10-16,60,False
2012-10-17,59,False
2012-10-18,55,False
2012-10-19,65,False
2012-10-20,67,False
2012-10-21,67,False
2012-10-22,59,False
2012-10-23,59,False
2012-10-24,63,False
2012-10-25,59,False
2012-10-26,57,False
2012-10-27,71,False
2012-10-28,63,False
2012-10-29,65,False
2012-10-30,61,False
2012-10-31,63,False
2012-11-01,61,False
2012-11-02,57,False
2012-11-03,62,False
2012-11-04,63,False
2012-11-05,56,False
2012-11-06,56,False
2012-11-07,53,False
2012-11-08,55,False
2012-11-09,58,False
2012-11-10,67,False
2012-11-11,64,False
2012-11-12,58,False
2012-11-13,54,False
2012-11-14,59,False
2012-11-15,55,False
2012-11-16,60,False
2012-11-17,61,False
2012-11-18,62,False
2012-11-19,52,False
2012-11-20,56,False
2012-11-21,57,False
2012-11-22,55,False
2012-11-23,64,False
2012-11-24,67,False
2012-11-25,65,False
2012-11-26,62,False
2012-11-27,63,False
2012-11-28,56,False
2012-11-29,56,False
2012-11-30,59,False
2012-12-01,57,False
2012-12-02,60,False
2012-12-03,57,False
2012-12-04,61,False
2012-12-05,62,False
2012-12-06,57,False
2012-12-07,53,False
2012-12-08,60,False
2012-12-09,57,False
2012-12-10,74,False
2012-12-11,53,False
2012-12-12,55,False
2012-12-13,55,False
2012-12-14,60,False
2012-12-15,56,False
2012-12-16,56,False
2012-12-17,52,False
2012-12-18,53,False
2012-12-19,56,False
2012-12-20,54,False
2012-12-21,58,False
2012-12-22,68,False
2012-12-23,71,False
2012-12-24,66,False
2012-12-25,82,False
2012-12-26,73,False
2012-12-27,67,False
2012-12-28,69,False
2012-12-29,69,False
2012-12-30,67,False
2012-12-31,69,False
2013-01-01,72,False
2013-01-02,61,False
2013-01-03,60,False
2013-01-04,63,False
2013-01-05,67,False
2013-01-06,61,False
2013-01-07,63,False
2013-01-08,59,False
2013-01-09,57,False
2013-01-10,52,False
2013-01-11,56,False
2013-01-12,63,False
2013-01-13,56,False
2013-01-14,64,False
2013-01-15,56,False
2013-01-16,50,False
2013-01-17,56,False
2013-01-18,60,False
2013-01-19,61,False
2013-01-20,67,False
2013-01-21,53,False
2013-01-22,51,False
2013-01-23,65,False
2013-01-24,57,False
2013-01-25,55,False
2013-01-26,60,False
2013-01-27,61,False
2013-01-28,58,False
2013-01-29,68,False
2013-01-30,61,False
2013-01-31,55,False
2013-02-01,58,False
2013-02-02,64,False
2013-02-03,59,False
2013-02-04,52,False
2013-02-05,58,False
2013-02-06,57,False
2013-02-07,57,False
2013-02-08,57,False
2013-02-09,67,False
2013-02-10,62,False
2013-02-11,56,False
2013-02-12,55,False
2013-02-13,53,False
2013-02-14,54,False
2013-02-15,55,False
2013-02-16,58,False
2013-02-17,63,False
2013-02-18,58,False
2013-02-19,56,False
