date,EA,isPartial
2014-12-01,46,False
2014-12-02,38,False
2014-12-03,39,False
2014-12-04,37,False
2014-12-05,40,False
2014-12-06,47,False
2014-12-07,52,False
2014-12-08,41,False
2014-12-09,43,False
2014-12-10,46,False
2014-12-11,43,False
2014-12-12,45,False
2014-12-13,47,False
2014-12-14,45,False
2014-12-15,39,False
2014-12-16,40,False
2014-12-17,55,False
2014-12-18,43,False
2014-12-19,40,False
2014-12-20,43,False
2014-12-21,46,False
2014-12-22,40,False
2014-12-23,44,False
2014-12-24,51,False
2014-12-25,81,False
2014-12-26,73,False
2014-12-27,100,False
2014-12-28,57,False
2014-12-29,52,False
2014-12-30,50,False
2014-12-31,45,False
2015-01-01,46,False
2015-01-02,46,False
2015-01-03,50,False
2015-01-04,45,False
2015-01-05,45,False
2015-01-06,41,False
2015-01-07,40,False
2015-01-08,38,False
2015-01-09,37,False
2015-01-10,44,False
2015-01-11,43,False
2015-01-12,53,False
2015-01-13,46,False
2015-01-14,45,False
2015-01-15,44,False
2015-01-16,44,False
2015-01-17,54,False
2015-01-18,51,False
2015-01-19,41,False
2015-01-20,41,False
2015-01-21,43,False
2015-01-22,40,False
2015-01-23,58,False
2015-01-24,40,False
2015-01-25,46,False
2015-01-26,41,False
2015-01-27,42,False
2015-01-28,47,False
2015-01-29,43,False
2015-01-30,41,False
2015-01-31,47,False
2015-02-01,45,False
2015-02-02,46,False
2015-02-03,46,False
2015-02-04,43,False
2015-02-05,42,False
2015-02-06,42,False
2015-02-07,45,False
2015-02-08,54,False
2015-02-09,40,False
2015-02-10,37,False
2015-02-11,41,False
2015-02-12,37,False
2015-02-13,41,False
2015-02-14,57,False
2015-02-15,50,False
2015-02-16,40,False
2015-02-17,39,False
2015-02-18,40,False
2015-02-19,37,False
2015-02-20,44,False
2015-02-21,40,False
2015-02-22,46,False
2015-02-23,37,False
2015-02-24,35,False
2015-02-25,39,False
2015-02-26,40,False
2015-02-27,41,False
2015-02-28,40,False
2015-03-01,41,False
2015-03-02,41,False
2015-03-03,39,False
2015-03-04,41,False
2015-03-05,40,False
2015-03-06,41,False
2015-03-07,40,False
2015-03-08,41,False
2015-03-09,54,False
2015-03-10,50,False
2015-03-11,45,False
2015-03-12,44,False
2015-03-13,44,False
2015-03-14,44,False
