date,EA,isPartial
2016-05-04,31,False
2016-05-05,30,False
2016-05-06,36,False
2016-05-07,35,False
2016-05-08,32,False
2016-05-09,33,False
2016-05-10,32,False
2016-05-11,33,False
2016-05-12,30,False
2016-05-13,33,False
2016-05-14,31,False
2016-05-15,31,False
2016-05-16,30,False
2016-05-17,30,False
2016-05-18,32,False
2016-05-19,31,False
2016-05-20,32,False
2016-05-21,30,False
2016-05-22,33,False
2016-05-23,28,False
2016-05-24,29,False
2016-05-25,29,False
2016-05-26,28,False
2016-05-27,29,False
2016-05-28,30,False
2016-05-29,30,False
2016-05-30,28,False
2016-05-31,30,False
2016-06-01,32,False
2016-06-02,30,False
2016-06-03,31,False
2016-06-04,31,False
2016-06-05,32,False
2016-06-06,29,False
2016-06-07,30,False
2016-06-08,32,False
2016-06-09,30,False
2016-06-10,32,False
2016-06-11,33,False
2016-06-12,93,False
2016-06-13,50,False
2016-06-14,37,False
2016-06-15,34,False
2016-06-16,32,False
2016-06-17,30,False
2016-06-18,33,False
2016-06-19,31,False
2016-06-20,32,False
2016-06-21,28,False
2016-06-22,29,False
2016-06-23,30,False
2016-06-24,30,False
2016-06-25,29,False
2016-06-26,30,False
2016-06-27,31,False
2016-06-28,29,False
2016-06-29,29,False
2016-06-30,28,False
2016-07-01,27,False
2016-07-02,28,False
2016-07-03,28,False
2016-07-04,29,False
2016-07-05,33,False
2016-07-06,32,False
2016-07-07,28,False
2016-07-08,29,False
2016-07-09,29,False
2016-07-10,28,False
2016-07-11,27,False
2016-07-12,26,False
2016-07-13,27,False
2016-07-14,27,False
2016-07-15,27,False
2016-07-16,47,False
2016-07-17,29,False
2016-07-18,25,False
2016-07-19,24,False
2016-07-20,25,False
2016-07-21,25,False
2016-07-22,27,False
2016-07-23,27,False
2016-07-24,26,False
2016-07-25,25,False
2016-07-26,25,False
2016-07-27,25,False
2016-07-28,24,False
2016-07-29,28,False
2016-07-30,26,False
2016-07-31,26,False
2016-08-01,26,False
2016-08-02,28,False
2016-08-03,28,False
2016-08-04,27,False
2016-08-05,26,False
2016-08-06,23,False
2016-08-07,25,False
2016-08-08,24,False
2016-08-09,24,False
2016-08-10,25,False
2016-08-11,24,False
2016-08-12,26,False
2016-08-13,23,False
2016-08-14,25,False
2016-08-15,28,False
2016-08-16,28,False
2016-08-17,30,False
2016-08-18,33,False
2016-08-19,29,False
2016-08-20,27,False
2016-08-21,30,False
2016-08-22,26,False
2016-08-23,29,False
2016-08-24,28,False
2016-08-25,26,False
2016-08-26,27,False
2016-08-27,26,False
2016-08-28,28,False
2016-08-29,30,False
2016-08-30,37,False
2016-08-31,100,False
2016-09-01,49,False
2016-09-02,39,False
2016-09-03,37,False
2016-09-04,36,False
2016-09-05,31,False
2016-09-06,32,False
2016-09-07,31,False
2016-09-08,30,False
2016-09-09,27,False
2016-09-10,28,False
2016-09-11,28,False
2016-09-12,32,False
2016-09-13,47,False
2016-09-14,31,False
2016-09-15,29,False
2016-09-16,30,False
2016-09-17,32,False
2016-09-18,32,False
2016-09-19,33,False
2016-09-20,50,False
2016-09-21,63,False
2016-09-22,57,False
2016-09-23,46,False
2016-09-24,41,False
2016-09-25,40,False
2016-09-26,37,False
2016-09-27,35,False
2016-09-28,36,False
2016-09-29,37,False
2016-09-30,35,False
2016-10-01,34,False
2016-10-02,32,False
2016-10-03,32,False
2016-10-04,31,False
2016-10-05,32,False
2016-10-06,31,False
2016-10-07,30,False
2016-10-08,32,False
2016-10-09,32,False
2016-10-10,33,False
2016-10-11,31,False
2016-10-12,35,False
2016-10-13,32,False
2016-10-14,34,False
2016-10-15,34,False
2016-10-16,35,False
2016-10-17,31,False
2016-10-18,33,False
2016-10-19,30,False
2016-10-20,33,False
2016-10-21,81,False
2016-10-22,38,False
2016-10-23,31,False
2016-10-24,33,False
2016-10-25,31,False
2016-10-26,32,False
2016-10-27,31,False
2016-10-28,31,False
2016-10-29,31,False
2016-10-30,89,False
2016-10-31,42,False
2016-11-01,32,False
2016-11-02,35,False
2016-11-03,36,False
2016-11-04,33,False
2016-11-05,30,False
2016-11-06,29,False
2016-11-07,31,False
2016-11-08,27,False
2016-11-09,26,False
2016-11-10,28,False
2016-11-11,30,False
2016-11-12,28,False
2016-11-13,32,False
2016-11-14,27,False
2016-11-15,33,False
2016-11-16,31,False
2016-11-17,28,False
2016-11-18,29,False
2016-11-19,29,False
2016-11-20,30,False
2016-11-21,27,False
2016-11-22,29,False
2016-11-23,31,False
2016-11-24,32,False
2016-11-25,34,False
2016-11-26,33,False
2016-11-27,32,False
2016-11-28,31,False
2016-11-29,30,False
2016-11-30,28,False
2016-12-01,29,False
2016-12-02,29,False
2016-12-03,30,False
2016-12-04,28,False
2016-12-05,28,False
2016-12-06,28,False
2016-12-07,26,False
2016-12-08,28,False
2016-12-09,28,False
2016-12-10,27,False
2016-12-11,30,False
2016-12-12,27,False
2016-12-13,33,False
2016-12-14,27,False
2016-12-15,31,False
2016-12-16,31,False
2016-12-17,30,False
2016-12-18,30,False
2016-12-19,31,False
2016-12-20,33,False
2016-12-21,29,False
2016-12-22,27,False
2016-12-23,31,False
2016-12-24,32,False
2016-12-25,41,False
2016-12-26,44,False
2016-12-27,40,False
2016-12-28,36,False
2016-12-29,32,False
2016-12-30,32,False
2016-12-31,30,False
2017-01-01,31,False
2017-01-02,30,False
2017-01-03,30,False
2017-01-04,29,False
2017-01-05,28,False
2017-01-06,28,False
2017-01-07,32,False
2017-01-08,30,False
2017-01-09,32,False
2017-01-10,28,False
2017-01-11,29,False
2017-01-12,36,False
2017-01-13,32,False
2017-01-14,31,False
2017-01-15,28,False
2017-01-16,27,False
2017-01-17,28,False
2017-01-18,28,False
2017-01-19,33,False
