date,ACN,isPartial
2017-05-29,73,False
2017-05-30,68,False
2017-05-31,90,False
2017-06-01,76,False
2017-06-02,73,False
2017-06-03,38,False
2017-06-04,33,False
2017-06-05,71,False
2017-06-06,74,False
2017-06-07,72,False
2017-06-08,68,False
2017-06-09,73,False
2017-06-10,52,False
2017-06-11,48,False
2017-06-12,70,False
2017-06-13,82,False
2017-06-14,86,False
2017-06-15,71,False
2017-06-16,75,False
2017-06-17,60,False
2017-06-18,45,False
2017-06-19,84,False
2017-06-20,77,False
2017-06-21,72,False
2017-06-22,86,False
2017-06-23,78,False
2017-06-24,57,False
2017-06-25,77,False
2017-06-26,90,False
2017-06-27,85,False
2017-06-28,90,False
2017-06-29,89,False
2017-06-30,73,False
2017-07-01,70,False
2017-07-02,35,False
2017-07-03,72,False
2017-07-04,76,False
2017-07-05,87,False
2017-07-06,85,False
2017-07-07,65,False
2017-07-08,46,False
2017-07-09,45,False
2017-07-10,86,False
2017-07-11,87,False
2017-07-12,77,False
2017-07-13,75,False
2017-07-14,74,False
2017-07-15,57,False
2017-07-16,53,False
2017-07-17,66,False
2017-07-18,82,False
2017-07-19,73,False
2017-07-20,98,False
2017-07-21,62,False
2017-07-22,51,False
2017-07-23,51,False
2017-07-24,69,False
2017-07-25,100,False
2017-07-26,77,False
2017-07-27,67,False
2017-07-28,77,False
2017-07-29,47,False
2017-07-30,38,False
2017-07-31,66,False
2017-08-01,87,False
2017-08-02,63,False
2017-08-03,69,False
2017-08-04,67,False
2017-08-05,48,False
2017-08-06,43,False
2017-08-07,87,False
2017-08-08,87,False
2017-08-09,77,False
2017-08-10,72,False
2017-08-11,61,False
2017-08-12,64,False
2017-08-13,30,False
2017-08-14,86,False
2017-08-15,80,False
2017-08-16,77,False
2017-08-17,83,False
2017-08-18,63,False
2017-08-19,37,False
2017-08-20,39,False
2017-08-21,70,False
2017-08-22,74,False
2017-08-23,86,False
2017-08-24,78,False
2017-08-25,70,False
2017-08-26,46,False
2017-08-27,39,False
