date,ACN,isPartial
2017-10-06,66,False
2017-10-07,44,False
2017-10-08,49,False
2017-10-09,69,False
2017-10-10,82,False
2017-10-11,68,False
2017-10-12,62,False
2017-10-13,70,False
2017-10-14,59,False
2017-10-15,50,False
2017-10-16,72,False
2017-10-17,79,False
2017-10-18,79,False
2017-10-19,67,False
2017-10-20,74,False
2017-10-21,45,False
2017-10-22,48,False
2017-10-23,67,False
2017-10-24,84,False
2017-10-25,68,False
2017-10-26,68,False
2017-10-27,76,False
2017-10-28,47,False
2017-10-29,34,False
2017-10-30,76,False
2017-10-31,75,False
2017-11-01,89,False
2017-11-02,81,False
2017-11-03,74,False
2017-11-04,50,False
2017-11-05,55,False
2017-11-06,86,False
2017-11-07,64,False
2017-11-08,73,False
2017-11-09,81,False
2017-11-10,63,False
2017-11-11,57,False
2017-11-12,53,False
2017-11-13,66,False
2017-11-14,80,False
2017-11-15,60,False
2017-11-16,86,False
2017-11-17,68,False
2017-11-18,52,False
2017-11-19,35,False
2017-11-20,76,False
2017-11-21,75,False
2017-11-22,76,False
2017-11-23,66,False
2017-11-24,63,False
2017-11-25,35,False
2017-11-26,49,False
2017-11-27,67,False
2017-11-28,62,False
2017-11-29,67,False
2017-11-30,78,False
2017-12-01,70,False
2017-12-02,46,False
2017-12-03,46,False
2017-12-04,83,False
2017-12-05,66,False
2017-12-06,65,False
2017-12-07,91,False
2017-12-08,71,False
2017-12-09,51,False
2017-12-10,50,False
2017-12-11,77,False
2017-12-12,73,False
2017-12-13,82,False
2017-12-14,65,False
2017-12-15,66,False
2017-12-16,48,False
2017-12-17,49,False
2017-12-18,73,False
2017-12-19,84,False
2017-12-20,58,False
2017-12-21,72,False
2017-12-22,63,False
2017-12-23,48,False
2017-12-24,33,False
2017-12-25,35,False
2017-12-26,41,False
2017-12-27,50,False
2017-12-28,51,False
2017-12-29,47,False
2017-12-30,26,False
2017-12-31,24,False
2018-01-01,30,False
2018-01-02,58,False
2018-01-03,70,False
2018-01-04,68,False
2018-01-05,60,False
2018-01-06,39,False
2018-01-07,44,False
2018-01-08,66,False
2018-01-09,72,False
2018-01-10,96,False
2018-01-11,83,False
2018-01-12,72,False
2018-01-13,51,False
2018-01-14,45,False
2018-01-15,57,False
2018-01-16,76,False
2018-01-17,89,False
2018-01-18,69,False
2018-01-19,65,False
2018-01-20,49,False
2018-01-21,39,False
2018-01-22,76,False
2018-01-23,74,False
2018-01-24,60,False
2018-01-25,69,False
2018-01-26,60,False
2018-01-27,57,False
2018-01-28,47,False
2018-01-29,59,False
2018-01-30,75,False
2018-01-31,59,False
2018-02-01,66,False
2018-02-02,60,False
2018-02-03,46,False
2018-02-04,40,False
2018-02-05,82,False
2018-02-06,87,False
2018-02-07,80,False
2018-02-08,89,False
2018-02-09,65,False
2018-02-10,47,False
2018-02-11,70,False
2018-02-12,79,False
2018-02-13,85,False
2018-02-14,75,False
2018-02-15,90,False
2018-02-16,66,False
2018-02-17,63,False
2018-02-18,64,False
2018-02-19,72,False
2018-02-20,89,False
2018-02-21,77,False
2018-02-22,91,False
2018-02-23,74,False
2018-02-24,67,False
2018-02-25,46,False
2018-02-26,71,False
2018-02-27,95,False
2018-02-28,77,False
2018-03-01,72,False
2018-03-02,75,False
2018-03-03,61,False
2018-03-04,46,False
2018-03-05,73,False
2018-03-06,78,False
2018-03-07,74,False
2018-03-08,85,False
2018-03-09,72,False
2018-03-10,47,False
2018-03-11,57,False
2018-03-12,67,False
2018-03-13,79,False
2018-03-14,77,False
2018-03-15,74,False
2018-03-16,61,False
2018-03-17,39,False
2018-03-18,47,False
2018-03-19,59,False
2018-03-20,84,False
2018-03-21,66,False
2018-03-22,86,False
2018-03-23,85,False
2018-03-24,72,False
2018-03-25,56,False
2018-03-26,89,False
2018-03-27,86,False
2018-03-28,97,False
2018-03-29,75,False
2018-03-30,56,False
2018-03-31,60,False
2018-04-01,43,False
2018-04-02,54,False
2018-04-03,76,False
2018-04-04,83,False
2018-04-05,79,False
2018-04-06,75,False
2018-04-07,56,False
2018-04-08,54,False
2018-04-09,72,False
2018-04-10,76,False
2018-04-11,77,False
2018-04-12,85,False
2018-04-13,76,False
2018-04-14,67,False
2018-04-15,57,False
2018-04-16,73,False
2018-04-17,93,False
2018-04-18,70,False
2018-04-19,80,False
2018-04-20,71,False
2018-04-21,45,False
2018-04-22,35,False
2018-04-23,100,False
2018-04-24,82,False
2018-04-25,71,False
2018-04-26,68,False
2018-04-27,75,False
2018-04-28,47,False
2018-04-29,55,False
2018-04-30,77,False
2018-05-01,63,False
2018-05-02,74,False
2018-05-03,58,False
2018-05-04,76,False
2018-05-05,57,False
2018-05-06,51,False
2018-05-07,65,False
2018-05-08,84,False
2018-05-09,78,False
2018-05-10,76,False
2018-05-11,73,False
2018-05-12,37,False
2018-05-13,61,False
2018-05-14,84,False
2018-05-15,67,False
2018-05-16,87,False
2018-05-17,76,False
2018-05-18,61,False
2018-05-19,46,False
2018-05-20,37,False
2018-05-21,80,False
2018-05-22,79,False
2018-05-23,57,False
2018-05-24,86,False
2018-05-25,66,False
2018-05-26,23,False
2018-05-27,51,False
2018-05-28,73,False
2018-05-29,66,False
2018-05-30,69,False
2018-05-31,78,False
2018-06-01,56,False
