date,ACN,isPartial
2016-09-11,59,False
2016-09-12,72,False
2016-09-13,61,False
2016-09-14,65,False
2016-09-15,59,False
2016-09-16,56,False
2016-09-17,42,False
2016-09-18,43,False
2016-09-19,67,False
2016-09-20,55,False
2016-09-21,52,False
2016-09-22,74,False
2016-09-23,64,False
2016-09-24,32,False
2016-09-25,44,False
2016-09-26,70,False
2016-09-27,66,False
2016-09-28,66,False
2016-09-29,85,False
2016-09-30,58,False
2016-10-01,41,False
2016-10-02,34,False
2016-10-03,74,False
2016-10-04,68,False
2016-10-05,76,False
2016-10-06,65,False
2016-10-07,61,False
2016-10-08,36,False
2016-10-09,50,False
2016-10-10,67,False
2016-10-11,74,False
2016-10-12,46,False
2016-10-13,57,False
2016-10-14,46,False
2016-10-15,35,False
2016-10-16,52,False
2016-10-17,57,False
2016-10-18,63,False
2016-10-19,59,False
2016-10-20,50,False
2016-10-21,58,False
2016-10-22,37,False
2016-10-23,47,False
2016-10-24,59,False
2016-10-25,70,False
2016-10-26,64,False
2016-10-27,54,False
2016-10-28,63,False
2016-10-29,28,False
2016-10-30,34,False
2016-10-31,55,False
2016-11-01,57,False
2016-11-02,51,False
2016-11-03,66,False
2016-11-04,61,False
2016-11-05,47,False
2016-11-06,36,False
2016-11-07,65,False
2016-11-08,60,False
2016-11-09,94,False
2016-11-10,74,False
2016-11-11,55,False
2016-11-12,35,False
2016-11-13,30,False
2016-11-14,72,False
2016-11-15,59,False
2016-11-16,62,False
2016-11-17,63,False
2016-11-18,41,False
2016-11-19,46,False
2016-11-20,36,False
2016-11-21,61,False
2016-11-22,57,False
2016-11-23,61,False
2016-11-24,45,False
2016-11-25,49,False
2016-11-26,28,False
2016-11-27,36,False
2016-11-28,58,False
2016-11-29,70,False
2016-11-30,43,False
2016-12-01,67,False
2016-12-02,46,False
2016-12-03,49,False
2016-12-04,50,False
2016-12-05,67,False
2016-12-06,60,False
2016-12-07,72,False
2016-12-08,56,False
2016-12-09,59,False
2016-12-10,45,False
2016-12-11,40,False
2016-12-12,58,False
2016-12-13,59,False
2016-12-14,66,False
2016-12-15,73,False
2016-12-16,65,False
2016-12-17,45,False
2016-12-18,35,False
2016-12-19,66,False
2016-12-20,54,False
2016-12-21,86,False
2016-12-22,53,False
2016-12-23,52,False
2016-12-24,36,False
2016-12-25,21,False
2016-12-26,25,False
2016-12-27,45,False
2016-12-28,58,False
2016-12-29,60,False
2016-12-30,37,False
2016-12-31,27,False
2017-01-01,22,False
2017-01-02,32,False
2017-01-03,57,False
2017-01-04,62,False
2017-01-05,57,False
2017-01-06,53,False
2017-01-07,30,False
2017-01-08,40,False
2017-01-09,65,False
2017-01-10,65,False
2017-01-11,62,False
2017-01-12,62,False
2017-01-13,59,False
2017-01-14,47,False
2017-01-15,35,False
2017-01-16,59,False
2017-01-17,75,False
2017-01-18,74,False
2017-01-19,70,False
2017-01-20,46,False
2017-01-21,45,False
2017-01-22,46,False
2017-01-23,63,False
2017-01-24,54,False
2017-01-25,64,False
2017-01-26,74,False
2017-01-27,61,False
2017-01-28,43,False
2017-01-29,42,False
2017-01-30,49,False
2017-01-31,66,False
2017-02-01,72,False
2017-02-02,61,False
2017-02-03,62,False
2017-02-04,41,False
2017-02-05,40,False
2017-02-06,61,False
2017-02-07,72,False
2017-02-08,68,False
2017-02-09,65,False
2017-02-10,36,False
2017-02-11,42,False
2017-02-12,36,False
2017-02-13,56,False
2017-02-14,64,False
2017-02-15,70,False
2017-02-16,62,False
2017-02-17,64,False
2017-02-18,48,False
2017-02-19,46,False
2017-02-20,68,False
2017-02-21,62,False
2017-02-22,72,False
2017-02-23,66,False
2017-02-24,53,False
2017-02-25,34,False
2017-02-26,46,False
2017-02-27,54,False
2017-02-28,79,False
2017-03-01,72,False
2017-03-02,68,False
2017-03-03,70,False
2017-03-04,59,False
2017-03-05,48,False
2017-03-06,63,False
2017-03-07,73,False
2017-03-08,66,False
2017-03-09,65,False
2017-03-10,68,False
2017-03-11,39,False
2017-03-12,44,False
2017-03-13,68,False
2017-03-14,74,False
2017-03-15,56,False
2017-03-16,74,False
2017-03-17,55,False
2017-03-18,43,False
2017-03-19,40,False
2017-03-20,66,False
2017-03-21,65,False
2017-03-22,73,False
2017-03-23,100,False
2017-03-24,64,False
2017-03-25,36,False
2017-03-26,57,False
2017-03-27,69,False
2017-03-28,73,False
2017-03-29,54,False
2017-03-30,91,False
2017-03-31,71,False
2017-04-01,44,False
2017-04-02,45,False
2017-04-03,84,False
2017-04-04,71,False
2017-04-05,68,False
2017-04-06,65,False
2017-04-07,54,False
2017-04-08,42,False
2017-04-09,39,False
2017-04-10,65,False
2017-04-11,45,False
2017-04-12,70,False
2017-04-13,56,False
2017-04-14,41,False
2017-04-15,28,False
2017-04-16,31,False
2017-04-17,38,False
2017-04-18,54,False
2017-04-19,58,False
2017-04-20,56,False
2017-04-21,64,False
2017-04-22,41,False
2017-04-23,43,False
2017-04-24,66,False
2017-04-25,64,False
2017-04-26,64,False
2017-04-27,67,False
2017-04-28,69,False
2017-04-29,37,False
2017-04-30,46,False
2017-05-01,63,False
2017-05-02,56,False
2017-05-03,64,False
2017-05-04,75,False
2017-05-05,62,False
2017-05-06,28,False
2017-05-07,34,False
2017-05-08,72,False
2017-05-09,71,False
2017-05-10,62,False
2017-05-11,59,False
2017-05-12,58,False
2017-05-13,46,False
2017-05-14,34,False
2017-05-15,53,False
2017-05-16,65,False
2017-05-17,58,False
2017-05-18,55,False
2017-05-19,55,False
2017-05-20,39,False
2017-05-21,39,False
2017-05-22,56,False
2017-05-23,59,False
2017-05-24,59,False
2017-05-25,61,False
2017-05-26,50,False
2017-05-27,36,False
2017-05-28,30,False
2017-05-29,45,False
