date,ACN,isPartial
2014-07-24,71,False
2014-07-25,69,False
2014-07-26,49,False
2014-07-27,50,False
2014-07-28,76,False
2014-07-29,70,False
2014-07-30,74,False
2014-07-31,70,False
2014-08-01,65,False
2014-08-02,51,False
2014-08-03,46,False
2014-08-04,58,False
2014-08-05,75,False
2014-08-06,71,False
2014-08-07,79,False
2014-08-08,64,False
2014-08-09,58,False
2014-08-10,56,False
2014-08-11,71,False
2014-08-12,76,False
2014-08-13,86,False
2014-08-14,73,False
2014-08-15,54,False
2014-08-16,46,False
2014-08-17,54,False
2014-08-18,53,False
2014-08-19,64,False
2014-08-20,66,False
2014-08-21,68,False
2014-08-22,52,False
2014-08-23,62,False
2014-08-24,44,False
2014-08-25,74,False
2014-08-26,80,False
2014-08-27,68,False
2014-08-28,61,False
2014-08-29,85,False
2014-08-30,58,False
2014-08-31,52,False
2014-09-01,63,False
2014-09-02,65,False
2014-09-03,64,False
2014-09-04,59,False
2014-09-05,60,False
2014-09-06,52,False
2014-09-07,50,False
2014-09-08,71,False
2014-09-09,89,False
2014-09-10,71,False
2014-09-11,73,False
2014-09-12,65,False
2014-09-13,51,False
2014-09-14,46,False
2014-09-15,76,False
2014-09-16,60,False
2014-09-17,70,False
2014-09-18,64,False
2014-09-19,78,False
2014-09-20,52,False
2014-09-21,53,False
2014-09-22,64,False
2014-09-23,82,False
2014-09-24,74,False
2014-09-25,66,False
2014-09-26,59,False
2014-09-27,42,False
2014-09-28,57,False
2014-09-29,78,False
2014-09-30,79,False
2014-10-01,91,False
2014-10-02,57,False
2014-10-03,57,False
2014-10-04,52,False
2014-10-05,47,False
2014-10-06,55,False
2014-10-07,74,False
2014-10-08,56,False
2014-10-09,60,False
2014-10-10,48,False
2014-10-11,62,False
2014-10-12,45,False
2014-10-13,71,False
2014-10-14,70,False
2014-10-15,79,False
2014-10-16,77,False
2014-10-17,85,False
2014-10-18,72,False
2014-10-19,59,False
2014-10-20,68,False
2014-10-21,78,False
2014-10-22,76,False
2014-10-23,67,False
2014-10-24,57,False
2014-10-25,42,False
2014-10-26,57,False
2014-10-27,68,False
2014-10-28,75,False
2014-10-29,60,False
2014-10-30,76,False
2014-10-31,57,False
2014-11-01,52,False
2014-11-02,56,False
2014-11-03,66,False
2014-11-04,65,False
2014-11-05,75,False
2014-11-06,65,False
2014-11-07,73,False
2014-11-08,69,False
2014-11-09,57,False
2014-11-10,73,False
2014-11-11,93,False
2014-11-12,71,False
2014-11-13,69,False
2014-11-14,62,False
2014-11-15,52,False
2014-11-16,60,False
2014-11-17,75,False
2014-11-18,72,False
2014-11-19,78,False
2014-11-20,69,False
2014-11-21,73,False
2014-11-22,44,False
2014-11-23,48,False
2014-11-24,68,False
2014-11-25,60,False
2014-11-26,69,False
2014-11-27,62,False
2014-11-28,54,False
2014-11-29,42,False
2014-11-30,55,False
2014-12-01,71,False
2014-12-02,65,False
2014-12-03,63,False
2014-12-04,71,False
2014-12-05,53,False
2014-12-06,55,False
2014-12-07,55,False
2014-12-08,76,False
2014-12-09,81,False
2014-12-10,70,False
2014-12-11,77,False
2014-12-12,62,False
2014-12-13,55,False
2014-12-14,54,False
2014-12-15,76,False
2014-12-16,74,False
2014-12-17,81,False
2014-12-18,88,False
2014-12-19,76,False
2014-12-20,52,False
2014-12-21,46,False
2014-12-22,62,False
2014-12-23,70,False
2014-12-24,43,False
2014-12-25,43,False
2014-12-26,48,False
2014-12-27,43,False
2014-12-28,43,False
2014-12-29,49,False
2014-12-30,65,False
2014-12-31,64,False
2015-01-01,34,False
2015-01-02,49,False
2015-01-03,48,False
2015-01-04,40,False
2015-01-05,78,False
2015-01-06,58,False
2015-01-07,68,False
2015-01-08,71,False
2015-01-09,64,False
2015-01-10,43,False
2015-01-11,65,False
2015-01-12,81,False
2015-01-13,70,False
2015-01-14,73,False
2015-01-15,66,False
2015-01-16,75,False
2015-01-17,53,False
2015-01-18,66,False
2015-01-19,76,False
2015-01-20,76,False
2015-01-21,67,False
2015-01-22,73,False
2015-01-23,70,False
2015-01-24,67,False
2015-01-25,57,False
2015-01-26,77,False
2015-01-27,80,False
2015-01-28,86,False
2015-01-29,83,False
2015-01-30,67,False
2015-01-31,59,False
