date,ACN,isPartial
2016-05-04,66,False
2016-05-05,49,False
2016-05-06,65,False
2016-05-07,40,False
2016-05-08,42,False
2016-05-09,81,False
2016-05-10,67,False
2016-05-11,71,False
2016-05-12,68,False
2016-05-13,61,False
2016-05-14,50,False
2016-05-15,44,False
2016-05-16,69,False
2016-05-17,66,False
2016-05-18,64,False
2016-05-19,61,False
2016-05-20,64,False
2016-05-21,45,False
2016-05-22,39,False
2016-05-23,73,False
2016-05-24,76,False
2016-05-25,74,False
2016-05-26,75,False
2016-05-27,64,False
2016-05-28,48,False
2016-05-29,47,False
2016-05-30,63,False
2016-05-31,67,False
2016-06-01,75,False
2016-06-02,68,False
2016-06-03,67,False
2016-06-04,47,False
2016-06-05,58,False
2016-06-06,73,False
2016-06-07,68,False
2016-06-08,75,False
2016-06-09,76,False
2016-06-10,63,False
2016-06-11,50,False
2016-06-12,38,False
2016-06-13,67,False
2016-06-14,73,False
2016-06-15,80,False
2016-06-16,71,False
2016-06-17,63,False
2016-06-18,49,False
2016-06-19,44,False
2016-06-20,62,False
2016-06-21,66,False
2016-06-22,67,False
2016-06-23,75,False
2016-06-24,80,False
2016-06-25,59,False
2016-06-26,54,False
2016-06-27,77,False
2016-06-28,79,False
2016-06-29,73,False
2016-06-30,74,False
2016-07-01,66,False
2016-07-02,52,False
2016-07-03,43,False
2016-07-04,56,False
2016-07-05,56,False
2016-07-06,70,False
2016-07-07,66,False
2016-07-08,75,False
2016-07-09,48,False
2016-07-10,30,False
2016-07-11,63,False
2016-07-12,75,False
2016-07-13,75,False
2016-07-14,70,False
2016-07-15,57,False
2016-07-16,43,False
2016-07-17,43,False
2016-07-18,70,False
2016-07-19,75,False
2016-07-20,73,False
2016-07-21,74,False
2016-07-22,64,False
2016-07-23,46,False
2016-07-24,44,False
2016-07-25,74,False
2016-07-26,69,False
2016-07-27,61,False
2016-07-28,68,False
2016-07-29,57,False
2016-07-30,42,False
2016-07-31,34,False
2016-08-01,64,False
2016-08-02,75,False
2016-08-03,73,False
2016-08-04,68,False
2016-08-05,68,False
2016-08-06,40,False
2016-08-07,42,False
2016-08-08,64,False
2016-08-09,76,False
2016-08-10,55,False
2016-08-11,59,False
2016-08-12,57,False
2016-08-13,45,False
2016-08-14,33,False
2016-08-15,58,False
2016-08-16,65,False
2016-08-17,59,False
2016-08-18,71,False
2016-08-19,58,False
2016-08-20,50,False
2016-08-21,41,False
2016-08-22,73,False
2016-08-23,78,False
2016-08-24,81,False
2016-08-25,69,False
2016-08-26,55,False
2016-08-27,46,False
2016-08-28,39,False
2016-08-29,60,False
2016-08-30,68,False
2016-08-31,74,False
