date,ACN,isPartial
2018-02-13,79,False
2018-02-14,72,False
2018-02-15,74,False
2018-02-16,66,False
2018-02-17,64,False
2018-02-18,71,False
2018-02-19,76,False
2018-02-20,89,False
2018-02-21,86,False
2018-02-22,91,False
2018-02-23,80,False
2018-02-24,65,False
2018-02-25,50,False
2018-02-26,67,False
2018-02-27,73,False
2018-02-28,80,False
2018-03-01,71,False
2018-03-02,63,False
2018-03-03,66,False
2018-03-04,58,False
2018-03-05,72,False
2018-03-06,76,False
2018-03-07,72,False
2018-03-08,74,False
2018-03-09,64,False
2018-03-10,39,False
2018-03-11,48,False
2018-03-12,69,False
2018-03-13,89,False
2018-03-14,77,False
2018-03-15,90,False
2018-03-16,69,False
2018-03-17,39,False
2018-03-18,62,False
2018-03-19,69,False
2018-03-20,78,False
2018-03-21,86,False
2018-03-22,100,False
2018-03-23,85,False
2018-03-24,71,False
2018-03-25,56,False
2018-03-26,97,False
2018-03-27,99,False
2018-03-28,80,False
2018-03-29,72,False
2018-03-30,49,False
2018-03-31,60,False
2018-04-01,41,False
2018-04-02,55,False
2018-04-03,78,False
2018-04-04,86,False
2018-04-05,82,False
2018-04-06,86,False
2018-04-07,51,False
2018-04-08,40,False
2018-04-09,78,False
2018-04-10,75,False
2018-04-11,92,False
2018-04-12,70,False
2018-04-13,77,False
2018-04-14,53,False
2018-04-15,57,False
2018-04-16,77,False
2018-04-17,93,False
2018-04-18,77,False
2018-04-19,85,False
2018-04-20,67,False
2018-04-21,47,False
2018-04-22,32,False
2018-04-23,86,False
2018-04-24,88,False
2018-04-25,77,False
2018-04-26,78,False
2018-04-27,66,False
2018-04-28,55,False
2018-04-29,52,False
2018-04-30,76,False
2018-05-01,77,False
2018-05-02,74,False
2018-05-03,65,False
2018-05-04,75,False
2018-05-05,65,False
2018-05-06,50,False
2018-05-07,72,False
2018-05-08,74,False
2018-05-09,83,False
2018-05-10,69,False
2018-05-11,68,False
2018-05-12,47,False
2018-05-13,60,False
2018-05-14,71,False
2018-05-15,65,False
2018-05-16,81,False
2018-05-17,90,False
2018-05-18,54,False
2018-05-19,34,False
2018-05-20,26,False
2018-05-21,69,False
2018-05-22,83,False
2018-05-23,58,False
2018-05-24,70,False
2018-05-25,75,False
2018-05-26,36,False
2018-05-27,63,False
2018-05-28,58,False
2018-05-29,70,False
2018-05-30,79,False
2018-05-31,74,False
2018-06-01,59,False
