date,ACN,isPartial
2011-09-18,53,False
2011-09-19,77,False
2011-09-20,74,False
2011-09-21,71,False
2011-09-22,83,False
2011-09-23,65,False
2011-09-24,52,False
2011-09-25,44,False
2011-09-26,73,False
2011-09-27,66,False
2011-09-28,100,False
2011-09-29,62,False
2011-09-30,73,False
2011-10-01,48,False
2011-10-02,48,False
2011-10-03,66,False
2011-10-04,84,False
2011-10-05,93,False
2011-10-06,71,False
2011-10-07,46,False
2011-10-08,74,False
2011-10-09,59,False
2011-10-10,85,False
2011-10-11,63,False
2011-10-12,64,False
2011-10-13,58,False
2011-10-14,54,False
2011-10-15,44,False
2011-10-16,59,False
2011-10-17,68,False
2011-10-18,90,False
2011-10-19,84,False
2011-10-20,78,False
2011-10-21,75,False
2011-10-22,65,False
2011-10-23,54,False
2011-10-24,81,False
2011-10-25,67,False
2011-10-26,81,False
2011-10-27,73,False
2011-10-28,68,False
2011-10-29,40,False
2011-10-30,40,False
2011-10-31,76,False
2011-11-01,69,False
2011-11-02,78,False
2011-11-03,74,False
2011-11-04,65,False
2011-11-05,67,False
2011-11-06,63,False
2011-11-07,67,False
2011-11-08,68,False
2011-11-09,86,False
2011-11-10,72,False
2011-11-11,63,False
2011-11-12,54,False
2011-11-13,44,False
2011-11-14,80,False
2011-11-15,72,False
2011-11-16,82,False
2011-11-17,79,False
2011-11-18,72,False
2011-11-19,51,False
2011-11-20,55,False
2011-11-21,73,False
2011-11-22,70,False
2011-11-23,68,False
2011-11-24,61,False
2011-11-25,70,False
2011-11-26,43,False
2011-11-27,56,False
2011-11-28,67,False
2011-11-29,75,False
2011-11-30,66,False
2011-12-01,68,False
2011-12-02,63,False
2011-12-03,60,False
2011-12-04,50,False
2011-12-05,77,False
2011-12-06,78,False
2011-12-07,65,False
2011-12-08,57,False
2011-12-09,59,False
2011-12-10,47,False
2011-12-11,56,False
2011-12-12,76,False
2011-12-13,68,False
2011-12-14,47,False
2011-12-15,63,False
2011-12-16,58,False
2011-12-17,44,False
2011-12-18,40,False
2011-12-19,45,False
2011-12-20,71,False
2011-12-21,69,False
2011-12-22,65,False
2011-12-23,44,False
2011-12-24,33,False
2011-12-25,36,False
2011-12-26,40,False
2011-12-27,39,False
2011-12-28,67,False
2011-12-29,51,False
2011-12-30,65,False
2011-12-31,32,False
2012-01-01,35,False
2012-01-02,56,False
2012-01-03,73,False
2012-01-04,52,False
2012-01-05,60,False
2012-01-06,61,False
2012-01-07,54,False
2012-01-08,51,False
2012-01-09,76,False
2012-01-10,60,False
2012-01-11,72,False
2012-01-12,63,False
2012-01-13,63,False
2012-01-14,41,False
2012-01-15,50,False
2012-01-16,74,False
2012-01-17,81,False
2012-01-18,78,False
2012-01-19,73,False
2012-01-20,68,False
2012-01-21,61,False
2012-01-22,76,False
2012-01-23,72,False
2012-01-24,75,False
2012-01-25,76,False
2012-01-26,88,False
2012-01-27,65,False
2012-01-28,71,False
2012-01-29,68,False
2012-01-30,97,False
2012-01-31,78,False
2012-02-01,85,False
2012-02-02,61,False
2012-02-03,76,False
2012-02-04,57,False
2012-02-05,60,False
2012-02-06,70,False
2012-02-07,72,False
2012-02-08,70,False
2012-02-09,74,False
2012-02-10,73,False
2012-02-11,62,False
2012-02-12,54,False
2012-02-13,73,False
2012-02-14,56,False
2012-02-15,74,False
2012-02-16,66,False
2012-02-17,63,False
2012-02-18,47,False
2012-02-19,60,False
2012-02-20,88,False
2012-02-21,67,False
2012-02-22,76,False
2012-02-23,73,False
2012-02-24,80,False
2012-02-25,64,False
2012-02-26,57,False
2012-02-27,78,False
2012-02-28,88,False
2012-02-29,81,False
2012-03-01,69,False
2012-03-02,67,False
2012-03-03,57,False
2012-03-04,59,False
2012-03-05,71,False
2012-03-06,84,False
2012-03-07,63,False
2012-03-08,76,False
2012-03-09,68,False
2012-03-10,54,False
2012-03-11,66,False
2012-03-12,75,False
2012-03-13,84,False
2012-03-14,67,False
2012-03-15,70,False
2012-03-16,60,False
2012-03-17,47,False
2012-03-18,49,False
2012-03-19,75,False
2012-03-20,82,False
2012-03-21,81,False
2012-03-22,75,False
2012-03-23,80,False
2012-03-24,53,False
2012-03-25,46,False
2012-03-26,65,False
2012-03-27,69,False
2012-03-28,88,False
2012-03-29,79,False
2012-03-30,71,False
2012-03-31,57,False
2012-04-01,67,False
2012-04-02,78,False
2012-04-03,80,False
2012-04-04,78,False
2012-04-05,68,False
2012-04-06,50,False
2012-04-07,52,False
2012-04-08,43,False
2012-04-09,64,False
2012-04-10,62,False
2012-04-11,59,False
2012-04-12,71,False
2012-04-13,65,False
2012-04-14,55,False
2012-04-15,46,False
2012-04-16,57,False
2012-04-17,68,False
2012-04-18,59,False
2012-04-19,76,False
2012-04-20,61,False
2012-04-21,50,False
2012-04-22,49,False
2012-04-23,69,False
2012-04-24,80,False
2012-04-25,63,False
2012-04-26,73,False
2012-04-27,66,False
2012-04-28,50,False
2012-04-29,50,False
2012-04-30,66,False
2012-05-01,69,False
2012-05-02,62,False
2012-05-03,66,False
2012-05-04,61,False
2012-05-05,50,False
2012-05-06,44,False
2012-05-07,52,False
2012-05-08,63,False
2012-05-09,56,False
2012-05-10,76,False
2012-05-11,64,False
2012-05-12,47,False
2012-05-13,39,False
2012-05-14,69,False
2012-05-15,78,False
2012-05-16,72,False
2012-05-17,64,False
2012-05-18,61,False
2012-05-19,38,False
2012-05-20,46,False
2012-05-21,71,False
2012-05-22,74,False
2012-05-23,70,False
2012-05-24,64,False
2012-05-25,59,False
2012-05-26,46,False
2012-05-27,49,False
2012-05-28,58,False
2012-05-29,53,False
2012-05-30,76,False
2012-05-31,73,False
2012-06-01,76,False
2012-06-02,47,False
2012-06-03,55,False
