date,MCHP,isPartial
2010-08-24,24,False
2010-08-25,0,False
2010-08-26,0,False
2010-08-27,51,False
2010-08-28,31,False
2010-08-29,0,False
2010-08-30,0,False
2010-08-31,23,False
2010-09-01,0,False
2010-09-02,24,False
2010-09-03,25,False
2010-09-04,0,False
2010-09-05,0,False
2010-09-06,0,False
2010-09-07,0,False
2010-09-08,0,False
2010-09-09,0,False
2010-09-10,25,False
2010-09-11,0,False
2010-09-12,29,False
2010-09-13,46,False
2010-09-14,0,False
2010-09-15,0,False
2010-09-16,24,False
2010-09-17,25,False
2010-09-18,0,False
2010-09-19,0,False
2010-09-20,69,False
2010-09-21,23,False
2010-09-22,23,False
2010-09-23,23,False
2010-09-24,24,False
2010-09-25,58,False
2010-09-26,56,False
2010-09-27,68,False
2010-09-28,45,False
2010-09-29,0,False
2010-09-30,46,False
2010-10-01,49,False
2010-10-02,0,False
2010-10-03,0,False
2010-10-04,67,False
2010-10-05,0,False
2010-10-06,23,False
2010-10-07,0,False
2010-10-08,49,False
2010-10-09,0,False
2010-10-10,58,False
2010-10-11,23,False
2010-10-12,23,False
2010-10-13,45,False
2010-10-14,23,False
2010-10-15,24,False
2010-10-16,29,False
2010-10-17,0,False
2010-10-18,0,False
2010-10-19,22,False
2010-10-20,67,False
2010-10-21,45,False
2010-10-22,47,False
2010-10-23,28,False
2010-10-24,0,False
2010-10-25,0,False
2010-10-26,65,False
2010-10-27,66,False
2010-10-28,0,False
2010-10-29,24,False
2010-10-30,0,False
2010-10-31,0,False
2010-11-01,0,False
2010-11-02,0,False
2010-11-03,43,False
2010-11-04,65,False
2010-11-05,23,False
2010-11-06,0,False
2010-11-07,0,False
2010-11-08,21,False
2010-11-09,22,False
2010-11-10,22,False
2010-11-11,0,False
2010-11-12,46,False
2010-11-13,0,False
2010-11-14,27,False
2010-11-15,22,False
2010-11-16,22,False
2010-11-17,22,False
2010-11-18,22,False
2010-11-19,46,False
2010-11-20,28,False
2010-11-21,27,False
2010-11-22,64,False
2010-11-23,87,False
2010-11-24,0,False
2010-11-25,0,False
2010-11-26,48,False
2010-11-27,55,False
2010-11-28,0,False
2010-11-29,42,False
2010-11-30,43,False
2010-12-01,43,False
2010-12-02,0,False
2010-12-03,45,False
2010-12-04,0,False
2010-12-05,0,False
2010-12-06,65,False
2010-12-07,64,False
2010-12-08,89,False
2010-12-09,0,False
2010-12-10,45,False
2010-12-11,28,False
2010-12-12,0,False
2010-12-13,0,False
2010-12-14,21,False
2010-12-15,22,False
2010-12-16,0,False
2010-12-17,0,False
2010-12-18,28,False
2010-12-19,0,False
2010-12-20,22,False
2010-12-21,22,False
2010-12-22,0,False
2010-12-23,49,False
2010-12-24,0,False
2010-12-25,0,False
2010-12-26,30,False
2010-12-27,24,False
2010-12-28,24,False
2010-12-29,24,False
2010-12-30,0,False
2010-12-31,0,False
2011-01-01,0,False
2011-01-02,28,False
2011-01-03,0,False
2011-01-04,21,False
2011-01-05,21,False
2011-01-06,22,False
2011-01-07,22,False
2011-01-08,78,False
2011-01-09,0,False
2011-01-10,42,False
2011-01-11,41,False
2011-01-12,61,False
2011-01-13,0,False
2011-01-14,0,False
2011-01-15,26,False
2011-01-16,0,False
2011-01-17,20,False
2011-01-18,0,False
2011-01-19,20,False
2011-01-20,20,False
2011-01-21,0,False
2011-01-22,0,False
2011-01-23,0,False
2011-01-24,40,False
2011-01-25,60,False
2011-01-26,40,False
2011-01-27,0,False
2011-01-28,43,False
2011-01-29,0,False
2011-01-30,0,False
2011-01-31,19,False
2011-02-01,38,False
2011-02-02,39,False
2011-02-03,40,False
2011-02-04,83,False
2011-02-05,24,False
2011-02-06,0,False
2011-02-07,59,False
2011-02-08,40,False
2011-02-09,0,False
2011-02-10,41,False
2011-02-11,0,False
2011-02-12,25,False
2011-02-13,0,False
