date,MCHP,isPartial
2016-09-11,0,False
2016-09-12,26,False
2016-09-13,18,False
2016-09-14,26,False
2016-09-15,26,False
2016-09-16,26,False
2016-09-17,25,False
2016-09-18,12,False
2016-09-19,28,False
2016-09-20,21,False
2016-09-21,18,False
2016-09-22,18,False
2016-09-23,23,False
2016-09-24,8,False
2016-09-25,8,False
2016-09-26,21,False
2016-09-27,14,False
2016-09-28,14,False
2016-09-29,22,False
2016-09-30,8,False
2016-10-01,0,False
2016-10-02,8,False
2016-10-03,21,False
2016-10-04,28,False
2016-10-05,11,False
2016-10-06,14,False
2016-10-07,7,False
2016-10-08,8,False
2016-10-09,8,False
2016-10-10,11,False
2016-10-11,14,False
2016-10-12,22,False
2016-10-13,21,False
2016-10-14,15,False
2016-10-15,8,False
2016-10-16,8,False
2016-10-17,7,False
2016-10-18,28,False
2016-10-19,11,False
2016-10-20,32,False
2016-10-21,44,False
2016-10-22,17,False
2016-10-23,8,False
2016-10-24,14,False
2016-10-25,46,False
2016-10-26,18,False
2016-10-27,14,False
2016-10-28,15,False
2016-10-29,8,False
2016-10-30,16,False
2016-10-31,33,False
2016-11-01,37,False
2016-11-02,21,False
2016-11-03,18,False
2016-11-04,11,False
2016-11-05,8,False
2016-11-06,0,False
2016-11-07,28,False
2016-11-08,21,False
2016-11-09,38,False
2016-11-10,39,False
2016-11-11,7,False
2016-11-12,0,False
2016-11-13,8,False
2016-11-14,14,False
2016-11-15,18,False
2016-11-16,38,False
2016-11-17,42,False
2016-11-18,22,False
2016-11-19,12,False
2016-11-20,8,False
2016-11-21,21,False
2016-11-22,21,False
2016-11-23,28,False
2016-11-24,11,False
2016-11-25,22,False
2016-11-26,23,False
2016-11-27,8,False
2016-11-28,20,False
2016-11-29,27,False
2016-11-30,24,False
2016-12-01,31,False
2016-12-02,28,False
2016-12-03,16,False
2016-12-04,7,False
2016-12-05,12,False
2016-12-06,20,False
2016-12-07,27,False
2016-12-08,45,False
2016-12-09,32,False
2016-12-10,16,False
2016-12-11,8,False
2016-12-12,16,False
2016-12-13,13,False
2016-12-14,17,False
2016-12-15,24,False
2016-12-16,25,False
2016-12-17,24,False
