date,MCHP,isPartial
2011-09-18,21,False
2011-09-19,51,False
2011-09-20,0,False
2011-09-21,0,False
2011-09-22,17,False
2011-09-23,18,False
2011-09-24,0,False
2011-09-25,0,False
2011-09-26,17,False
2011-09-27,67,False
2011-09-28,0,False
2011-09-29,86,False
2011-09-30,18,False
2011-10-01,22,False
2011-10-02,21,False
2011-10-03,51,False
2011-10-04,34,False
2011-10-05,0,False
2011-10-06,34,False
2011-10-07,70,False
2011-10-08,21,False
2011-10-09,0,False
2011-10-10,17,False
2011-10-11,31,False
2011-10-12,82,False
2011-10-13,17,False
2011-10-14,17,False
2011-10-15,21,False
2011-10-16,0,False
2011-10-17,17,False
2011-10-18,0,False
2011-10-19,0,False
2011-10-20,100,False
2011-10-21,0,False
2011-10-22,42,False
2011-10-23,0,False
2011-10-24,0,False
2011-10-25,16,False
2011-10-26,50,False
2011-10-27,17,False
2011-10-28,53,False
2011-10-29,0,False
2011-10-30,0,False
2011-10-31,69,False
2011-11-01,34,False
2011-11-02,17,False
2011-11-03,17,False
2011-11-04,51,False
2011-11-05,0,False
2011-11-06,20,False
2011-11-07,0,False
2011-11-08,33,False
2011-11-09,0,False
2011-11-10,16,False
2011-11-11,35,False
2011-11-12,20,False
2011-11-13,0,False
2011-11-14,16,False
2011-11-15,82,False
2011-11-16,16,False
2011-11-17,0,False
2011-11-18,0,False
2011-11-19,20,False
2011-11-20,0,False
2011-11-21,16,False
2011-11-22,0,False
2011-11-23,16,False
2011-11-24,17,False
2011-11-25,18,False
2011-11-26,0,False
2011-11-27,0,False
2011-11-28,16,False
2011-11-29,0,False
2011-11-30,0,False
2011-12-01,0,False
2011-12-02,0,False
2011-12-03,20,False
2011-12-04,0,False
2011-12-05,16,False
2011-12-06,32,False
2011-12-07,81,False
2011-12-08,0,False
2011-12-09,34,False
2011-12-10,0,False
2011-12-11,19,False
2011-12-12,16,False
2011-12-13,0,False
2011-12-14,16,False
2011-12-15,0,False
2011-12-16,17,False
2011-12-17,39,False
2011-12-18,0,False
2011-12-19,33,False
2011-12-20,16,False
2011-12-21,17,False
2011-12-22,0,False
2011-12-23,19,False
2011-12-24,0,False
2011-12-25,0,False
2011-12-26,0,False
2011-12-27,35,False
2011-12-28,35,False
2011-12-29,18,False
2011-12-30,0,False
2011-12-31,21,False
2012-01-01,22,False
2012-01-02,17,False
2012-01-03,0,False
2012-01-04,32,False
2012-01-05,16,False
2012-01-06,17,False
2012-01-07,38,False
2012-01-08,18,False
2012-01-09,31,False
2012-01-10,0,False
2012-01-11,15,False
2012-01-12,0,False
2012-01-13,0,False
2012-01-14,0,False
2012-01-15,0,False
2012-01-16,30,False
2012-01-17,45,False
2012-01-18,30,False
2012-01-19,0,False
2012-01-20,16,False
2012-01-21,0,False
