date,MCHP,isPartial
2013-02-19,83,False
2013-02-20,34,False
2013-02-21,17,False
2013-02-22,0,False
2013-02-23,20,False
2013-02-24,19,False
2013-02-25,16,False
2013-02-26,16,False
2013-02-27,0,False
2013-02-28,100,False
2013-03-01,0,False
2013-03-02,20,False
2013-03-03,0,False
2013-03-04,0,False
2013-03-05,17,False
2013-03-06,0,False
2013-03-07,17,False
2013-03-08,17,False
2013-03-09,0,False
2013-03-10,0,False
2013-03-11,16,False
2013-03-12,0,False
2013-03-13,64,False
2013-03-14,16,False
2013-03-15,51,False
2013-03-16,0,False
2013-03-17,0,False
2013-03-18,16,False
2013-03-19,16,False
2013-03-20,65,False
2013-03-21,17,False
2013-03-22,17,False
2013-03-23,0,False
2013-03-24,0,False
2013-03-25,49,False
2013-03-26,33,False
2013-03-27,17,False
2013-03-28,0,False
2013-03-29,0,False
2013-03-30,20,False
2013-03-31,0,False
2013-04-01,17,False
2013-04-02,0,False
2013-04-03,16,False
2013-04-04,33,False
2013-04-05,0,False
2013-04-06,39,False
2013-04-07,0,False
2013-04-08,16,False
2013-04-09,0,False
2013-04-10,16,False
2013-04-11,49,False
2013-04-12,34,False
2013-04-13,0,False
2013-04-14,20,False
2013-04-15,49,False
2013-04-16,32,False
2013-04-17,0,False
2013-04-18,33,False
2013-04-19,17,False
2013-04-20,0,False
2013-04-21,0,False
2013-04-22,16,False
2013-04-23,49,False
2013-04-24,16,False
2013-04-25,34,False
2013-04-26,0,False
2013-04-27,19,False
2013-04-28,0,False
2013-04-29,0,False
2013-04-30,66,False
2013-05-01,18,False
2013-05-02,17,False
2013-05-03,89,False
2013-05-04,0,False
2013-05-05,20,False
2013-05-06,17,False
2013-05-07,33,False
2013-05-08,66,False
2013-05-09,0,False
2013-05-10,17,False
2013-05-11,20,False
2013-05-12,20,False
2013-05-13,81,False
2013-05-14,16,False
2013-05-15,16,False
2013-05-16,33,False
2013-05-17,17,False
2013-05-18,0,False
2013-05-19,20,False
2013-05-20,33,False
2013-05-21,16,False
2013-05-22,16,False
2013-05-23,33,False
2013-05-24,17,False
2013-05-25,20,False
2013-05-26,20,False
2013-05-27,17,False
2013-05-28,0,False
2013-05-29,32,False
2013-05-30,49,False
2013-05-31,0,False
2013-06-01,20,False
2013-06-02,19,False
2013-06-03,48,False
2013-06-04,16,False
2013-06-05,32,False
2013-06-06,0,False
2013-06-07,17,False
2013-06-08,20,False
2013-06-09,0,False
2013-06-10,47,False
2013-06-11,16,False
2013-06-12,32,False
2013-06-13,16,False
2013-06-14,17,False
2013-06-15,0,False
2013-06-16,20,False
2013-06-17,16,False
2013-06-18,16,False
2013-06-19,49,False
2013-06-20,0,False
2013-06-21,34,False
2013-06-22,0,False
2013-06-23,0,False
2013-06-24,16,False
2013-06-25,16,False
2013-06-26,0,False
2013-06-27,49,False
2013-06-28,35,False
2013-06-29,0,False
2013-06-30,0,False
2013-07-01,0,False
2013-07-02,33,False
2013-07-03,17,False
2013-07-04,0,False
2013-07-05,0,False
2013-07-06,21,False
2013-07-07,20,False
2013-07-08,16,False
2013-07-09,16,False
2013-07-10,0,False
2013-07-11,0,False
2013-07-12,0,False
2013-07-13,21,False
2013-07-14,0,False
2013-07-15,50,False
2013-07-16,50,False
2013-07-17,0,False
2013-07-18,34,False
2013-07-19,53,False
2013-07-20,0,False
2013-07-21,0,False
2013-07-22,16,False
2013-07-23,32,False
2013-07-24,0,False
2013-07-25,0,False
2013-07-26,17,False
2013-07-27,0,False
2013-07-28,20,False
2013-07-29,16,False
2013-07-30,16,False
2013-07-31,0,False
2013-08-01,67,False
2013-08-02,35,False
2013-08-03,0,False
2013-08-04,20,False
2013-08-05,0,False
2013-08-06,17,False
2013-08-07,34,False
2013-08-08,68,False
2013-08-09,35,False
2013-08-10,0,False
2013-08-11,0,False
2013-08-12,17,False
2013-08-13,49,False
2013-08-14,50,False
2013-08-15,52,False
2013-08-16,35,False
2013-08-17,0,False
2013-08-18,0,False
2013-08-19,49,False
2013-08-20,33,False
2013-08-21,33,False
2013-08-22,0,False
2013-08-23,0,False
2013-08-24,0,False
2013-08-25,58,False
2013-08-26,32,False
2013-08-27,47,False
2013-08-28,16,False
2013-08-29,16,False
2013-08-30,0,False
2013-08-31,19,False
2013-09-01,0,False
2013-09-02,16,False
2013-09-03,31,False
2013-09-04,47,False
2013-09-05,16,False
2013-09-06,17,False
2013-09-07,0,False
2013-09-08,0,False
2013-09-09,16,False
2013-09-10,46,False
2013-09-11,31,False
2013-09-12,31,False
2013-09-13,66,False
2013-09-14,56,False
2013-09-15,0,False
2013-09-16,15,False
