date,MCHP,isPartial
2014-12-01,26,False
2014-12-02,71,False
2014-12-03,54,False
2014-12-04,18,False
2014-12-05,47,False
2014-12-06,54,False
2014-12-07,21,False
2014-12-08,37,False
2014-12-09,18,False
2014-12-10,27,False
2014-12-11,72,False
2014-12-12,38,False
2014-12-13,0,False
2014-12-14,32,False
2014-12-15,54,False
2014-12-16,27,False
2014-12-17,56,False
2014-12-18,48,False
2014-12-19,20,False
2014-12-20,22,False
2014-12-21,22,False
2014-12-22,19,False
2014-12-23,40,False
2014-12-24,56,False
2014-12-25,0,False
2014-12-26,22,False
2014-12-27,22,False
2014-12-28,22,False
2014-12-29,19,False
2014-12-30,30,False
2014-12-31,44,False
2015-01-01,23,False
2015-01-02,20,False
2015-01-03,21,False
2015-01-04,0,False
2015-01-05,18,False
2015-01-06,54,False
2015-01-07,18,False
2015-01-08,62,False
2015-01-09,55,False
2015-01-10,40,False
2015-01-11,20,False
2015-01-12,26,False
2015-01-13,43,False
2015-01-14,43,False
2015-01-15,44,False
2015-01-16,45,False
2015-01-17,41,False
2015-01-18,0,False
2015-01-19,52,False
2015-01-20,34,False
2015-01-21,25,False
2015-01-22,0,False
2015-01-23,54,False
2015-01-24,20,False
2015-01-25,20,False
2015-01-26,17,False
2015-01-27,34,False
2015-01-28,43,False
2015-01-29,87,False
2015-01-30,53,False
2015-01-31,41,False
2015-02-01,20,False
2015-02-02,34,False
2015-02-03,17,False
2015-02-04,43,False
2015-02-05,77,False
2015-02-06,99,False
2015-02-07,20,False
2015-02-08,20,False
2015-02-09,85,False
2015-02-10,100,False
2015-02-11,68,False
2015-02-12,43,False
2015-02-13,99,False
2015-02-14,31,False
2015-02-15,20,False
2015-02-16,44,False
2015-02-17,27,False
2015-02-18,26,False
2015-02-19,61,False
2015-02-20,18,False
2015-02-21,0,False
2015-02-22,0,False
2015-02-23,84,False
2015-02-24,50,False
2015-02-25,34,False
2015-02-26,43,False
2015-02-27,71,False
2015-02-28,20,False
2015-03-01,0,False
2015-03-02,51,False
2015-03-03,67,False
2015-03-04,59,False
2015-03-05,60,False
2015-03-06,54,False
2015-03-07,20,False
2015-03-08,20,False
2015-03-09,26,False
2015-03-10,34,False
2015-03-11,68,False
2015-03-12,17,False
2015-03-13,26,False
2015-03-14,20,False
2015-03-15,20,False
2015-03-16,42,False
2015-03-17,60,False
2015-03-18,34,False
2015-03-19,43,False
2015-03-20,52,False
2015-03-21,20,False
2015-03-22,29,False
2015-03-23,34,False
2015-03-24,34,False
2015-03-25,62,False
2015-03-26,59,False
2015-03-27,18,False
2015-03-28,21,False
2015-03-29,21,False
2015-03-30,68,False
2015-03-31,34,False
2015-04-01,17,False
2015-04-02,54,False
2015-04-03,39,False
2015-04-04,31,False
2015-04-05,0,False
2015-04-06,27,False
2015-04-07,34,False
2015-04-08,51,False
2015-04-09,17,False
2015-04-10,72,False
2015-04-11,20,False
2015-04-12,40,False
2015-04-13,26,False
2015-04-14,50,False
2015-04-15,60,False
2015-04-16,17,False
2015-04-17,62,False
2015-04-18,0,False
2015-04-19,40,False
2015-04-20,34,False
2015-04-21,26,False
2015-04-22,43,False
2015-04-23,60,False
2015-04-24,36,False
2015-04-25,20,False
2015-04-26,20,False
2015-04-27,34,False
2015-04-28,0,False
2015-04-29,34,False
2015-04-30,35,False
2015-05-01,38,False
2015-05-02,0,False
2015-05-03,0,False
2015-05-04,51,False
2015-05-05,51,False
2015-05-06,85,False
2015-05-07,52,False
2015-05-08,45,False
2015-05-09,20,False
2015-05-10,0,False
2015-05-11,34,False
2015-05-12,59,False
2015-05-13,68,False
2015-05-14,61,False
2015-05-15,54,False
2015-05-16,20,False
2015-05-17,0,False
2015-05-18,92,False
2015-05-19,17,False
2015-05-20,34,False
2015-05-21,34,False
2015-05-22,63,False
2015-05-23,31,False
2015-05-24,20,False
2015-05-25,18,False
2015-05-26,42,False
2015-05-27,0,False
2015-05-28,17,False
2015-05-29,53,False
2015-05-30,20,False
2015-05-31,20,False
2015-06-01,25,False
2015-06-02,59,False
2015-06-03,59,False
2015-06-04,18,False
2015-06-05,54,False
2015-06-06,0,False
2015-06-07,20,False
2015-06-08,17,False
2015-06-09,67,False
2015-06-10,17,False
2015-06-11,34,False
2015-06-12,27,False
2015-06-13,21,False
2015-06-14,20,False
2015-06-15,0,False
2015-06-16,50,False
2015-06-17,42,False
