date,MCHP,isPartial
2016-05-04,28,False
2016-05-05,15,False
2016-05-06,45,False
2016-05-07,0,False
2016-05-08,0,False
2016-05-09,14,False
2016-05-10,21,False
2016-05-11,7,False
2016-05-12,21,False
2016-05-13,22,False
2016-05-14,8,False
2016-05-15,0,False
2016-05-16,7,False
2016-05-17,0,False
2016-05-18,14,False
2016-05-19,28,False
2016-05-20,15,False
2016-05-21,25,False
2016-05-22,0,False
2016-05-23,7,False
2016-05-24,14,False
2016-05-25,28,False
2016-05-26,37,False
2016-05-27,23,False
2016-05-28,16,False
2016-05-29,0,False
2016-05-30,7,False
2016-05-31,35,False
2016-06-01,14,False
2016-06-02,29,False
2016-06-03,37,False
2016-06-04,0,False
2016-06-05,0,False
2016-06-06,21,False
2016-06-07,7,False
2016-06-08,14,False
2016-06-09,22,False
2016-06-10,7,False
2016-06-11,0,False
2016-06-12,8,False
2016-06-13,14,False
2016-06-14,28,False
2016-06-15,57,False
2016-06-16,7,False
2016-06-17,22,False
2016-06-18,0,False
2016-06-19,0,False
2016-06-20,7,False
2016-06-21,28,False
2016-06-22,28,False
2016-06-23,22,False
2016-06-24,30,False
2016-06-25,0,False
2016-06-26,0,False
2016-06-27,42,False
2016-06-28,14,False
2016-06-29,7,False
2016-06-30,14,False
2016-07-01,15,False
2016-07-02,0,False
2016-07-03,0,False
2016-07-04,0,False
2016-07-05,15,False
2016-07-06,31,False
2016-07-07,8,False
2016-07-08,8,False
2016-07-09,9,False
2016-07-10,0,False
2016-07-11,7,False
2016-07-12,22,False
2016-07-13,8,False
2016-07-14,22,False
2016-07-15,16,False
2016-07-16,0,False
2016-07-17,0,False
2016-07-18,8,False
2016-07-19,22,False
2016-07-20,8,False
2016-07-21,0,False
2016-07-22,8,False
2016-07-23,9,False
2016-07-24,0,False
2016-07-25,7,False
2016-07-26,66,False
2016-07-27,15,False
2016-07-28,8,False
2016-07-29,24,False
2016-07-30,9,False
2016-07-31,0,False
2016-08-01,7,False
2016-08-02,15,False
2016-08-03,23,False
2016-08-04,46,False
2016-08-05,24,False
2016-08-06,9,False
2016-08-07,0,False
2016-08-08,100,False
2016-08-09,15,False
2016-08-10,8,False
2016-08-11,56,False
2016-08-12,16,False
2016-08-13,18,False
2016-08-14,9,False
2016-08-15,16,False
2016-08-16,47,False
2016-08-17,16,False
2016-08-18,16,False
2016-08-19,16,False
2016-08-20,0,False
2016-08-21,0,False
2016-08-22,8,False
2016-08-23,16,False
2016-08-24,8,False
2016-08-25,23,False
2016-08-26,63,False
2016-08-27,17,False
2016-08-28,9,False
2016-08-29,22,False
2016-08-30,15,False
2016-08-31,37,False
2016-09-01,7,False
2016-09-02,31,False
2016-09-03,34,False
2016-09-04,8,False
2016-09-05,0,False
2016-09-06,7,False
2016-09-07,30,False
2016-09-08,7,False
2016-09-09,23,False
2016-09-10,26,False
2016-09-11,0,False
2016-09-12,8,False
2016-09-13,29,False
2016-09-14,7,False
2016-09-15,30,False
2016-09-16,38,False
2016-09-17,16,False
2016-09-18,8,False
2016-09-19,14,False
2016-09-20,0,False
2016-09-21,7,False
2016-09-22,7,False
2016-09-23,8,False
2016-09-24,17,False
2016-09-25,0,False
2016-09-26,21,False
2016-09-27,14,False
2016-09-28,14,False
2016-09-29,7,False
2016-09-30,15,False
2016-10-01,0,False
2016-10-02,0,False
2016-10-03,14,False
2016-10-04,35,False
2016-10-05,14,False
2016-10-06,0,False
2016-10-07,7,False
2016-10-08,0,False
2016-10-09,0,False
2016-10-10,7,False
2016-10-11,14,False
2016-10-12,7,False
2016-10-13,7,False
2016-10-14,7,False
2016-10-15,0,False
2016-10-16,8,False
2016-10-17,7,False
2016-10-18,42,False
2016-10-19,7,False
2016-10-20,35,False
2016-10-21,30,False
2016-10-22,17,False
2016-10-23,0,False
2016-10-24,7,False
2016-10-25,14,False
2016-10-26,21,False
2016-10-27,7,False
2016-10-28,15,False
2016-10-29,8,False
2016-10-30,8,False
2016-10-31,15,False
2016-11-01,22,False
2016-11-02,7,False
2016-11-03,7,False
2016-11-04,0,False
2016-11-05,0,False
2016-11-06,8,False
2016-11-07,21,False
2016-11-08,28,False
2016-11-09,32,False
2016-11-10,36,False
2016-11-11,22,False
2016-11-12,16,False
2016-11-13,0,False
2016-11-14,21,False
2016-11-15,21,False
2016-11-16,21,False
2016-11-17,35,False
2016-11-18,15,False
2016-11-19,24,False
2016-11-20,0,False
2016-11-21,7,False
2016-11-22,21,False
2016-11-23,42,False
2016-11-24,22,False
2016-11-25,14,False
2016-11-26,16,False
2016-11-27,0,False
2016-11-28,26,False
2016-11-29,34,False
2016-11-30,27,False
2016-12-01,41,False
2016-12-02,14,False
2016-12-03,16,False
2016-12-04,15,False
2016-12-05,0,False
2016-12-06,33,False
2016-12-07,20,False
2016-12-08,28,False
2016-12-09,42,False
2016-12-10,0,False
2016-12-11,0,False
2016-12-12,40,False
2016-12-13,7,False
2016-12-14,41,False
2016-12-15,14,False
2016-12-16,0,False
2016-12-17,0,False
2016-12-18,16,False
2016-12-19,28,False
2016-12-20,21,False
2016-12-21,29,False
2016-12-22,15,False
2016-12-23,0,False
2016-12-24,9,False
2016-12-25,0,False
2016-12-26,0,False
2016-12-27,22,False
2016-12-28,15,False
2016-12-29,15,False
2016-12-30,0,False
2016-12-31,8,False
2017-01-01,0,False
2017-01-02,21,False
2017-01-03,27,False
2017-01-04,21,False
2017-01-05,14,False
2017-01-06,14,False
2017-01-07,8,False
2017-01-08,8,False
2017-01-09,13,False
2017-01-10,7,False
2017-01-11,40,False
2017-01-12,33,False
2017-01-13,21,False
2017-01-14,0,False
2017-01-15,7,False
2017-01-16,13,False
2017-01-17,33,False
2017-01-18,13,False
2017-01-19,26,False
