date,MCHP,isPartial
2012-01-26,21,False
2012-01-27,42,False
2012-01-28,0,False
2012-01-29,49,False
2012-01-30,20,False
2012-01-31,60,False
2012-02-01,0,False
2012-02-02,71,False
2012-02-03,42,False
2012-02-04,0,False
2012-02-05,0,False
2012-02-06,50,False
2012-02-07,30,False
2012-02-08,0,False
2012-02-09,61,False
2012-02-10,42,False
2012-02-11,36,False
2012-02-12,23,False
2012-02-13,30,False
2012-02-14,30,False
2012-02-15,41,False
2012-02-16,31,False
2012-02-17,21,False
2012-02-18,25,False
2012-02-19,0,False
2012-02-20,42,False
2012-02-21,21,False
2012-02-22,40,False
2012-02-23,20,False
2012-02-24,21,False
2012-02-25,0,False
2012-02-26,24,False
2012-02-27,20,False
2012-02-28,69,False
2012-02-29,20,False
2012-03-01,21,False
2012-03-02,65,False
2012-03-03,25,False
2012-03-04,49,False
2012-03-05,31,False
2012-03-06,0,False
2012-03-07,40,False
2012-03-08,41,False
2012-03-09,32,False
2012-03-10,49,False
2012-03-11,23,False
2012-03-12,0,False
2012-03-13,40,False
2012-03-14,40,False
2012-03-15,61,False
2012-03-16,32,False
2012-03-17,24,False
2012-03-18,24,False
2012-03-19,40,False
2012-03-20,20,False
2012-03-21,40,False
2012-03-22,41,False
2012-03-23,53,False
2012-03-24,49,False
2012-03-25,0,False
2012-03-26,20,False
2012-03-27,20,False
2012-03-28,0,False
2012-03-29,41,False
2012-03-30,22,False
2012-03-31,0,False
2012-04-01,0,False
2012-04-02,20,False
2012-04-03,40,False
2012-04-04,31,False
2012-04-05,43,False
2012-04-06,23,False
2012-04-07,26,False
2012-04-08,0,False
2012-04-09,24,False
2012-04-10,41,False
2012-04-11,30,False
2012-04-12,0,False
2012-04-13,32,False
2012-04-14,24,False
2012-04-15,24,False
2012-04-16,39,False
2012-04-17,30,False
2012-04-18,39,False
2012-04-19,40,False
2012-04-20,63,False
2012-04-21,24,False
2012-04-22,0,False
2012-04-23,29,False
2012-04-24,58,False
2012-04-25,59,False
2012-04-26,20,False
2012-04-27,21,False
2012-04-28,0,False
2012-04-29,24,False
2012-04-30,31,False
2012-05-01,22,False
2012-05-02,40,False
2012-05-03,40,False
2012-05-04,31,False
2012-05-05,24,False
2012-05-06,23,False
2012-05-07,29,False
2012-05-08,29,False
2012-05-09,39,False
2012-05-10,30,False
2012-05-11,52,False
2012-05-12,0,False
2012-05-13,24,False
2012-05-14,19,False
2012-05-15,39,False
2012-05-16,39,False
2012-05-17,31,False
2012-05-18,31,False
2012-05-19,25,False
2012-05-20,49,False
2012-05-21,0,False
2012-05-22,49,False
2012-05-23,39,False
2012-05-24,40,False
2012-05-25,42,False
2012-05-26,51,False
2012-05-27,0,False
2012-05-28,0,False
2012-05-29,0,False
2012-05-30,19,False
2012-05-31,59,False
2012-06-01,31,False
2012-06-02,0,False
2012-06-03,0,False
2012-06-04,29,False
2012-06-05,39,False
2012-06-06,29,False
2012-06-07,100,False
2012-06-08,0,False
2012-06-09,24,False
2012-06-10,36,False
2012-06-11,19,False
2012-06-12,0,False
2012-06-13,20,False
2012-06-14,59,False
2012-06-15,21,False
2012-06-16,24,False
2012-06-17,25,False
2012-06-18,19,False
2012-06-19,58,False
2012-06-20,49,False
2012-06-21,40,False
2012-06-22,21,False
2012-06-23,25,False
2012-06-24,49,False
2012-06-25,29,False
2012-06-26,29,False
2012-06-27,20,False
2012-06-28,60,False
2012-06-29,0,False
2012-06-30,25,False
2012-07-01,25,False
2012-07-02,20,False
2012-07-03,40,False
2012-07-04,62,False
2012-07-05,41,False
2012-07-06,21,False
2012-07-07,25,False
2012-07-08,25,False
2012-07-09,40,False
2012-07-10,39,False
2012-07-11,20,False
2012-07-12,40,False
2012-07-13,41,False
2012-07-14,0,False
2012-07-15,49,False
2012-07-16,40,False
2012-07-17,49,False
2012-07-18,50,False
2012-07-19,51,False
2012-07-20,21,False
2012-07-21,25,False
2012-07-22,0,False
2012-07-23,20,False
2012-07-24,60,False
2012-07-25,20,False
2012-07-26,61,False
2012-07-27,21,False
2012-07-28,25,False
2012-07-29,0,False
2012-07-30,60,False
2012-07-31,40,False
2012-08-01,40,False
2012-08-02,40,False
2012-08-03,32,False
2012-08-04,0,False
2012-08-05,25,False
2012-08-06,60,False
2012-08-07,40,False
2012-08-08,20,False
2012-08-09,20,False
2012-08-10,42,False
2012-08-11,25,False
2012-08-12,0,False
2012-08-13,30,False
2012-08-14,60,False
2012-08-15,21,False
2012-08-16,41,False
2012-08-17,21,False
2012-08-18,25,False
2012-08-19,25,False
2012-08-20,62,False
2012-08-21,50,False
2012-08-22,30,False
2012-08-23,40,False
2012-08-24,31,False
2012-08-25,0,False
2012-08-26,24,False
2012-08-27,48,False
2012-08-28,19,False
2012-08-29,19,False
2012-08-30,0,False
2012-08-31,20,False
2012-09-01,24,False
2012-09-02,0,False
2012-09-03,20,False
2012-09-04,48,False
2012-09-05,29,False
2012-09-06,20,False
2012-09-07,41,False
2012-09-08,24,False
2012-09-09,23,False
2012-09-10,28,False
2012-09-11,19,False
2012-09-12,47,False
2012-09-13,29,False
2012-09-14,30,False
2012-09-15,0,False
2012-09-16,0,False
2012-09-17,19,False
2012-09-18,28,False
2012-09-19,19,False
2012-09-20,19,False
2012-09-21,39,False
2012-09-22,0,False
2012-09-23,0,False
2012-09-24,19,False
2012-09-25,19,False
2012-09-26,19,False
2012-09-27,19,False
2012-09-28,80,False
2012-09-29,46,False
2012-09-30,0,False
2012-10-01,37,False
2012-10-02,56,False
2012-10-03,29,False
2012-10-04,19,False
2012-10-05,0,False
2012-10-06,45,False
2012-10-07,0,False
2012-10-08,0,False
2012-10-09,36,False
2012-10-10,36,False
2012-10-11,37,False
2012-10-12,19,False
