date,MCHP,isPartial
2015-12-26,12,False
2015-12-27,0,False
2015-12-28,31,False
2015-12-29,21,False
2015-12-30,11,False
2015-12-31,12,False
2016-01-01,0,False
2016-01-02,12,False
2016-01-03,0,False
2016-01-04,10,False
2016-01-05,21,False
2016-01-06,10,False
2016-01-07,31,False
2016-01-08,11,False
2016-01-09,0,False
2016-01-10,11,False
2016-01-11,20,False
2016-01-12,0,False
2016-01-13,41,False
2016-01-14,20,False
2016-01-15,53,False
2016-01-16,35,False
2016-01-17,11,False
2016-01-18,0,False
2016-01-19,50,False
2016-01-20,10,False
2016-01-21,21,False
2016-01-22,31,False
2016-01-23,12,False
2016-01-24,12,False
2016-01-25,30,False
2016-01-26,41,False
2016-01-27,40,False
2016-01-28,10,False
2016-01-29,32,False
2016-01-30,0,False
2016-01-31,0,False
2016-02-01,30,False
2016-02-02,40,False
2016-02-03,51,False
2016-02-04,10,False
2016-02-05,11,False
2016-02-06,0,False
2016-02-07,35,False
2016-02-08,51,False
2016-02-09,21,False
2016-02-10,10,False
2016-02-11,10,False
2016-02-12,10,False
2016-02-13,11,False
2016-02-14,0,False
2016-02-15,10,False
2016-02-16,40,False
2016-02-17,20,False
2016-02-18,40,False
2016-02-19,21,False
2016-02-20,0,False
2016-02-21,11,False
2016-02-22,30,False
2016-02-23,59,False
2016-02-24,20,False
2016-02-25,40,False
2016-02-26,0,False
2016-02-27,0,False
2016-02-28,0,False
2016-02-29,77,False
2016-03-01,30,False
2016-03-02,30,False
2016-03-03,30,False
2016-03-04,10,False
2016-03-05,11,False
2016-03-06,0,False
2016-03-07,30,False
2016-03-08,30,False
2016-03-09,30,False
2016-03-10,50,False
2016-03-11,21,False
2016-03-12,0,False
2016-03-13,34,False
2016-03-14,0,False
2016-03-15,10,False
2016-03-16,20,False
2016-03-17,41,False
2016-03-18,21,False
2016-03-19,23,False
2016-03-20,0,False
2016-03-21,10,False
2016-03-22,0,False
2016-03-23,0,False
2016-03-24,11,False
2016-03-25,0,False
2016-03-26,0,False
2016-03-27,12,False
2016-03-28,0,False
2016-03-29,10,False
2016-03-30,100,False
2016-03-31,20,False
2016-04-01,32,False
2016-04-02,0,False
2016-04-03,0,False
2016-04-04,10,False
2016-04-05,10,False
2016-04-06,10,False
2016-04-07,0,False
2016-04-08,21,False
2016-04-09,12,False
2016-04-10,0,False
2016-04-11,10,False
2016-04-12,50,False
2016-04-13,51,False
2016-04-14,31,False
2016-04-15,31,False
2016-04-16,0,False
2016-04-17,0,False
2016-04-18,40,False
2016-04-19,0,False
2016-04-20,40,False
2016-04-21,20,False
2016-04-22,32,False
2016-04-23,0,False
2016-04-24,0,False
2016-04-25,39,False
2016-04-26,10,False
2016-04-27,0,False
2016-04-28,0,False
2016-04-29,11,False
2016-04-30,36,False
2016-05-01,12,False
2016-05-02,20,False
2016-05-03,30,False
2016-05-04,50,False
2016-05-05,73,False
2016-05-06,75,False
2016-05-07,12,False
2016-05-08,12,False
2016-05-09,41,False
2016-05-10,10,False
2016-05-11,50,False
2016-05-12,30,False
2016-05-13,10,False
2016-05-14,23,False
2016-05-15,0,False
2016-05-16,0,False
2016-05-17,50,False
2016-05-18,50,False
2016-05-19,40,False
2016-05-20,21,False
2016-05-21,12,False
2016-05-22,12,False
2016-05-23,50,False
2016-05-24,40,False
2016-05-25,40,False
2016-05-26,31,False
2016-05-27,43,False
2016-05-28,12,False
2016-05-29,12,False
2016-05-30,21,False
2016-05-31,40,False
2016-06-01,20,False
2016-06-02,52,False
2016-06-03,64,False
2016-06-04,24,False
2016-06-05,12,False
2016-06-06,30,False
2016-06-07,31,False
2016-06-08,41,False
2016-06-09,21,False
2016-06-10,21,False
2016-06-11,0,False
2016-06-12,23,False
2016-06-13,10,False
2016-06-14,20,False
2016-06-15,20,False
2016-06-16,51,False
2016-06-17,32,False
2016-06-18,12,False
2016-06-19,0,False
2016-06-20,20,False
2016-06-21,10,False
2016-06-22,0,False
2016-06-23,10,False
2016-06-24,0,False
2016-06-25,0,False
2016-06-26,0,False
2016-06-27,10,False
2016-06-28,41,False
2016-06-29,10,False
2016-06-30,11,False
2016-07-01,0,False
2016-07-02,37,False
2016-07-03,0,False
2016-07-04,22,False
2016-07-05,11,False
2016-07-06,22,False
2016-07-07,22,False
2016-07-08,0,False
2016-07-09,0,False
2016-07-10,12,False
2016-07-11,54,False
2016-07-12,32,False
2016-07-13,0,False
2016-07-14,10,False
2016-07-15,55,False
2016-07-16,12,False
2016-07-17,0,False
2016-07-18,22,False
2016-07-19,11,False
2016-07-20,55,False
2016-07-21,22,False
2016-07-22,33,False
2016-07-23,26,False
2016-07-24,13,False
2016-07-25,11,False
2016-07-26,21,False
2016-07-27,22,False
2016-07-28,11,False
2016-07-29,11,False
2016-07-30,0,False
2016-07-31,0,False
2016-08-01,21,False
2016-08-02,21,False
2016-08-03,11,False
2016-08-04,22,False
2016-08-05,47,False
2016-08-06,26,False
2016-08-07,0,False
2016-08-08,22,False
2016-08-09,22,False
2016-08-10,67,False
2016-08-11,68,False
2016-08-12,23,False
2016-08-13,13,False
2016-08-14,0,False
2016-08-15,36,False
2016-08-16,0,False
2016-08-17,0,False
2016-08-18,23,False
2016-08-19,36,False
2016-08-20,27,False
2016-08-21,0,False
2016-08-22,34,False
2016-08-23,22,False
2016-08-24,22,False
2016-08-25,53,False
