date,FB,isPartial
2013-06-29,89,False
2013-06-30,84,False
2013-07-01,74,False
2013-07-02,72,False
2013-07-03,74,False
2013-07-04,79,False
2013-07-05,79,False
2013-07-06,85,False
2013-07-07,86,False
2013-07-08,74,False
2013-07-09,74,False
2013-07-10,78,False
2013-07-11,76,False
2013-07-12,78,False
2013-07-13,89,False
2013-07-14,87,False
2013-07-15,72,False
2013-07-16,73,False
2013-07-17,74,False
2013-07-18,76,False
2013-07-19,72,False
2013-07-20,90,False
2013-07-21,89,False
2013-07-22,74,False
2013-07-23,71,False
2013-07-24,74,False
2013-07-25,74,False
2013-07-26,78,False
2013-07-27,88,False
2013-07-28,86,False
2013-07-29,73,False
2013-07-30,73,False
2013-07-31,75,False
2013-08-01,77,False
2013-08-02,79,False
2013-08-03,90,False
2013-08-04,89,False
2013-08-05,77,False
2013-08-06,75,False
2013-08-07,70,False
2013-08-08,69,False
2013-08-09,77,False
2013-08-10,86,False
2013-08-11,85,False
2013-08-12,75,False
2013-08-13,76,False
2013-08-14,76,False
2013-08-15,78,False
2013-08-16,78,False
2013-08-17,84,False
2013-08-18,86,False
2013-08-19,73,False
2013-08-20,72,False
2013-08-21,73,False
2013-08-22,74,False
2013-08-23,75,False
2013-08-24,89,False
2013-08-25,88,False
2013-08-26,73,False
2013-08-27,72,False
2013-08-28,76,False
2013-08-29,73,False
2013-08-30,77,False
2013-08-31,87,False
2013-09-01,87,False
2013-09-02,76,False
2013-09-03,70,False
2013-09-04,73,False
2013-09-05,72,False
2013-09-06,75,False
2013-09-07,86,False
2013-09-08,86,False
2013-09-09,74,False
2013-09-10,73,False
2013-09-11,71,False
2013-09-12,72,False
2013-09-13,75,False
2013-09-14,87,False
2013-09-15,83,False
2013-09-16,73,False
2013-09-17,73,False
2013-09-18,70,False
2013-09-19,74,False
2013-09-20,76,False
2013-09-21,89,False
2013-09-22,86,False
2013-09-23,74,False
2013-09-24,72,False
2013-09-25,73,False
2013-09-26,75,False
2013-09-27,77,False
2013-09-28,89,False
2013-09-29,85,False
2013-09-30,71,False
2013-10-01,72,False
2013-10-02,75,False
2013-10-03,73,False
2013-10-04,75,False
2013-10-05,85,False
2013-10-06,86,False
2013-10-07,73,False
2013-10-08,70,False
2013-10-09,74,False
2013-10-10,71,False
2013-10-11,77,False
2013-10-12,88,False
2013-10-13,85,False
2013-10-14,77,False
2013-10-15,73,False
2013-10-16,73,False
2013-10-17,75,False
2013-10-18,76,False
2013-10-19,88,False
2013-10-20,86,False
2013-10-21,71,False
2013-10-22,70,False
2013-10-23,69,False
2013-10-24,72,False
2013-10-25,75,False
2013-10-26,87,False
2013-10-27,85,False
2013-10-28,70,False
2013-10-29,70,False
2013-10-30,73,False
2013-10-31,75,False
2013-11-01,80,False
2013-11-02,88,False
2013-11-03,84,False
2013-11-04,73,False
2013-11-05,72,False
2013-11-06,72,False
2013-11-07,73,False
2013-11-08,76,False
2013-11-09,88,False
2013-11-10,87,False
2013-11-11,72,False
2013-11-12,70,False
2013-11-13,73,False
2013-11-14,75,False
2013-11-15,80,False
2013-11-16,86,False
2013-11-17,85,False
2013-11-18,69,False
2013-11-19,69,False
2013-11-20,71,False
2013-11-21,73,False
2013-11-22,73,False
2013-11-23,87,False
2013-11-24,86,False
2013-11-25,73,False
2013-11-26,69,False
2013-11-27,72,False
2013-11-28,75,False
2013-11-29,78,False
2013-11-30,87,False
2013-12-01,88,False
2013-12-02,71,False
2013-12-03,72,False
2013-12-04,73,False
2013-12-05,75,False
2013-12-06,76,False
2013-12-07,89,False
2013-12-08,86,False
2013-12-09,71,False
2013-12-10,73,False
2013-12-11,72,False
2013-12-12,77,False
2013-12-13,79,False
2013-12-14,92,False
2013-12-15,87,False
2013-12-16,76,False
2013-12-17,76,False
2013-12-18,78,False
2013-12-19,81,False
2013-12-20,82,False
2013-12-21,90,False
2013-12-22,92,False
2013-12-23,85,False
2013-12-24,91,False
2013-12-25,100,False
2013-12-26,86,False
2013-12-27,82,False
2013-12-28,90,False
2013-12-29,89,False
2013-12-30,84,False
2013-12-31,96,False
2014-01-01,96,False
2014-01-02,80,False
2014-01-03,80,False
2014-01-04,88,False
2014-01-05,85,False
2014-01-06,75,False
2014-01-07,73,False
2014-01-08,73,False
2014-01-09,74,False
2014-01-10,76,False
2014-01-11,88,False
2014-01-12,86,False
2014-01-13,76,False
2014-01-14,75,False
2014-01-15,76,False
2014-01-16,75,False
2014-01-17,79,False
2014-01-18,89,False
2014-01-19,86,False
2014-01-20,73,False
2014-01-21,75,False
2014-01-22,75,False
2014-01-23,74,False
2014-01-24,79,False
2014-01-25,88,False
2014-01-26,84,False
2014-01-27,73,False
2014-01-28,74,False
2014-01-29,74,False
2014-01-30,78,False
2014-01-31,76,False
2014-02-01,88,False
2014-02-02,88,False
2014-02-03,72,False
2014-02-04,75,False
2014-02-05,75,False
2014-02-06,59,False
2014-02-07,78,False
2014-02-08,90,False
2014-02-09,87,False
2014-02-10,74,False
2014-02-11,75,False
2014-02-12,76,False
2014-02-13,77,False
2014-02-14,83,False
2014-02-15,93,False
2014-02-16,89,False
2014-02-17,77,False
2014-02-18,76,False
2014-02-19,76,False
2014-02-20,78,False
2014-02-21,80,False
2014-02-22,89,False
2014-02-23,87,False
2014-02-24,76,False
2014-02-25,75,False
2014-02-26,74,False
2014-02-27,77,False
2014-02-28,79,False
2014-03-01,89,False
2014-03-02,84,False
2014-03-03,75,False
2014-03-04,75,False
2014-03-05,76,False
2014-03-06,77,False
2014-03-07,78,False
2014-03-08,90,False
2014-03-09,89,False
2014-03-10,76,False
2014-03-11,74,False
2014-03-12,75,False
2014-03-13,75,False
2014-03-14,79,False
2014-03-15,91,False
2014-03-16,87,False
