date,FB,isPartial
2015-08-18,84,False
2015-08-19,85,False
2015-08-20,84,False
2015-08-21,87,False
2015-08-22,98,False
2015-08-23,96,False
2015-08-24,79,False
2015-08-25,84,False
2015-08-26,83,False
2015-08-27,83,False
2015-08-28,89,False
2015-08-29,97,False
2015-08-30,96,False
2015-08-31,82,False
2015-09-01,81,False
2015-09-02,82,False
2015-09-03,83,False
2015-09-04,84,False
2015-09-05,99,False
2015-09-06,95,False
2015-09-07,84,False
2015-09-08,82,False
2015-09-09,80,False
2015-09-10,81,False
2015-09-11,84,False
2015-09-12,93,False
2015-09-13,89,False
2015-09-14,79,False
2015-09-15,79,False
2015-09-16,83,False
2015-09-17,86,False
2015-09-18,86,False
2015-09-19,96,False
2015-09-20,93,False
2015-09-21,81,False
2015-09-22,81,False
2015-09-23,83,False
2015-09-24,86,False
2015-09-25,88,False
2015-09-26,98,False
2015-09-27,95,False
2015-09-28,86,False
2015-09-29,82,False
2015-09-30,82,False
2015-10-01,82,False
2015-10-02,87,False
2015-10-03,95,False
2015-10-04,92,False
2015-10-05,80,False
2015-10-06,79,False
2015-10-07,82,False
2015-10-08,82,False
2015-10-09,83,False
2015-10-10,99,False
2015-10-11,93,False
2015-10-12,83,False
2015-10-13,81,False
2015-10-14,82,False
2015-10-15,83,False
2015-10-16,83,False
2015-10-17,92,False
2015-10-18,91,False
2015-10-19,80,False
2015-10-20,78,False
2015-10-21,82,False
2015-10-22,81,False
2015-10-23,87,False
2015-10-24,91,False
2015-10-25,94,False
2015-10-26,79,False
2015-10-27,81,False
2015-10-28,78,False
2015-10-29,80,False
2015-10-30,83,False
2015-10-31,92,False
2015-11-01,90,False
2015-11-02,80,False
2015-11-03,78,False
2015-11-04,78,False
2015-11-05,81,False
2015-11-06,84,False
2015-11-07,91,False
2015-11-08,87,False
2015-11-09,79,False
2015-11-10,78,False
2015-11-11,82,False
2015-11-12,81,False
2015-11-13,81,False
2015-11-14,96,False
2015-11-15,92,False
2015-11-16,80,False
2015-11-17,78,False
2015-11-18,77,False
2015-11-19,78,False
2015-11-20,80,False
2015-11-21,92,False
2015-11-22,88,False
2015-11-23,80,False
2015-11-24,78,False
2015-11-25,80,False
2015-11-26,78,False
2015-11-27,79,False
2015-11-28,89,False
2015-11-29,83,False
2015-11-30,78,False
2015-12-01,74,False
2015-12-02,75,False
2015-12-03,74,False
2015-12-04,76,False
2015-12-05,88,False
2015-12-06,83,False
2015-12-07,75,False
2015-12-08,77,False
2015-12-09,75,False
2015-12-10,77,False
2015-12-11,80,False
2015-12-12,88,False
2015-12-13,85,False
2015-12-14,75,False
2015-12-15,74,False
2015-12-16,74,False
2015-12-17,76,False
2015-12-18,79,False
2015-12-19,88,False
2015-12-20,83,False
2015-12-21,76,False
2015-12-22,78,False
2015-12-23,81,False
2015-12-24,89,False
2015-12-25,94,False
2015-12-26,87,False
2015-12-27,85,False
2015-12-28,80,False
2015-12-29,80,False
2015-12-30,82,False
2015-12-31,92,False
2016-01-01,100,False
2016-01-02,99,False
2016-01-03,97,False
2016-01-04,86,False
2016-01-05,82,False
2016-01-06,87,False
2016-01-07,84,False
2016-01-08,88,False
2016-01-09,93,False
2016-01-10,90,False
2016-01-11,80,False
2016-01-12,82,False
2016-01-13,85,False
2016-01-14,82,False
2016-01-15,83,False
2016-01-16,97,False
2016-01-17,87,False
2016-01-18,83,False
2016-01-19,82,False
2016-01-20,82,False
2016-01-21,84,False
2016-01-22,84,False
2016-01-23,93,False
2016-01-24,93,False
2016-01-25,79,False
2016-01-26,82,False
2016-01-27,82,False
2016-01-28,82,False
2016-01-29,86,False
2016-01-30,93,False
2016-01-31,89,False
2016-02-01,80,False
2016-02-02,81,False
2016-02-03,81,False
2016-02-04,85,False
2016-02-05,86,False
2016-02-06,96,False
2016-02-07,92,False
2016-02-08,82,False
2016-02-09,81,False
2016-02-10,84,False
2016-02-11,82,False
2016-02-12,87,False
2016-02-13,95,False
2016-02-14,94,False
2016-02-15,80,False
2016-02-16,82,False
2016-02-17,81,False
2016-02-18,83,False
2016-02-19,85,False
2016-02-20,95,False
2016-02-21,90,False
2016-02-22,81,False
2016-02-23,78,False
2016-02-24,81,False
2016-02-25,79,False
2016-02-26,86,False
2016-02-27,93,False
2016-02-28,90,False
2016-02-29,82,False
2016-03-01,79,False
2016-03-02,82,False
2016-03-03,85,False
2016-03-04,86,False
2016-03-05,92,False
2016-03-06,91,False
2016-03-07,82,False
2016-03-08,82,False
2016-03-09,81,False
2016-03-10,81,False
2016-03-11,83,False
2016-03-12,97,False
2016-03-13,89,False
2016-03-14,80,False
2016-03-15,81,False
2016-03-16,81,False
2016-03-17,83,False
2016-03-18,84,False
2016-03-19,91,False
2016-03-20,92,False
2016-03-21,82,False
2016-03-22,85,False
2016-03-23,82,False
2016-03-24,85,False
2016-03-25,87,False
2016-03-26,94,False
2016-03-27,92,False
2016-03-28,85,False
2016-03-29,78,False
2016-03-30,80,False
2016-03-31,80,False
2016-04-01,82,False
2016-04-02,91,False
2016-04-03,87,False
2016-04-04,76,False
2016-04-05,76,False
2016-04-06,77,False
2016-04-07,80,False
2016-04-08,82,False
2016-04-09,92,False
2016-04-10,86,False
2016-04-11,79,False
2016-04-12,77,False
2016-04-13,82,False
2016-04-14,81,False
2016-04-15,80,False
2016-04-16,90,False
2016-04-17,86,False
2016-04-18,79,False
2016-04-19,77,False
2016-04-20,77,False
2016-04-21,79,False
2016-04-22,80,False
2016-04-23,91,False
2016-04-24,85,False
2016-04-25,79,False
2016-04-26,80,False
2016-04-27,81,False
2016-04-28,84,False
2016-04-29,88,False
2016-04-30,93,False
2016-05-01,92,False
2016-05-02,84,False
2016-05-03,83,False
2016-05-04,85,False
