date,FB,isPartial
2012-10-12,74,False
2012-10-13,85,False
2012-10-14,82,False
2012-10-15,67,False
2012-10-16,67,False
2012-10-17,69,False
2012-10-18,67,False
2012-10-19,73,False
2012-10-20,85,False
2012-10-21,83,False
2012-10-22,68,False
2012-10-23,69,False
2012-10-24,68,False
2012-10-25,72,False
2012-10-26,74,False
2012-10-27,86,False
2012-10-28,83,False
2012-10-29,73,False
2012-10-30,73,False
2012-10-31,74,False
2012-11-01,77,False
2012-11-02,83,False
2012-11-03,88,False
2012-11-04,86,False
2012-11-05,73,False
2012-11-06,71,False
2012-11-07,68,False
2012-11-08,73,False
2012-11-09,79,False
2012-11-10,86,False
2012-11-11,84,False
2012-11-12,71,False
2012-11-13,72,False
2012-11-14,71,False
2012-11-15,73,False
2012-11-16,73,False
2012-11-17,86,False
2012-11-18,82,False
2012-11-19,70,False
2012-11-20,70,False
2012-11-21,72,False
2012-11-22,73,False
2012-11-23,75,False
2012-11-24,85,False
2012-11-25,86,False
2012-11-26,70,False
2012-11-27,72,False
2012-11-28,72,False
2012-11-29,72,False
2012-11-30,78,False
2012-12-01,86,False
2012-12-02,84,False
2012-12-03,70,False
2012-12-04,72,False
2012-12-05,73,False
2012-12-06,73,False
2012-12-07,77,False
2012-12-08,89,False
2012-12-09,85,False
2012-12-10,71,False
2012-12-11,73,False
2012-12-12,74,False
2012-12-13,73,False
2012-12-14,79,False
2012-12-15,89,False
2012-12-16,92,False
2012-12-17,75,False
2012-12-18,76,False
2012-12-19,77,False
2012-12-20,79,False
2012-12-21,85,False
2012-12-22,93,False
2012-12-23,93,False
2012-12-24,94,False
2012-12-25,98,False
2012-12-26,85,False
2012-12-27,83,False
2012-12-28,80,False
2012-12-29,90,False
2012-12-30,91,False
2012-12-31,89,False
2013-01-01,91,False
2013-01-02,78,False
2013-01-03,78,False
2013-01-04,77,False
2013-01-05,86,False
2013-01-06,81,False
2013-01-07,70,False
2013-01-08,72,False
2013-01-09,71,False
2013-01-10,72,False
2013-01-11,75,False
2013-01-12,87,False
2013-01-13,82,False
2013-01-14,72,False
2013-01-15,70,False
2013-01-16,73,False
2013-01-17,72,False
2013-01-18,76,False
2013-01-19,86,False
2013-01-20,85,False
2013-01-21,71,False
2013-01-22,71,False
2013-01-23,73,False
2013-01-24,74,False
2013-01-25,77,False
2013-01-26,88,False
2013-01-27,86,False
2013-01-28,71,False
2013-01-29,73,False
2013-01-30,73,False
2013-01-31,72,False
2013-02-01,77,False
2013-02-02,89,False
2013-02-03,86,False
2013-02-04,73,False
2013-02-05,72,False
2013-02-06,73,False
2013-02-07,75,False
2013-02-08,79,False
2013-02-09,89,False
2013-02-10,90,False
2013-02-11,78,False
2013-02-12,77,False
2013-02-13,75,False
2013-02-14,78,False
2013-02-15,78,False
2013-02-16,89,False
2013-02-17,87,False
2013-02-18,75,False
2013-02-19,74,False
2013-02-20,74,False
2013-02-21,75,False
2013-02-22,78,False
2013-02-23,91,False
2013-02-24,88,False
2013-02-25,73,False
2013-02-26,75,False
2013-02-27,75,False
2013-02-28,76,False
2013-03-01,77,False
2013-03-02,89,False
2013-03-03,86,False
2013-03-04,72,False
2013-03-05,75,False
2013-03-06,75,False
2013-03-07,76,False
2013-03-08,79,False
2013-03-09,89,False
2013-03-10,88,False
2013-03-11,75,False
2013-03-12,75,False
2013-03-13,75,False
2013-03-14,76,False
2013-03-15,81,False
2013-03-16,91,False
2013-03-17,89,False
2013-03-18,74,False
2013-03-19,76,False
2013-03-20,78,False
2013-03-21,79,False
2013-03-22,81,False
2013-03-23,93,False
2013-03-24,89,False
2013-03-25,78,False
2013-03-26,79,False
2013-03-27,81,False
2013-03-28,85,False
2013-03-29,88,False
2013-03-30,96,False
2013-03-31,97,False
2013-04-01,81,False
2013-04-02,77,False
2013-04-03,79,False
2013-04-04,79,False
2013-04-05,81,False
2013-04-06,91,False
2013-04-07,89,False
2013-04-08,77,False
2013-04-09,77,False
2013-04-10,78,False
2013-04-11,78,False
2013-04-12,81,False
2013-04-13,93,False
2013-04-14,92,False
2013-04-15,76,False
2013-04-16,76,False
2013-04-17,76,False
2013-04-18,77,False
2013-04-19,82,False
2013-04-20,93,False
2013-04-21,90,False
2013-04-22,77,False
2013-04-23,80,False
2013-04-24,80,False
2013-04-25,81,False
2013-04-26,82,False
2013-04-27,96,False
2013-04-28,89,False
2013-04-29,78,False
2013-04-30,80,False
2013-05-01,84,False
