date,FB,isPartial
2011-05-11,54,False
2011-05-12,54,False
2011-05-13,57,False
2011-05-14,71,False
2011-05-15,66,False
2011-05-16,56,False
2011-05-17,55,False
2011-05-18,53,False
2011-05-19,53,False
2011-05-20,56,False
2011-05-21,70,False
2011-05-22,67,False
2011-05-23,55,False
2011-05-24,55,False
2011-05-25,54,False
2011-05-26,53,False
2011-05-27,58,False
2011-05-28,70,False
2011-05-29,67,False
2011-05-30,57,False
2011-05-31,55,False
2011-06-01,59,False
2011-06-02,58,False
2011-06-03,60,False
2011-06-04,74,False
2011-06-05,72,False
2011-06-06,58,False
2011-06-07,55,False
2011-06-08,56,False
2011-06-09,57,False
2011-06-10,60,False
2011-06-11,74,False
2011-06-12,71,False
2011-06-13,60,False
2011-06-14,58,False
2011-06-15,58,False
2011-06-16,58,False
2011-06-17,63,False
2011-06-18,74,False
2011-06-19,72,False
2011-06-20,58,False
2011-06-21,58,False
2011-06-22,59,False
2011-06-23,61,False
2011-06-24,63,False
2011-06-25,75,False
2011-06-26,75,False
2011-06-27,61,False
2011-06-28,60,False
2011-06-29,60,False
2011-06-30,61,False
2011-07-01,66,False
2011-07-02,77,False
2011-07-03,76,False
2011-07-04,66,False
2011-07-05,62,False
2011-07-06,61,False
2011-07-07,61,False
2011-07-08,66,False
2011-07-09,75,False
2011-07-10,74,False
2011-07-11,60,False
2011-07-12,60,False
2011-07-13,60,False
2011-07-14,61,False
2011-07-15,63,False
2011-07-16,80,False
2011-07-17,77,False
2011-07-18,60,False
2011-07-19,59,False
2011-07-20,59,False
2011-07-21,60,False
2011-07-22,64,False
2011-07-23,75,False
2011-07-24,74,False
2011-07-25,61,False
2011-07-26,62,False
2011-07-27,62,False
2011-07-28,62,False
2011-07-29,67,False
2011-07-30,80,False
2011-07-31,80,False
2011-08-01,66,False
2011-08-02,66,False
2011-08-03,66,False
2011-08-04,66,False
2011-08-05,69,False
2011-08-06,85,False
2011-08-07,82,False
2011-08-08,66,False
2011-08-09,64,False
2011-08-10,68,False
2011-08-11,76,False
2011-08-12,73,False
2011-08-13,86,False
2011-08-14,80,False
2011-08-15,69,False
2011-08-16,69,False
2011-08-17,68,False
2011-08-18,68,False
2011-08-19,70,False
2011-08-20,83,False
2011-08-21,82,False
2011-08-22,69,False
2011-08-23,68,False
2011-08-24,70,False
2011-08-25,69,False
2011-08-26,74,False
2011-08-27,82,False
2011-08-28,80,False
2011-08-29,66,False
2011-08-30,63,False
2011-08-31,57,False
2011-09-01,66,False
2011-09-02,67,False
2011-09-03,80,False
2011-09-04,79,False
2011-09-05,71,False
2011-09-06,66,False
2011-09-07,68,False
2011-09-08,67,False
2011-09-09,71,False
2011-09-10,84,False
2011-09-11,81,False
2011-09-12,65,False
2011-09-13,64,False
2011-09-14,64,False
2011-09-15,65,False
2011-09-16,71,False
2011-09-17,85,False
2011-09-18,82,False
2011-09-19,63,False
2011-09-20,65,False
2011-09-21,65,False
2011-09-22,65,False
2011-09-23,68,False
2011-09-24,86,False
2011-09-25,83,False
2011-09-26,63,False
2011-09-27,66,False
2011-09-28,66,False
2011-09-29,66,False
2011-09-30,71,False
2011-10-01,89,False
2011-10-02,84,False
2011-10-03,67,False
2011-10-04,66,False
2011-10-05,66,False
2011-10-06,66,False
2011-10-07,71,False
2011-10-08,84,False
2011-10-09,81,False
2011-10-10,67,False
2011-10-11,64,False
2011-10-12,66,False
2011-10-13,68,False
2011-10-14,72,False
2011-10-15,85,False
2011-10-16,85,False
2011-10-17,67,False
2011-10-18,66,False
2011-10-19,64,False
2011-10-20,67,False
2011-10-21,72,False
2011-10-22,87,False
2011-10-23,84,False
2011-10-24,68,False
2011-10-25,67,False
2011-10-26,70,False
2011-10-27,72,False
2011-10-28,77,False
2011-10-29,90,False
2011-10-30,86,False
2011-10-31,72,False
2011-11-01,74,False
2011-11-02,72,False
2011-11-03,68,False
2011-11-04,72,False
2011-11-05,88,False
2011-11-06,81,False
2011-11-07,71,False
2011-11-08,70,False
2011-11-09,70,False
2011-11-10,69,False
2011-11-11,74,False
2011-11-12,87,False
2011-11-13,81,False
2011-11-14,70,False
2011-11-15,69,False
2011-11-16,70,False
2011-11-17,68,False
2011-11-18,74,False
2011-11-19,86,False
2011-11-20,83,False
2011-11-21,65,False
2011-11-22,68,False
2011-11-23,68,False
2011-11-24,72,False
2011-11-25,78,False
2011-11-26,88,False
2011-11-27,84,False
2011-11-28,68,False
2011-11-29,68,False
2011-11-30,69,False
2011-12-01,70,False
2011-12-02,74,False
2011-12-03,88,False
2011-12-04,84,False
2011-12-05,70,False
2011-12-06,68,False
2011-12-07,74,False
2011-12-08,71,False
2011-12-09,76,False
2011-12-10,90,False
2011-12-11,84,False
2011-12-12,70,False
2011-12-13,70,False
2011-12-14,72,False
2011-12-15,72,False
2011-12-16,77,False
2011-12-17,91,False
2011-12-18,90,False
2011-12-19,77,False
2011-12-20,78,False
2011-12-21,79,False
2011-12-22,83,False
2011-12-23,87,False
2011-12-24,98,False
2011-12-25,100,False
2011-12-26,86,False
2011-12-27,79,False
2011-12-28,79,False
2011-12-29,80,False
2011-12-30,85,False
2011-12-31,94,False
2012-01-01,95,False
2012-01-02,81,False
2012-01-03,76,False
2012-01-04,73,False
2012-01-05,73,False
2012-01-06,78,False
2012-01-07,89,False
2012-01-08,84,False
2012-01-09,73,False
2012-01-10,71,False
2012-01-11,71,False
2012-01-12,71,False
2012-01-13,74,False
2012-01-14,89,False
2012-01-15,85,False
2012-01-16,71,False
2012-01-17,69,False
2012-01-18,71,False
2012-01-19,72,False
2012-01-20,77,False
2012-01-21,91,False
2012-01-22,85,False
2012-01-23,72,False
2012-01-24,71,False
2012-01-25,74,False
2012-01-26,72,False
