date,FB,isPartial
2017-10-06,81,False
2017-10-07,87,False
2017-10-08,88,False
2017-10-09,76,False
2017-10-10,78,False
2017-10-11,84,False
2017-10-12,83,False
2017-10-13,83,False
2017-10-14,89,False
2017-10-15,89,False
2017-10-16,78,False
2017-10-17,80,False
2017-10-18,80,False
2017-10-19,80,False
2017-10-20,82,False
2017-10-21,93,False
2017-10-22,94,False
2017-10-23,82,False
2017-10-24,80,False
2017-10-25,79,False
2017-10-26,78,False
2017-10-27,81,False
2017-10-28,90,False
2017-10-29,89,False
2017-10-30,79,False
2017-10-31,79,False
2017-11-01,79,False
2017-11-02,81,False
2017-11-03,83,False
2017-11-04,91,False
2017-11-05,87,False
2017-11-06,76,False
2017-11-07,77,False
2017-11-08,78,False
2017-11-09,76,False
2017-11-10,81,False
2017-11-11,91,False
2017-11-12,88,False
2017-11-13,78,False
2017-11-14,79,False
2017-11-15,80,False
2017-11-16,79,False
2017-11-17,81,False
2017-11-18,90,False
2017-11-19,85,False
2017-11-20,75,False
2017-11-21,77,False
2017-11-22,77,False
2017-11-23,79,False
2017-11-24,77,False
2017-11-25,87,False
2017-11-26,86,False
2017-11-27,75,False
2017-11-28,75,False
2017-11-29,75,False
2017-11-30,79,False
2017-12-01,81,False
2017-12-02,90,False
2017-12-03,87,False
2017-12-04,74,False
2017-12-05,78,False
2017-12-06,79,False
2017-12-07,77,False
2017-12-08,81,False
2017-12-09,89,False
2017-12-10,86,False
2017-12-11,75,False
2017-12-12,76,False
2017-12-13,77,False
2017-12-14,76,False
2017-12-15,79,False
2017-12-16,86,False
2017-12-17,83,False
2017-12-18,76,False
2017-12-19,79,False
2017-12-20,78,False
2017-12-21,81,False
2017-12-22,84,False
2017-12-23,90,False
2017-12-24,93,False
2017-12-25,96,False
2017-12-26,84,False
2017-12-27,87,False
2017-12-28,86,False
2017-12-29,85,False
2017-12-30,89,False
2017-12-31,100,False
2018-01-01,94,False
2018-01-02,82,False
2018-01-03,77,False
2018-01-04,77,False
2018-01-05,80,False
2018-01-06,84,False
2018-01-07,83,False
2018-01-08,75,False
2018-01-09,74,False
2018-01-10,77,False
2018-01-11,76,False
2018-01-12,78,False
2018-01-13,86,False
2018-01-14,85,False
2018-01-15,73,False
2018-01-16,74,False
2018-01-17,75,False
2018-01-18,76,False
2018-01-19,75,False
2018-01-20,80,False
2018-01-21,84,False
2018-01-22,75,False
2018-01-23,73,False
2018-01-24,74,False
2018-01-25,74,False
2018-01-26,78,False
2018-01-27,87,False
2018-01-28,85,False
2018-01-29,76,False
2018-01-30,74,False
2018-01-31,76,False
2018-02-01,75,False
2018-02-02,78,False
2018-02-03,84,False
2018-02-04,84,False
2018-02-05,75,False
2018-02-06,75,False
2018-02-07,75,False
2018-02-08,75,False
2018-02-09,76,False
2018-02-10,86,False
2018-02-11,85,False
2018-02-12,76,False
2018-02-13,78,False
2018-02-14,76,False
2018-02-15,76,False
2018-02-16,76,False
2018-02-17,81,False
2018-02-18,80,False
2018-02-19,71,False
2018-02-20,75,False
2018-02-21,72,False
2018-02-22,78,False
2018-02-23,78,False
2018-02-24,83,False
2018-02-25,84,False
2018-02-26,71,False
2018-02-27,73,False
2018-02-28,73,False
2018-03-01,77,False
2018-03-02,77,False
2018-03-03,81,False
2018-03-04,82,False
2018-03-05,71,False
2018-03-06,71,False
2018-03-07,71,False
2018-03-08,73,False
2018-03-09,72,False
2018-03-10,80,False
2018-03-11,78,False
2018-03-12,69,False
2018-03-13,69,False
2018-03-14,70,False
2018-03-15,73,False
2018-03-16,75,False
2018-03-17,90,False
2018-03-18,80,False
2018-03-19,75,False
2018-03-20,75,False
2018-03-21,72,False
2018-03-22,74,False
2018-03-23,74,False
2018-03-24,78,False
2018-03-25,75,False
2018-03-26,71,False
2018-03-27,73,False
2018-03-28,73,False
2018-03-29,77,False
2018-03-30,78,False
2018-03-31,79,False
2018-04-01,80,False
2018-04-02,73,False
2018-04-03,72,False
2018-04-04,71,False
2018-04-05,70,False
2018-04-06,71,False
2018-04-07,76,False
2018-04-08,77,False
2018-04-09,71,False
2018-04-10,70,False
2018-04-11,69,False
2018-04-12,68,False
2018-04-13,72,False
2018-04-14,77,False
2018-04-15,74,False
2018-04-16,67,False
2018-04-17,67,False
2018-04-18,64,False
2018-04-19,72,False
2018-04-20,69,False
2018-04-21,77,False
2018-04-22,74,False
2018-04-23,67,False
2018-04-24,65,False
2018-04-25,69,False
2018-04-26,68,False
2018-04-27,68,False
2018-04-28,74,False
2018-04-29,70,False
2018-04-30,67,False
2018-05-01,67,False
2018-05-02,64,False
2018-05-03,67,False
2018-05-04,67,False
2018-05-05,75,False
2018-05-06,73,False
2018-05-07,65,False
2018-05-08,66,False
2018-05-09,67,False
2018-05-10,66,False
2018-05-11,69,False
2018-05-12,71,False
2018-05-13,69,False
2018-05-14,65,False
2018-05-15,65,False
2018-05-16,66,False
2018-05-17,66,False
2018-05-18,67,False
2018-05-19,72,False
2018-05-20,73,False
2018-05-21,67,False
2018-05-22,65,False
2018-05-23,65,False
2018-05-24,66,False
2018-05-25,68,False
2018-05-26,74,False
2018-05-27,71,False
2018-05-28,67,False
2018-05-29,65,False
2018-05-30,67,False
2018-05-31,68,False
2018-06-01,67,False
