date,FB,isPartial
2012-06-04,55,False
2012-06-05,55,False
2012-06-06,54,False
2012-06-07,55,False
2012-06-08,56,False
2012-06-09,67,False
2012-06-10,62,False
2012-06-11,53,False
2012-06-12,54,False
2012-06-13,55,False
2012-06-14,54,False
2012-06-15,57,False
2012-06-16,65,False
2012-06-17,63,False
2012-06-18,55,False
2012-06-19,56,False
2012-06-20,56,False
2012-06-21,54,False
2012-06-22,56,False
2012-06-23,65,False
2012-06-24,60,False
2012-06-25,56,False
2012-06-26,54,False
2012-06-27,55,False
2012-06-28,56,False
2012-06-29,57,False
2012-06-30,65,False
2012-07-01,61,False
2012-07-02,58,False
2012-07-03,55,False
2012-07-04,57,False
2012-07-05,56,False
2012-07-06,58,False
2012-07-07,66,False
2012-07-08,62,False
2012-07-09,53,False
2012-07-10,53,False
2012-07-11,53,False
2012-07-12,55,False
2012-07-13,56,False
2012-07-14,63,False
2012-07-15,61,False
2012-07-16,54,False
2012-07-17,53,False
2012-07-18,54,False
2012-07-19,57,False
2012-07-20,58,False
2012-07-21,66,False
2012-07-22,63,False
2012-07-23,55,False
2012-07-24,55,False
2012-07-25,55,False
2012-07-26,55,False
2012-07-27,59,False
2012-07-28,66,False
2012-07-29,66,False
2012-07-30,55,False
2012-07-31,56,False
2012-08-01,56,False
2012-08-02,58,False
2012-08-03,60,False
2012-08-04,68,False
2012-08-05,64,False
2012-08-06,55,False
2012-08-07,54,False
2012-08-08,57,False
2012-08-09,55,False
2012-08-10,59,False
2012-08-11,67,False
2012-08-12,67,False
2012-08-13,57,False
2012-08-14,57,False
2012-08-15,58,False
2012-08-16,58,False
2012-08-17,59,False
2012-08-18,64,False
2012-08-19,60,False
2012-08-20,54,False
2012-08-21,54,False
2012-08-22,55,False
2012-08-23,57,False
2012-08-24,57,False
2012-08-25,67,False
2012-08-26,66,False
2012-08-27,57,False
2012-08-28,55,False
2012-08-29,59,False
2012-08-30,58,False
2012-08-31,59,False
2012-09-01,68,False
2012-09-02,67,False
2012-09-03,60,False
2012-09-04,54,False
2012-09-05,56,False
2012-09-06,55,False
2012-09-07,61,False
2012-09-08,68,False
2012-09-09,66,False
2012-09-10,55,False
2012-09-11,52,False
2012-09-12,54,False
2012-09-13,55,False
2012-09-14,58,False
2012-09-15,69,False
2012-09-16,67,False
2012-09-17,57,False
2012-09-18,56,False
2012-09-19,56,False
2012-09-20,56,False
2012-09-21,59,False
2012-09-22,68,False
2012-09-23,68,False
2012-09-24,56,False
2012-09-25,55,False
2012-09-26,56,False
2012-09-27,56,False
2012-09-28,59,False
2012-09-29,69,False
2012-09-30,69,False
2012-10-01,59,False
2012-10-02,58,False
2012-10-03,57,False
2012-10-04,67,False
2012-10-05,77,False
2012-10-06,88,False
2012-10-07,85,False
2012-10-08,71,False
2012-10-09,69,False
2012-10-10,73,False
2012-10-11,73,False
2012-10-12,76,False
2012-10-13,87,False
2012-10-14,85,False
2012-10-15,68,False
2012-10-16,69,False
2012-10-17,72,False
2012-10-18,70,False
2012-10-19,73,False
2012-10-20,89,False
2012-10-21,85,False
2012-10-22,71,False
2012-10-23,70,False
2012-10-24,72,False
2012-10-25,73,False
2012-10-26,77,False
2012-10-27,89,False
2012-10-28,84,False
2012-10-29,74,False
2012-10-30,75,False
2012-10-31,75,False
2012-11-01,80,False
2012-11-02,83,False
2012-11-03,91,False
2012-11-04,90,False
2012-11-05,73,False
2012-11-06,73,False
2012-11-07,72,False
2012-11-08,76,False
2012-11-09,81,False
2012-11-10,88,False
2012-11-11,87,False
2012-11-12,72,False
2012-11-13,73,False
2012-11-14,72,False
2012-11-15,76,False
2012-11-16,76,False
2012-11-17,88,False
2012-11-18,87,False
2012-11-19,72,False
