date,FB,isPartial
2015-12-26,87,False
2015-12-27,85,False
2015-12-28,79,False
2015-12-29,79,False
2015-12-30,81,False
2015-12-31,93,False
2016-01-01,100,False
2016-01-02,97,False
2016-01-03,95,False
2016-01-04,82,False
2016-01-05,85,False
2016-01-06,84,False
2016-01-07,83,False
2016-01-08,86,False
2016-01-09,93,False
2016-01-10,91,False
2016-01-11,81,False
2016-01-12,81,False
2016-01-13,83,False
2016-01-14,81,False
2016-01-15,83,False
2016-01-16,96,False
2016-01-17,89,False
2016-01-18,83,False
2016-01-19,80,False
2016-01-20,80,False
2016-01-21,82,False
2016-01-22,84,False
2016-01-23,92,False
2016-01-24,91,False
2016-01-25,81,False
2016-01-26,81,False
2016-01-27,79,False
2016-01-28,82,False
2016-01-29,87,False
2016-01-30,93,False
2016-01-31,92,False
2016-02-01,80,False
2016-02-02,82,False
2016-02-03,80,False
2016-02-04,83,False
2016-02-05,86,False
2016-02-06,93,False
2016-02-07,94,False
2016-02-08,81,False
2016-02-09,82,False
2016-02-10,83,False
2016-02-11,83,False
2016-02-12,86,False
2016-02-13,94,False
2016-02-14,93,False
2016-02-15,80,False
2016-02-16,80,False
2016-02-17,80,False
2016-02-18,83,False
2016-02-19,84,False
2016-02-20,95,False
2016-02-21,92,False
2016-02-22,80,False
2016-02-23,78,False
2016-02-24,81,False
2016-02-25,79,False
2016-02-26,84,False
2016-02-27,92,False
2016-02-28,90,False
2016-02-29,81,False
2016-03-01,76,False
2016-03-02,82,False
2016-03-03,84,False
2016-03-04,86,False
2016-03-05,94,False
2016-03-06,91,False
2016-03-07,83,False
2016-03-08,84,False
2016-03-09,79,False
2016-03-10,81,False
2016-03-11,84,False
2016-03-12,97,False
2016-03-13,88,False
2016-03-14,79,False
2016-03-15,80,False
2016-03-16,80,False
2016-03-17,81,False
2016-03-18,83,False
2016-03-19,89,False
2016-03-20,91,False
2016-03-21,83,False
2016-03-22,83,False
2016-03-23,84,False
2016-03-24,86,False
2016-03-25,87,False
2016-03-26,94,False
2016-03-27,90,False
2016-03-28,84,False
2016-03-29,79,False
2016-03-30,80,False
2016-03-31,80,False
2016-04-01,82,False
2016-04-02,92,False
2016-04-03,87,False
2016-04-04,76,False
2016-04-05,75,False
2016-04-06,78,False
2016-04-07,77,False
2016-04-08,81,False
2016-04-09,93,False
2016-04-10,84,False
2016-04-11,77,False
2016-04-12,77,False
2016-04-13,80,False
2016-04-14,82,False
2016-04-15,81,False
2016-04-16,88,False
2016-04-17,88,False
2016-04-18,79,False
2016-04-19,78,False
2016-04-20,78,False
2016-04-21,79,False
2016-04-22,83,False
2016-04-23,90,False
2016-04-24,88,False
2016-04-25,79,False
2016-04-26,81,False
2016-04-27,80,False
2016-04-28,82,False
2016-04-29,86,False
2016-04-30,92,False
2016-05-01,93,False
2016-05-02,84,False
2016-05-03,81,False
2016-05-04,84,False
2016-05-05,82,False
2016-05-06,89,False
2016-05-07,97,False
2016-05-08,93,False
2016-05-09,86,False
2016-05-10,84,False
2016-05-11,82,False
2016-05-12,86,False
2016-05-13,87,False
2016-05-14,97,False
2016-05-15,96,False
2016-05-16,82,False
2016-05-17,87,False
2016-05-18,82,False
2016-05-19,85,False
2016-05-20,85,False
2016-05-21,97,False
2016-05-22,93,False
2016-05-23,81,False
2016-05-24,81,False
2016-05-25,83,False
2016-05-26,87,False
2016-05-27,89,False
2016-05-28,96,False
