date,FB,isPartial
2018-02-13,87,False
2018-02-14,86,False
2018-02-15,84,False
2018-02-16,87,False
2018-02-17,91,False
2018-02-18,92,False
2018-02-19,80,False
2018-02-20,82,False
2018-02-21,81,False
2018-02-22,86,False
2018-02-23,90,False
2018-02-24,93,False
2018-02-25,94,False
2018-02-26,82,False
2018-02-27,82,False
2018-02-28,80,False
2018-03-01,85,False
2018-03-02,85,False
2018-03-03,91,False
2018-03-04,92,False
2018-03-05,79,False
2018-03-06,79,False
2018-03-07,82,False
2018-03-08,83,False
2018-03-09,82,False
2018-03-10,89,False
2018-03-11,91,False
2018-03-12,78,False
2018-03-13,78,False
2018-03-14,77,False
2018-03-15,81,False
2018-03-16,83,False
2018-03-17,100,False
2018-03-18,89,False
2018-03-19,85,False
2018-03-20,83,False
2018-03-21,83,False
2018-03-22,83,False
2018-03-23,83,False
2018-03-24,90,False
2018-03-25,87,False
2018-03-26,81,False
2018-03-27,81,False
2018-03-28,82,False
2018-03-29,87,False
2018-03-30,86,False
2018-03-31,89,False
2018-04-01,89,False
2018-04-02,82,False
2018-04-03,79,False
2018-04-04,78,False
2018-04-05,77,False
2018-04-06,80,False
2018-04-07,87,False
2018-04-08,85,False
2018-04-09,78,False
2018-04-10,77,False
2018-04-11,77,False
2018-04-12,79,False
2018-04-13,80,False
2018-04-14,85,False
2018-04-15,83,False
2018-04-16,75,False
2018-04-17,76,False
2018-04-18,74,False
2018-04-19,80,False
2018-04-20,78,False
2018-04-21,85,False
2018-04-22,83,False
2018-04-23,75,False
2018-04-24,74,False
2018-04-25,75,False
2018-04-26,76,False
2018-04-27,77,False
2018-04-28,84,False
2018-04-29,81,False
2018-04-30,76,False
2018-05-01,77,False
2018-05-02,75,False
2018-05-03,74,False
2018-05-04,75,False
2018-05-05,83,False
2018-05-06,83,False
2018-05-07,73,False
2018-05-08,74,False
2018-05-09,73,False
2018-05-10,77,False
2018-05-11,78,False
2018-05-12,81,False
2018-05-13,81,False
2018-05-14,74,False
2018-05-15,72,False
2018-05-16,72,False
2018-05-17,74,False
2018-05-18,74,False
2018-05-19,81,False
2018-05-20,83,False
2018-05-21,73,False
2018-05-22,72,False
2018-05-23,75,False
2018-05-24,76,False
2018-05-25,77,False
2018-05-26,81,False
2018-05-27,81,False
2018-05-28,75,False
2018-05-29,74,False
2018-05-30,75,False
2018-05-31,76,False
2018-06-01,76,False
