date,FB,isPartial
2017-01-19,87,False
2017-01-20,87,False
2017-01-21,100,False
2017-01-22,95,False
2017-01-23,86,False
2017-01-24,85,False
2017-01-25,87,False
2017-01-26,92,False
2017-01-27,91,False
2017-01-28,100,False
2017-01-29,93,False
2017-01-30,82,False
2017-01-31,86,False
2017-02-01,84,False
2017-02-02,88,False
2017-02-03,89,False
2017-02-04,97,False
2017-02-05,93,False
2017-02-06,84,False
2017-02-07,84,False
2017-02-08,86,False
2017-02-09,87,False
2017-02-10,90,False
2017-02-11,99,False
2017-02-12,94,False
2017-02-13,83,False
2017-02-14,89,False
2017-02-15,86,False
2017-02-16,86,False
2017-02-17,86,False
2017-02-18,98,False
2017-02-19,96,False
2017-02-20,85,False
2017-02-21,86,False
2017-02-22,87,False
2017-02-23,87,False
2017-02-24,88,False
2017-02-25,99,False
2017-02-26,96,False
2017-02-27,83,False
2017-02-28,84,False
2017-03-01,88,False
2017-03-02,84,False
2017-03-03,90,False
2017-03-04,95,False
2017-03-05,91,False
2017-03-06,81,False
2017-03-07,82,False
2017-03-08,87,False
2017-03-09,86,False
2017-03-10,89,False
2017-03-11,96,False
2017-03-12,90,False
2017-03-13,79,False
2017-03-14,84,False
2017-03-15,84,False
2017-03-16,84,False
2017-03-17,87,False
2017-03-18,94,False
2017-03-19,87,False
2017-03-20,81,False
2017-03-21,85,False
2017-03-22,87,False
2017-03-23,85,False
2017-03-24,86,False
2017-03-25,96,False
2017-03-26,92,False
2017-03-27,83,False
2017-03-28,82,False
2017-03-29,84,False
2017-03-30,86,False
2017-03-31,88,False
2017-04-01,95,False
2017-04-02,96,False
2017-04-03,85,False
2017-04-04,87,False
2017-04-05,85,False
2017-04-06,84,False
2017-04-07,86,False
2017-04-08,96,False
2017-04-09,94,False
2017-04-10,85,False
2017-04-11,85,False
2017-04-12,83,False
2017-04-13,91,False
2017-04-14,94,False
2017-04-15,95,False
2017-04-16,93,False
2017-04-17,85,False
2017-04-18,84,False
2017-04-19,85,False
2017-04-20,83,False
2017-04-21,89,False
2017-04-22,92,False
2017-04-23,95,False
2017-04-24,85,False
2017-04-25,84,False
2017-04-26,80,False
2017-04-27,82,False
2017-04-28,87,False
2017-04-29,95,False
2017-04-30,89,False
2017-05-01,86,False
2017-05-02,85,False
2017-05-03,84,False
2017-05-04,83,False
2017-05-05,85,False
2017-05-06,93,False
2017-05-07,93,False
2017-05-08,84,False
2017-05-09,86,False
2017-05-10,80,False
2017-05-11,84,False
2017-05-12,86,False
2017-05-13,94,False
2017-05-14,93,False
2017-05-15,85,False
2017-05-16,81,False
2017-05-17,82,False
2017-05-18,82,False
2017-05-19,86,False
2017-05-20,93,False
2017-05-21,91,False
2017-05-22,82,False
2017-05-23,81,False
2017-05-24,84,False
2017-05-25,87,False
2017-05-26,87,False
2017-05-27,94,False
2017-05-28,91,False
2017-05-29,84,False
2017-05-30,84,False
2017-05-31,83,False
2017-06-01,84,False
2017-06-02,85,False
2017-06-03,92,False
2017-06-04,88,False
2017-06-05,82,False
2017-06-06,80,False
2017-06-07,82,False
2017-06-08,81,False
2017-06-09,86,False
2017-06-10,94,False
2017-06-11,91,False
2017-06-12,81,False
2017-06-13,81,False
2017-06-14,80,False
2017-06-15,82,False
2017-06-16,86,False
2017-06-17,94,False
2017-06-18,89,False
2017-06-19,81,False
2017-06-20,78,False
2017-06-21,79,False
2017-06-22,81,False
2017-06-23,81,False
2017-06-24,86,False
2017-06-25,86,False
2017-06-26,83,False
2017-06-27,82,False
2017-06-28,84,False
2017-06-29,83,False
2017-06-30,84,False
2017-07-01,89,False
2017-07-02,90,False
2017-07-03,84,False
2017-07-04,84,False
2017-07-05,82,False
2017-07-06,82,False
2017-07-07,82,False
2017-07-08,91,False
2017-07-09,90,False
2017-07-10,79,False
2017-07-11,81,False
2017-07-12,79,False
2017-07-13,82,False
2017-07-14,82,False
2017-07-15,93,False
2017-07-16,89,False
2017-07-17,77,False
2017-07-18,78,False
2017-07-19,75,False
2017-07-20,77,False
2017-07-21,79,False
2017-07-22,86,False
2017-07-23,85,False
2017-07-24,75,False
2017-07-25,75,False
2017-07-26,76,False
2017-07-27,77,False
2017-07-28,77,False
2017-07-29,83,False
2017-07-30,85,False
2017-07-31,75,False
2017-08-01,74,False
2017-08-02,73,False
2017-08-03,75,False
2017-08-04,79,False
2017-08-05,85,False
2017-08-06,84,False
2017-08-07,76,False
2017-08-08,70,False
2017-08-09,72,False
2017-08-10,72,False
2017-08-11,78,False
2017-08-12,83,False
2017-08-13,83,False
2017-08-14,75,False
2017-08-15,75,False
2017-08-16,74,False
2017-08-17,76,False
2017-08-18,73,False
2017-08-19,81,False
2017-08-20,83,False
2017-08-21,72,False
2017-08-22,71,False
2017-08-23,74,False
2017-08-24,75,False
2017-08-25,76,False
2017-08-26,88,False
2017-08-27,82,False
2017-08-28,72,False
2017-08-29,72,False
2017-08-30,75,False
2017-08-31,73,False
2017-09-01,77,False
2017-09-02,84,False
2017-09-03,83,False
2017-09-04,74,False
2017-09-05,70,False
2017-09-06,71,False
2017-09-07,74,False
2017-09-08,74,False
2017-09-09,80,False
2017-09-10,78,False
2017-09-11,67,False
2017-09-12,71,False
2017-09-13,69,False
2017-09-14,70,False
2017-09-15,74,False
2017-09-16,81,False
2017-09-17,79,False
2017-09-18,68,False
2017-09-19,69,False
2017-09-20,70,False
2017-09-21,70,False
2017-09-22,74,False
2017-09-23,86,False
2017-09-24,77,False
2017-09-25,69,False
2017-09-26,72,False
2017-09-27,68,False
2017-09-28,70,False
2017-09-29,73,False
2017-09-30,78,False
2017-10-01,77,False
2017-10-02,68,False
2017-10-03,67,False
2017-10-04,67,False
2017-10-05,70,False
2017-10-06,69,False
