date,CTXS,isPartial
2014-12-01,0,False
2014-12-02,0,False
2014-12-03,26,False
2014-12-04,0,False
2014-12-05,9,False
2014-12-06,0,False
2014-12-07,0,False
2014-12-08,9,False
2014-12-09,17,False
2014-12-10,9,False
2014-12-11,36,False
2014-12-12,19,False
2014-12-13,11,False
2014-12-14,10,False
2014-12-15,17,False
2014-12-16,18,False
2014-12-17,18,False
2014-12-18,18,False
2014-12-19,10,False
2014-12-20,22,False
2014-12-21,0,False
2014-12-22,0,False
2014-12-23,10,False
2014-12-24,0,False
2014-12-25,0,False
2014-12-26,21,False
2014-12-27,0,False
2014-12-28,0,False
2014-12-29,9,False
2014-12-30,0,False
2014-12-31,11,False
2015-01-01,0,False
2015-01-02,29,False
2015-01-03,0,False
2015-01-04,0,False
2015-01-05,17,False
2015-01-06,0,False
2015-01-07,9,False
2015-01-08,0,False
2015-01-09,26,False
2015-01-10,0,False
2015-01-11,0,False
2015-01-12,0,False
2015-01-13,25,False
2015-01-14,8,False
2015-01-15,0,False
2015-01-16,9,False
2015-01-17,0,False
2015-01-18,0,False
2015-01-19,0,False
2015-01-20,0,False
2015-01-21,8,False
2015-01-22,0,False
2015-01-23,0,False
2015-01-24,10,False
2015-01-25,0,False
2015-01-26,17,False
2015-01-27,17,False
2015-01-28,25,False
2015-01-29,26,False
2015-01-30,17,False
2015-01-31,0,False
2015-02-01,0,False
2015-02-02,25,False
2015-02-03,25,False
2015-02-04,25,False
2015-02-05,17,False
2015-02-06,9,False
2015-02-07,0,False
2015-02-08,0,False
2015-02-09,8,False
2015-02-10,0,False
2015-02-11,33,False
2015-02-12,0,False
2015-02-13,18,False
2015-02-14,0,False
2015-02-15,10,False
2015-02-16,17,False
2015-02-17,0,False
2015-02-18,8,False
2015-02-19,9,False
2015-02-20,9,False
2015-02-21,0,False
2015-02-22,19,False
2015-02-23,16,False
2015-02-24,16,False
2015-02-25,16,False
2015-02-26,25,False
2015-02-27,0,False
2015-02-28,0,False
2015-03-01,0,False
2015-03-02,8,False
2015-03-03,16,False
2015-03-04,17,False
2015-03-05,17,False
2015-03-06,9,False
2015-03-07,0,False
2015-03-08,0,False
2015-03-09,8,False
2015-03-10,33,False
2015-03-11,25,False
2015-03-12,25,False
2015-03-13,9,False
2015-03-14,0,False
2015-03-15,0,False
2015-03-16,17,False
2015-03-17,8,False
2015-03-18,0,False
2015-03-19,25,False
2015-03-20,0,False
2015-03-21,0,False
2015-03-22,0,False
2015-03-23,8,False
2015-03-24,0,False
2015-03-25,12,False
2015-03-26,19,False
2015-03-27,0,False
2015-03-28,0,False
2015-03-29,0,False
2015-03-30,17,False
2015-03-31,0,False
2015-04-01,0,False
2015-04-02,0,False
2015-04-03,9,False
2015-04-04,10,False
2015-04-05,0,False
2015-04-06,18,False
2015-04-07,8,False
2015-04-08,17,False
2015-04-09,51,False
2015-04-10,35,False
2015-04-11,0,False
2015-04-12,0,False
2015-04-13,33,False
2015-04-14,8,False
2015-04-15,17,False
2015-04-16,17,False
2015-04-17,17,False
2015-04-18,0,False
2015-04-19,0,False
2015-04-20,16,False
2015-04-21,25,False
2015-04-22,33,False
2015-04-23,34,False
2015-04-24,17,False
2015-04-25,20,False
2015-04-26,19,False
2015-04-27,25,False
2015-04-28,8,False
2015-04-29,33,False
2015-04-30,17,False
2015-05-01,19,False
2015-05-02,0,False
2015-05-03,19,False
2015-05-04,25,False
2015-05-05,41,False
2015-05-06,8,False
2015-05-07,0,False
2015-05-08,18,False
2015-05-09,20,False
2015-05-10,0,False
2015-05-11,8,False
2015-05-12,33,False
2015-05-13,8,False
2015-05-14,17,False
2015-05-15,26,False
2015-05-16,0,False
2015-05-17,0,False
2015-05-18,24,False
2015-05-19,0,False
2015-05-20,41,False
2015-05-21,8,False
2015-05-22,9,False
2015-05-23,0,False
2015-05-24,0,False
2015-05-25,9,False
2015-05-26,24,False
2015-05-27,8,False
2015-05-28,16,False
2015-05-29,9,False
2015-05-30,0,False
2015-05-31,0,False
2015-06-01,0,False
2015-06-02,8,False
2015-06-03,17,False
2015-06-04,17,False
2015-06-05,26,False
2015-06-06,0,False
2015-06-07,0,False
2015-06-08,8,False
2015-06-09,16,False
2015-06-10,16,False
2015-06-11,50,False
2015-06-12,18,False
2015-06-13,10,False
2015-06-14,0,False
2015-06-15,16,False
2015-06-16,16,False
2015-06-17,17,False
2015-06-18,17,False
2015-06-19,9,False
2015-06-20,10,False
2015-06-21,10,False
2015-06-22,8,False
2015-06-23,16,False
2015-06-24,8,False
2015-06-25,17,False
2015-06-26,9,False
2015-06-27,10,False
2015-06-28,10,False
2015-06-29,25,False
2015-06-30,17,False
2015-07-01,34,False
2015-07-02,0,False
2015-07-03,9,False
2015-07-04,0,False
2015-07-05,0,False
2015-07-06,8,False
2015-07-07,8,False
2015-07-08,16,False
2015-07-09,8,False
2015-07-10,17,False
2015-07-11,0,False
2015-07-12,10,False
2015-07-13,33,False
2015-07-14,8,False
2015-07-15,17,False
2015-07-16,17,False
2015-07-17,18,False
2015-07-18,11,False
2015-07-19,0,False
2015-07-20,0,False
2015-07-21,25,False
2015-07-22,17,False
2015-07-23,8,False
2015-07-24,18,False
2015-07-25,0,False
2015-07-26,0,False
2015-07-27,33,False
2015-07-28,33,False
2015-07-29,100,False
2015-07-30,67,False
2015-07-31,17,False
2015-08-01,0,False
2015-08-02,0,False
2015-08-03,42,False
2015-08-04,25,False
2015-08-05,8,False
2015-08-06,26,False
2015-08-07,17,False
2015-08-08,0,False
2015-08-09,10,False
2015-08-10,8,False
2015-08-11,16,False
2015-08-12,8,False
2015-08-13,25,False
2015-08-14,52,False
2015-08-15,10,False
2015-08-16,10,False
2015-08-17,25,False
2015-08-18,25,False
