date,CTXS,isPartial
2012-10-12,13,False
2012-10-13,0,False
2012-10-14,0,False
2012-10-15,24,False
2012-10-16,24,False
2012-10-17,25,False
2012-10-18,25,False
2012-10-19,78,False
2012-10-20,0,False
2012-10-21,0,False
2012-10-22,12,False
2012-10-23,48,False
2012-10-24,37,False
2012-10-25,38,False
2012-10-26,27,False
2012-10-27,0,False
2012-10-28,0,False
2012-10-29,12,False
2012-10-30,0,False
2012-10-31,37,False
2012-11-01,0,False
2012-11-02,13,False
2012-11-03,15,False
2012-11-04,14,False
2012-11-05,24,False
2012-11-06,12,False
2012-11-07,12,False
2012-11-08,12,False
2012-11-09,0,False
2012-11-10,15,False
2012-11-11,14,False
2012-11-12,0,False
2012-11-13,0,False
2012-11-14,37,False
2012-11-15,37,False
2012-11-16,0,False
2012-11-17,14,False
2012-11-18,14,False
2012-11-19,0,False
2012-11-20,36,False
2012-11-21,12,False
2012-11-22,13,False
2012-11-23,13,False
2012-11-24,0,False
2012-11-25,0,False
2012-11-26,12,False
2012-11-27,12,False
2012-11-28,0,False
2012-11-29,12,False
2012-11-30,0,False
2012-12-01,0,False
2012-12-02,0,False
2012-12-03,12,False
2012-12-04,12,False
2012-12-05,35,False
2012-12-06,73,False
2012-12-07,38,False
2012-12-08,14,False
2012-12-09,14,False
2012-12-10,12,False
2012-12-11,12,False
2012-12-12,72,False
2012-12-13,24,False
2012-12-14,25,False
2012-12-15,0,False
2012-12-16,0,False
2012-12-17,0,False
2012-12-18,36,False
2012-12-19,12,False
2012-12-20,50,False
2012-12-21,52,False
2012-12-22,0,False
2012-12-23,30,False
2012-12-24,15,False
2012-12-25,0,False
2012-12-26,13,False
2012-12-27,13,False
2012-12-28,26,False
2012-12-29,29,False
2012-12-30,0,False
2012-12-31,43,False
2013-01-01,31,False
2013-01-02,37,False
2013-01-03,0,False
2013-01-04,12,False
2013-01-05,0,False
2013-01-06,54,False
2013-01-07,23,False
2013-01-08,12,False
2013-01-09,34,False
2013-01-10,92,False
2013-01-11,0,False
2013-01-12,0,False
2013-01-13,0,False
2013-01-14,0,False
2013-01-15,0,False
2013-01-16,45,False
2013-01-17,11,False
2013-01-18,35,False
2013-01-19,40,False
2013-01-20,26,False
2013-01-21,0,False
2013-01-22,11,False
2013-01-23,22,False
2013-01-24,57,False
2013-01-25,12,False
2013-01-26,0,False
2013-01-27,13,False
2013-01-28,22,False
2013-01-29,44,False
2013-01-30,33,False
2013-01-31,45,False
2013-02-01,35,False
2013-02-02,13,False
2013-02-03,0,False
2013-02-04,22,False
2013-02-05,22,False
2013-02-06,22,False
2013-02-07,23,False
2013-02-08,47,False
2013-02-09,0,False
2013-02-10,0,False
2013-02-11,0,False
2013-02-12,23,False
2013-02-13,22,False
2013-02-14,12,False
2013-02-15,24,False
2013-02-16,0,False
2013-02-17,0,False
2013-02-18,11,False
2013-02-19,11,False
2013-02-20,22,False
2013-02-21,33,False
2013-02-22,23,False
2013-02-23,0,False
2013-02-24,0,False
2013-02-25,32,False
2013-02-26,11,False
2013-02-27,11,False
2013-02-28,0,False
2013-03-01,46,False
2013-03-02,0,False
2013-03-03,0,False
2013-03-04,11,False
2013-03-05,44,False
2013-03-06,22,False
2013-03-07,22,False
2013-03-08,11,False
2013-03-09,0,False
2013-03-10,0,False
2013-03-11,0,False
2013-03-12,11,False
2013-03-13,11,False
2013-03-14,0,False
2013-03-15,34,False
2013-03-16,0,False
2013-03-17,0,False
2013-03-18,32,False
2013-03-19,21,False
2013-03-20,32,False
2013-03-21,0,False
2013-03-22,0,False
2013-03-23,26,False
2013-03-24,13,False
2013-03-25,32,False
2013-03-26,11,False
2013-03-27,22,False
2013-03-28,35,False
2013-03-29,13,False
2013-03-30,14,False
2013-03-31,14,False
2013-04-01,11,False
2013-04-02,32,False
2013-04-03,0,False
2013-04-04,11,False
2013-04-05,34,False
2013-04-06,0,False
2013-04-07,0,False
2013-04-08,0,False
2013-04-09,0,False
