date,CTXS,isPartial
2010-08-24,15,False
2010-08-25,0,False
2010-08-26,30,False
2010-08-27,47,False
2010-08-28,58,False
2010-08-29,0,False
2010-08-30,44,False
2010-08-31,14,False
2010-09-01,0,False
2010-09-02,73,False
2010-09-03,15,False
2010-09-04,0,False
2010-09-05,0,False
2010-09-06,0,False
2010-09-07,72,False
2010-09-08,14,False
2010-09-09,59,False
2010-09-10,31,False
2010-09-11,0,False
2010-09-12,0,False
2010-09-13,28,False
2010-09-14,69,False
2010-09-15,29,False
2010-09-16,0,False
2010-09-17,15,False
2010-09-18,0,False
2010-09-19,18,False
2010-09-20,0,False
2010-09-21,14,False
2010-09-22,28,False
2010-09-23,14,False
2010-09-24,15,False
2010-09-25,0,False
2010-09-26,17,False
2010-09-27,14,False
2010-09-28,14,False
2010-09-29,28,False
2010-09-30,14,False
2010-10-01,44,False
2010-10-02,0,False
2010-10-03,0,False
2010-10-04,14,False
2010-10-05,28,False
2010-10-06,56,False
2010-10-07,60,False
2010-10-08,30,False
2010-10-09,0,False
2010-10-10,0,False
2010-10-11,29,False
2010-10-12,85,False
2010-10-13,14,False
2010-10-14,28,False
2010-10-15,29,False
2010-10-16,0,False
2010-10-17,0,False
2010-10-18,67,False
2010-10-19,13,False
2010-10-20,55,False
2010-10-21,82,False
2010-10-22,29,False
2010-10-23,35,False
2010-10-24,0,False
2010-10-25,13,False
2010-10-26,13,False
2010-10-27,54,False
2010-10-28,14,False
2010-10-29,29,False
2010-10-30,0,False
2010-10-31,0,False
2010-11-01,28,False
2010-11-02,79,False
2010-11-03,13,False
2010-11-04,40,False
2010-11-05,29,False
2010-11-06,0,False
2010-11-07,0,False
2010-11-08,26,False
2010-11-09,52,False
2010-11-10,0,False
2010-11-11,54,False
2010-11-12,28,False
2010-11-13,0,False
2010-11-14,0,False
2010-11-15,27,False
2010-11-16,13,False
2010-11-17,27,False
2010-11-18,27,False
2010-11-19,14,False
2010-11-20,17,False
2010-11-21,0,False
2010-11-22,39,False
2010-11-23,0,False
2010-11-24,13,False
2010-11-25,29,False
2010-11-26,29,False
2010-11-27,0,False
2010-11-28,0,False
2010-11-29,38,False
2010-11-30,25,False
2010-12-01,0,False
2010-12-02,26,False
2010-12-03,14,False
2010-12-04,0,False
2010-12-05,0,False
2010-12-06,26,False
2010-12-07,0,False
2010-12-08,14,False
2010-12-09,27,False
2010-12-10,0,False
2010-12-11,17,False
2010-12-12,0,False
2010-12-13,13,False
2010-12-14,40,False
2010-12-15,27,False
2010-12-16,28,False
2010-12-17,29,False
2010-12-18,0,False
2010-12-19,17,False
2010-12-20,27,False
2010-12-21,41,False
2010-12-22,28,False
2010-12-23,30,False
2010-12-24,0,False
2010-12-25,0,False
2010-12-26,0,False
2010-12-27,15,False
2010-12-28,15,False
2010-12-29,0,False
2010-12-30,0,False
2010-12-31,18,False
2011-01-01,0,False
2011-01-02,17,False
2011-01-03,0,False
2011-01-04,0,False
2011-01-05,13,False
2011-01-06,14,False
2011-01-07,0,False
2011-01-08,0,False
2011-01-09,0,False
2011-01-10,25,False
2011-01-11,13,False
2011-01-12,25,False
2011-01-13,13,False
2011-01-14,13,False
2011-01-15,0,False
2011-01-16,0,False
2011-01-17,12,False
2011-01-18,0,False
2011-01-19,0,False
2011-01-20,61,False
2011-01-21,0,False
2011-01-22,15,False
2011-01-23,0,False
2011-01-24,24,False
2011-01-25,37,False
2011-01-26,0,False
2011-01-27,100,False
2011-01-28,39,False
2011-01-29,15,False
2011-01-30,0,False
2011-01-31,12,False
2011-02-01,12,False
2011-02-02,12,False
2011-02-03,0,False
2011-02-04,0,False
2011-02-05,0,False
2011-02-06,0,False
2011-02-07,0,False
2011-02-08,24,False
2011-02-09,12,False
2011-02-10,25,False
2011-02-11,13,False
2011-02-12,15,False
2011-02-13,0,False
2011-02-14,12,False
2011-02-15,12,False
2011-02-16,12,False
