date,CTXS,isPartial
2017-05-29,9,False
2017-05-30,0,False
2017-05-31,18,False
2017-06-01,9,False
2017-06-02,9,False
2017-06-03,10,False
2017-06-04,10,False
2017-06-05,0,False
2017-06-06,0,False
2017-06-07,9,False
2017-06-08,35,False
2017-06-09,18,False
2017-06-10,0,False
2017-06-11,0,False
2017-06-12,17,False
2017-06-13,9,False
2017-06-14,27,False
2017-06-15,27,False
2017-06-16,9,False
2017-06-17,0,False
2017-06-18,0,False
2017-06-19,9,False
2017-06-20,0,False
2017-06-21,8,False
2017-06-22,9,False
2017-06-23,9,False
2017-06-24,0,False
2017-06-25,0,False
2017-06-26,0,False
2017-06-27,37,False
2017-06-28,9,False
2017-06-29,18,False
2017-06-30,9,False
2017-07-01,0,False
2017-07-02,11,False
2017-07-03,0,False
2017-07-04,0,False
2017-07-05,0,False
2017-07-06,0,False
2017-07-07,9,False
2017-07-08,0,False
2017-07-09,0,False
2017-07-10,27,False
2017-07-11,27,False
2017-07-12,27,False
2017-07-13,0,False
2017-07-14,0,False
2017-07-15,11,False
2017-07-16,0,False
2017-07-17,9,False
2017-07-18,0,False
2017-07-19,36,False
2017-07-20,27,False
2017-07-21,9,False
2017-07-22,0,False
2017-07-23,0,False
2017-07-24,18,False
2017-07-25,36,False
2017-07-26,0,False
2017-07-27,9,False
2017-07-28,9,False
2017-07-29,10,False
2017-07-30,0,False
2017-07-31,18,False
2017-08-01,43,False
2017-08-02,100,False
2017-08-03,61,False
2017-08-04,55,False
2017-08-05,0,False
2017-08-06,10,False
2017-08-07,26,False
2017-08-08,8,False
2017-08-09,9,False
2017-08-10,9,False
2017-08-11,18,False
2017-08-12,0,False
2017-08-13,0,False
2017-08-14,9,False
2017-08-15,27,False
2017-08-16,18,False
2017-08-17,27,False
2017-08-18,9,False
2017-08-19,0,False
2017-08-20,0,False
2017-08-21,17,False
2017-08-22,0,False
2017-08-23,9,False
2017-08-24,35,False
2017-08-25,9,False
2017-08-26,10,False
2017-08-27,0,False
2017-08-28,9,False
2017-08-29,0,False
2017-08-30,0,False
2017-08-31,17,False
2017-09-01,9,False
2017-09-02,0,False
2017-09-03,0,False
2017-09-04,0,False
2017-09-05,17,False
2017-09-06,17,False
2017-09-07,9,False
2017-09-08,0,False
2017-09-09,0,False
2017-09-10,10,False
2017-09-11,17,False
2017-09-12,17,False
2017-09-13,0,False
2017-09-14,26,False
2017-09-15,9,False
2017-09-16,0,False
2017-09-17,0,False
2017-09-18,9,False
2017-09-19,8,False
2017-09-20,8,False
2017-09-21,9,False
2017-09-22,27,False
2017-09-23,0,False
2017-09-24,0,False
2017-09-25,0,False
2017-09-26,17,False
2017-09-27,9,False
2017-09-28,9,False
2017-09-29,36,False
2017-09-30,0,False
2017-10-01,10,False
2017-10-02,42,False
2017-10-03,34,False
2017-10-04,51,False
2017-10-05,26,False
2017-10-06,18,False
2017-10-07,20,False
2017-10-08,0,False
2017-10-09,8,False
2017-10-10,25,False
2017-10-11,25,False
2017-10-12,26,False
2017-10-13,0,False
2017-10-14,10,False
2017-10-15,0,False
2017-10-16,0,False
2017-10-17,8,False
2017-10-18,8,False
2017-10-19,9,False
2017-10-20,0,False
2017-10-21,10,False
2017-10-22,0,False
2017-10-23,0,False
2017-10-24,0,False
2017-10-25,25,False
2017-10-26,17,False
2017-10-27,0,False
2017-10-28,20,False
2017-10-29,0,False
2017-10-30,8,False
2017-10-31,17,False
2017-11-01,0,False
2017-11-02,26,False
2017-11-03,9,False
2017-11-04,0,False
2017-11-05,0,False
2017-11-06,16,False
2017-11-07,8,False
2017-11-08,0,False
2017-11-09,17,False
2017-11-10,9,False
2017-11-11,9,False
2017-11-12,0,False
2017-11-13,16,False
2017-11-14,33,False
2017-11-15,8,False
2017-11-16,8,False
2017-11-17,26,False
2017-11-18,0,False
2017-11-19,9,False
2017-11-20,0,False
