date,CTXS,isPartial
2011-01-01,0,False
2011-01-02,0,False
2011-01-03,22,False
2011-01-04,43,False
2011-01-05,44,False
2011-01-06,0,False
2011-01-07,45,False
2011-01-08,0,False
2011-01-09,0,False
2011-01-10,21,False
2011-01-11,21,False
2011-01-12,21,False
2011-01-13,0,False
2011-01-14,0,False
2011-01-15,0,False
2011-01-16,51,False
2011-01-17,0,False
2011-01-18,61,False
2011-01-19,41,False
2011-01-20,0,False
2011-01-21,21,False
2011-01-22,0,False
2011-01-23,25,False
2011-01-24,20,False
2011-01-25,0,False
2011-01-26,42,False
2011-01-27,42,False
2011-01-28,22,False
2011-01-29,0,False
2011-01-30,0,False
2011-01-31,78,False
2011-02-01,20,False
2011-02-02,40,False
2011-02-03,20,False
2011-02-04,63,False
2011-02-05,24,False
2011-02-06,0,False
2011-02-07,20,False
2011-02-08,0,False
2011-02-09,20,False
2011-02-10,62,False
2011-02-11,64,False
2011-02-12,0,False
2011-02-13,25,False
2011-02-14,60,False
2011-02-15,20,False
2011-02-16,40,False
2011-02-17,0,False
2011-02-18,42,False
2011-02-19,25,False
2011-02-20,25,False
2011-02-21,0,False
2011-02-22,20,False
2011-02-23,20,False
2011-02-24,20,False
2011-02-25,21,False
2011-02-26,0,False
2011-02-27,49,False
2011-02-28,19,False
2011-03-01,20,False
2011-03-02,20,False
2011-03-03,81,False
2011-03-04,0,False
2011-03-05,51,False
2011-03-06,0,False
2011-03-07,62,False
2011-03-08,20,False
2011-03-09,40,False
2011-03-10,60,False
2011-03-11,21,False
2011-03-12,0,False
2011-03-13,0,False
2011-03-14,42,False
2011-03-15,0,False
2011-03-16,20,False
2011-03-17,41,False
2011-03-18,21,False
2011-03-19,25,False
2011-03-20,0,False
2011-03-21,0,False
2011-03-22,20,False
2011-03-23,0,False
2011-03-24,20,False
2011-03-25,21,False
2011-03-26,49,False
2011-03-27,0,False
2011-03-28,0,False
2011-03-29,0,False
2011-03-30,20,False
2011-03-31,0,False
2011-04-01,63,False
2011-04-02,0,False
2011-04-03,50,False
2011-04-04,20,False
2011-04-05,0,False
2011-04-06,0,False
2011-04-07,0,False
2011-04-08,0,False
2011-04-09,0,False
2011-04-10,0,False
2011-04-11,59,False
2011-04-12,20,False
2011-04-13,0,False
2011-04-14,0,False
2011-04-15,42,False
2011-04-16,0,False
2011-04-17,25,False
2011-04-18,0,False
2011-04-19,20,False
2011-04-20,0,False
2011-04-21,44,False
2011-04-22,0,False
2011-04-23,0,False
2011-04-24,55,False
2011-04-25,44,False
2011-04-26,20,False
2011-04-27,39,False
2011-04-28,80,False
2011-04-29,21,False
2011-04-30,0,False
2011-05-01,75,False
2011-05-02,40,False
2011-05-03,0,False
2011-05-04,80,False
2011-05-05,61,False
2011-05-06,0,False
2011-05-07,25,False
2011-05-08,0,False
2011-05-09,20,False
2011-05-10,98,False
2011-05-11,20,False
2011-05-12,0,False
2011-05-13,42,False
2011-05-14,0,False
2011-05-15,0,False
2011-05-16,57,False
2011-05-17,20,False
2011-05-18,40,False
2011-05-19,60,False
2011-05-20,0,False
2011-05-21,0,False
2011-05-22,0,False
2011-05-23,0,False
2011-05-24,20,False
2011-05-25,20,False
2011-05-26,60,False
2011-05-27,42,False
2011-05-28,0,False
2011-05-29,26,False
2011-05-30,21,False
2011-05-31,20,False
2011-06-01,20,False
2011-06-02,21,False
2011-06-03,0,False
2011-06-04,0,False
2011-06-05,0,False
2011-06-06,20,False
2011-06-07,0,False
2011-06-08,0,False
2011-06-09,39,False
2011-06-10,62,False
2011-06-11,0,False
2011-06-12,0,False
2011-06-13,20,False
2011-06-14,0,False
2011-06-15,39,False
2011-06-16,40,False
2011-06-17,0,False
2011-06-18,0,False
2011-06-19,0,False
2011-06-20,38,False
2011-06-21,39,False
2011-06-22,40,False
2011-06-23,0,False
2011-06-24,21,False
2011-06-25,26,False
2011-06-26,26,False
2011-06-27,0,False
2011-06-28,59,False
2011-06-29,0,False
2011-06-30,20,False
2011-07-01,0,False
2011-07-02,26,False
2011-07-03,26,False
2011-07-04,0,False
2011-07-05,0,False
2011-07-06,20,False
2011-07-07,40,False
2011-07-08,0,False
2011-07-09,0,False
2011-07-10,0,False
2011-07-11,0,False
2011-07-12,40,False
2011-07-13,60,False
2011-07-14,20,False
2011-07-15,21,False
2011-07-16,0,False
2011-07-17,0,False
