date,CTXS,isPartial
2013-06-29,0,False
2013-06-30,0,False
2013-07-01,15,False
2013-07-02,10,False
2013-07-03,36,False
2013-07-04,11,False
2013-07-05,22,False
2013-07-06,13,False
2013-07-07,26,False
2013-07-08,10,False
2013-07-09,21,False
2013-07-10,10,False
2013-07-11,11,False
2013-07-12,44,False
2013-07-13,26,False
2013-07-14,0,False
2013-07-15,16,False
2013-07-16,10,False
2013-07-17,21,False
2013-07-18,21,False
2013-07-19,66,False
2013-07-20,0,False
2013-07-21,13,False
2013-07-22,21,False
2013-07-23,21,False
2013-07-24,63,False
2013-07-25,63,False
2013-07-26,38,False
2013-07-27,13,False
2013-07-28,0,False
2013-07-29,15,False
2013-07-30,25,False
2013-07-31,31,False
2013-08-01,26,False
2013-08-02,38,False
2013-08-03,0,False
2013-08-04,13,False
2013-08-05,52,False
2013-08-06,10,False
2013-08-07,26,False
2013-08-08,37,False
2013-08-09,11,False
2013-08-10,13,False
2013-08-11,0,False
2013-08-12,31,False
2013-08-13,10,False
2013-08-14,26,False
2013-08-15,28,False
2013-08-16,28,False
2013-08-17,0,False
2013-08-18,0,False
2013-08-19,41,False
2013-08-20,25,False
2013-08-21,20,False
2013-08-22,36,False
2013-08-23,21,False
2013-08-24,12,False
2013-08-25,12,False
2013-08-26,10,False
2013-08-27,25,False
2013-08-28,25,False
2013-08-29,10,False
2013-08-30,16,False
2013-08-31,12,False
2013-09-01,0,False
2013-09-02,0,False
2013-09-03,15,False
2013-09-04,10,False
2013-09-05,20,False
2013-09-06,21,False
2013-09-07,18,False
2013-09-08,23,False
2013-09-09,25,False
2013-09-10,10,False
2013-09-11,15,False
2013-09-12,15,False
2013-09-13,10,False
2013-09-14,0,False
2013-09-15,11,False
2013-09-16,0,False
2013-09-17,19,False
2013-09-18,19,False
2013-09-19,15,False
2013-09-20,21,False
2013-09-21,0,False
2013-09-22,34,False
2013-09-23,20,False
2013-09-24,29,False
2013-09-25,25,False
2013-09-26,15,False
2013-09-27,26,False
2013-09-28,12,False
2013-09-29,17,False
2013-09-30,38,False
2013-10-01,14,False
2013-10-02,39,False
2013-10-03,20,False
2013-10-04,10,False
2013-10-05,0,False
2013-10-06,11,False
2013-10-07,29,False
2013-10-08,29,False
2013-10-09,53,False
2013-10-10,79,False
2013-10-11,77,False
2013-10-12,35,False
2013-10-13,12,False
2013-10-14,15,False
2013-10-15,34,False
2013-10-16,24,False
2013-10-17,44,False
2013-10-18,20,False
2013-10-19,12,False
2013-10-20,23,False
2013-10-21,38,False
2013-10-22,19,False
2013-10-23,43,False
2013-10-24,58,False
2013-10-25,35,False
2013-10-26,0,False
2013-10-27,0,False
2013-10-28,14,False
2013-10-29,33,False
2013-10-30,19,False
2013-10-31,10,False
2013-11-01,26,False
2013-11-02,11,False
2013-11-03,11,False
2013-11-04,24,False
2013-11-05,24,False
2013-11-06,19,False
2013-11-07,39,False
2013-11-08,20,False
2013-11-09,11,False
2013-11-10,0,False
2013-11-11,24,False
2013-11-12,33,False
2013-11-13,100,False
2013-11-14,48,False
2013-11-15,51,False
2013-11-16,23,False
2013-11-17,11,False
2013-11-18,28,False
2013-11-19,23,False
2013-11-20,14,False
2013-11-21,29,False
2013-11-22,20,False
2013-11-23,0,False
2013-11-24,0,False
2013-11-25,14,False
2013-11-26,9,False
2013-11-27,9,False
2013-11-28,10,False
2013-11-29,20,False
2013-11-30,11,False
2013-12-01,16,False
2013-12-02,18,False
2013-12-03,28,False
2013-12-04,56,False
2013-12-05,38,False
2013-12-06,20,False
2013-12-07,0,False
2013-12-08,11,False
2013-12-09,9,False
2013-12-10,38,False
2013-12-11,19,False
2013-12-12,15,False
2013-12-13,20,False
2013-12-14,0,False
2013-12-15,0,False
2013-12-16,9,False
2013-12-17,15,False
2013-12-18,15,False
2013-12-19,30,False
2013-12-20,31,False
2013-12-21,0,False
2013-12-22,0,False
2013-12-23,26,False
2013-12-24,23,False
2013-12-25,13,False
2013-12-26,16,False
2013-12-27,10,False
2013-12-28,12,False
2013-12-29,11,False
2013-12-30,21,False
2013-12-31,23,False
2014-01-01,0,False
2014-01-02,34,False
2014-01-03,10,False
2014-01-04,11,False
2014-01-05,0,False
2014-01-06,19,False
2014-01-07,37,False
2014-01-08,50,False
2014-01-09,9,False
2014-01-10,29,False
2014-01-11,16,False
2014-01-12,11,False
2014-01-13,14,False
2014-01-14,18,False
2014-01-15,37,False
2014-01-16,23,False
2014-01-17,28,False
2014-01-18,11,False
2014-01-19,11,False
2014-01-20,27,False
2014-01-21,22,False
2014-01-22,13,False
2014-01-23,32,False
2014-01-24,9,False
2014-01-25,0,False
2014-01-26,21,False
2014-01-27,26,False
2014-01-28,22,False
2014-01-29,58,False
2014-01-30,73,False
2014-01-31,61,False
2014-02-01,21,False
2014-02-02,10,False
2014-02-03,27,False
2014-02-04,58,False
2014-02-05,18,False
2014-02-06,25,False
2014-02-07,30,False
2014-02-08,0,False
2014-02-09,10,False
2014-02-10,22,False
2014-02-11,26,False
2014-02-12,18,False
2014-02-13,27,False
2014-02-14,47,False
2014-02-15,32,False
2014-02-16,0,False
2014-02-17,18,False
2014-02-18,22,False
2014-02-19,18,False
2014-02-20,64,False
2014-02-21,23,False
2014-02-22,10,False
2014-02-23,16,False
2014-02-24,44,False
2014-02-25,22,False
2014-02-26,22,False
2014-02-27,36,False
2014-02-28,24,False
2014-03-01,16,False
2014-03-02,0,False
2014-03-03,31,False
2014-03-04,18,False
2014-03-05,27,False
2014-03-06,9,False
2014-03-07,24,False
2014-03-08,0,False
2014-03-09,10,False
2014-03-10,18,False
2014-03-11,18,False
2014-03-12,27,False
2014-03-13,18,False
2014-03-14,19,False
2014-03-15,11,False
2014-03-16,10,False
