date,CTXS,isPartial
2014-03-16,0,False
2014-03-17,24,False
2014-03-18,24,False
2014-03-19,37,False
2014-03-20,12,False
2014-03-21,13,False
2014-03-22,0,False
2014-03-23,0,False
2014-03-24,0,False
2014-03-25,36,False
2014-03-26,37,False
2014-03-27,61,False
2014-03-28,13,False
2014-03-29,0,False
2014-03-30,0,False
2014-03-31,24,False
2014-04-01,12,False
2014-04-02,12,False
2014-04-03,49,False
2014-04-04,64,False
2014-04-05,15,False
2014-04-06,0,False
2014-04-07,36,False
2014-04-08,36,False
2014-04-09,24,False
2014-04-10,0,False
2014-04-11,26,False
2014-04-12,0,False
2014-04-13,0,False
2014-04-14,12,False
2014-04-15,12,False
2014-04-16,25,False
2014-04-17,79,False
2014-04-18,14,False
2014-04-19,15,False
2014-04-20,0,False
2014-04-21,27,False
2014-04-22,61,False
2014-04-23,86,False
2014-04-24,100,False
2014-04-25,91,False
2014-04-26,0,False
2014-04-27,14,False
2014-04-28,12,False
2014-04-29,24,False
2014-04-30,0,False
2014-05-01,13,False
2014-05-02,0,False
2014-05-03,15,False
2014-05-04,0,False
2014-05-05,12,False
2014-05-06,24,False
2014-05-07,24,False
2014-05-08,12,False
2014-05-09,0,False
2014-05-10,29,False
2014-05-11,0,False
2014-05-12,60,False
2014-05-13,0,False
2014-05-14,24,False
2014-05-15,37,False
2014-05-16,25,False
2014-05-17,30,False
2014-05-18,0,False
2014-05-19,24,False
2014-05-20,24,False
2014-05-21,13,False
2014-05-22,27,False
2014-05-23,56,False
2014-05-24,0,False
2014-05-25,0,False
2014-05-26,0,False
2014-05-27,40,False
2014-05-28,13,False
2014-05-29,27,False
2014-05-30,29,False
2014-05-31,0,False
2014-06-01,16,False
2014-06-02,0,False
2014-06-03,26,False
2014-06-04,53,False
2014-06-05,27,False
2014-06-06,29,False
2014-06-07,0,False
2014-06-08,0,False
2014-06-09,14,False
2014-06-10,28,False
2014-06-11,13,False
2014-06-12,69,False
2014-06-13,42,False
2014-06-14,0,False
2014-06-15,0,False
2014-06-16,27,False
2014-06-17,40,False
2014-06-18,0,False
2014-06-19,14,False
2014-06-20,0,False
2014-06-21,0,False
2014-06-22,0,False
2014-06-23,27,False
2014-06-24,27,False
2014-06-25,27,False
2014-06-26,41,False
2014-06-27,44,False
2014-06-28,0,False
2014-06-29,0,False
2014-06-30,41,False
2014-07-01,28,False
2014-07-02,28,False
2014-07-03,14,False
2014-07-04,45,False
2014-07-05,0,False
2014-07-06,0,False
2014-07-07,27,False
2014-07-08,27,False
2014-07-09,14,False
2014-07-10,0,False
2014-07-11,14,False
2014-07-12,16,False
2014-07-13,0,False
2014-07-14,0,False
2014-07-15,14,False
2014-07-16,14,False
2014-07-17,0,False
2014-07-18,0,False
2014-07-19,0,False
2014-07-20,17,False
2014-07-21,0,False
2014-07-22,27,False
2014-07-23,70,False
2014-07-24,56,False
2014-07-25,58,False
2014-07-26,17,False
2014-07-27,0,False
2014-07-28,0,False
2014-07-29,42,False
2014-07-30,42,False
2014-07-31,42,False
2014-08-01,87,False
2014-08-02,0,False
2014-08-03,0,False
2014-08-04,41,False
2014-08-05,41,False
2014-08-06,14,False
2014-08-07,40,False
2014-08-08,43,False
