date,DISCK,isPartial
2013-06-29,50,False
2013-06-30,50,False
2013-07-01,56,False
2013-07-02,61,False
2013-07-03,67,False
2013-07-04,54,False
2013-07-05,34,False
2013-07-06,58,False
2013-07-07,58,False
2013-07-08,62,False
2013-07-09,51,False
2013-07-10,21,False
2013-07-11,63,False
2013-07-12,60,False
2013-07-13,64,False
2013-07-14,69,False
2013-07-15,31,False
2013-07-16,46,False
2013-07-17,58,False
2013-07-18,32,False
2013-07-19,44,False
2013-07-20,25,False
2013-07-21,77,False
2013-07-22,41,False
2013-07-23,36,False
2013-07-24,47,False
2013-07-25,63,False
2013-07-26,44,False
2013-07-27,38,False
2013-07-28,37,False
2013-07-29,56,False
2013-07-30,56,False
2013-07-31,52,False
2013-08-01,16,False
2013-08-02,49,False
2013-08-03,70,False
2013-08-04,38,False
2013-08-05,78,False
2013-08-06,62,False
2013-08-07,58,False
2013-08-08,42,False
2013-08-09,66,False
2013-08-10,57,False
2013-08-11,44,False
2013-08-12,56,False
2013-08-13,36,False
2013-08-14,46,False
2013-08-15,27,False
2013-08-16,49,False
2013-08-17,19,False
2013-08-18,43,False
2013-08-19,41,False
2013-08-20,40,False
2013-08-21,35,False
2013-08-22,36,False
2013-08-23,97,False
2013-08-24,55,False
2013-08-25,36,False
2013-08-26,59,False
2013-08-27,25,False
2013-08-28,59,False
2013-08-29,60,False
2013-08-30,73,False
2013-08-31,60,False
2013-09-01,53,False
2013-09-02,46,False
2013-09-03,49,False
2013-09-04,30,False
2013-09-05,35,False
2013-09-06,62,False
2013-09-07,48,False
2013-09-08,34,False
2013-09-09,29,False
2013-09-10,52,False
2013-09-11,53,False
2013-09-12,44,False
2013-09-13,35,False
2013-09-14,52,False
2013-09-15,68,False
2013-09-16,48,False
2013-09-17,43,False
2013-09-18,29,False
2013-09-19,69,False
2013-09-20,82,False
2013-09-21,58,False
2013-09-22,34,False
2013-09-23,58,False
2013-09-24,53,False
2013-09-25,44,False
2013-09-26,49,False
2013-09-27,77,False
2013-09-28,41,False
2013-09-29,28,False
2013-09-30,62,False
2013-10-01,48,False
2013-10-02,48,False
2013-10-03,39,False
2013-10-04,55,False
2013-10-05,28,False
2013-10-06,39,False
2013-10-07,24,False
2013-10-08,38,False
2013-10-09,43,False
2013-10-10,44,False
2013-10-11,46,False
2013-10-12,18,False
2013-10-13,40,False
2013-10-14,39,False
2013-10-15,44,False
2013-10-16,43,False
2013-10-17,34,False
2013-10-18,41,False
2013-10-19,40,False
2013-10-20,73,False
2013-10-21,33,False
2013-10-22,52,False
2013-10-23,57,False
2013-10-24,19,False
2013-10-25,25,False
2013-10-26,45,False
2013-10-27,56,False
2013-10-28,74,False
2013-10-29,48,False
2013-10-30,38,False
2013-10-31,50,False
2013-11-01,57,False
2013-11-02,34,False
2013-11-03,50,False
2013-11-04,47,False
2013-11-05,81,False
2013-11-06,56,False
2013-11-07,82,False
2013-11-08,60,False
2013-11-09,50,False
2013-11-10,55,False
2013-11-11,65,False
2013-11-12,56,False
2013-11-13,70,False
2013-11-14,43,False
2013-11-15,70,False
2013-11-16,34,False
2013-11-17,33,False
2013-11-18,51,False
2013-11-19,56,False
2013-11-20,66,False
2013-11-21,43,False
2013-11-22,54,False
2013-11-23,61,False
2013-11-24,49,False
2013-11-25,78,False
2013-11-26,47,False
2013-11-27,42,False
2013-11-28,60,False
2013-11-29,56,False
2013-11-30,67,False
2013-12-01,47,False
2013-12-02,81,False
2013-12-03,32,False
2013-12-04,41,False
2013-12-05,51,False
2013-12-06,49,False
2013-12-07,56,False
2013-12-08,27,False
2013-12-09,41,False
2013-12-10,37,False
2013-12-11,47,False
2013-12-12,24,False
2013-12-13,60,False
2013-12-14,51,False
2013-12-15,67,False
2013-12-16,57,False
2013-12-17,77,False
2013-12-18,63,False
2013-12-19,65,False
2013-12-20,57,False
2013-12-21,41,False
2013-12-22,41,False
2013-12-23,58,False
2013-12-24,46,False
2013-12-25,57,False
2013-12-26,64,False
2013-12-27,42,False
2013-12-28,86,False
2013-12-29,45,False
2013-12-30,76,False
2013-12-31,40,False
2014-01-01,66,False
2014-01-02,39,False
2014-01-03,79,False
2014-01-04,48,False
2014-01-05,38,False
2014-01-06,42,False
2014-01-07,55,False
2014-01-08,45,False
2014-01-09,60,False
2014-01-10,33,False
2014-01-11,91,False
2014-01-12,47,False
2014-01-13,49,False
2014-01-14,49,False
2014-01-15,64,False
2014-01-16,55,False
2014-01-17,61,False
2014-01-18,59,False
2014-01-19,37,False
2014-01-20,59,False
2014-01-21,45,False
2014-01-22,66,False
2014-01-23,59,False
2014-01-24,51,False
2014-01-25,58,False
2014-01-26,63,False
2014-01-27,48,False
2014-01-28,53,False
2014-01-29,63,False
2014-01-30,45,False
2014-01-31,85,False
2014-02-01,100,False
2014-02-02,46,False
2014-02-03,59,False
2014-02-04,49,False
2014-02-05,40,False
2014-02-06,24,False
