date,DISCK,isPartial
2017-10-06,66,False
2017-10-07,31,False
2017-10-08,97,False
2017-10-09,54,False
2017-10-10,53,False
2017-10-11,57,False
2017-10-12,56,False
2017-10-13,56,False
2017-10-14,59,False
2017-10-15,45,False
2017-10-16,72,False
2017-10-17,57,False
2017-10-18,51,False
2017-10-19,89,False
2017-10-20,73,False
2017-10-21,63,False
2017-10-22,40,False
2017-10-23,59,False
2017-10-24,68,False
2017-10-25,48,False
2017-10-26,42,False
2017-10-27,37,False
2017-10-28,59,False
2017-10-29,44,False
2017-10-30,95,False
2017-10-31,46,False
2017-11-01,61,False
2017-11-02,70,False
2017-11-03,77,False
2017-11-04,34,False
2017-11-05,63,False
2017-11-06,61,False
2017-11-07,61,False
2017-11-08,62,False
2017-11-09,65,False
2017-11-10,70,False
2017-11-11,61,False
2017-11-12,84,False
2017-11-13,64,False
2017-11-14,55,False
2017-11-15,67,False
2017-11-16,61,False
2017-11-17,79,False
2017-11-18,64,False
2017-11-19,33,False
2017-11-20,72,False
2017-11-21,61,False
2017-11-22,77,False
2017-11-23,58,False
2017-11-24,52,False
2017-11-25,30,False
2017-11-26,76,False
2017-11-27,54,False
2017-11-28,46,False
2017-11-29,70,False
2017-11-30,56,False
2017-12-01,82,False
2017-12-02,34,False
2017-12-03,53,False
2017-12-04,81,False
2017-12-05,58,False
2017-12-06,41,False
2017-12-07,56,False
2017-12-08,37,False
2017-12-09,58,False
2017-12-10,43,False
2017-12-11,72,False
2017-12-12,67,False
2017-12-13,88,False
2017-12-14,83,False
2017-12-15,74,False
2017-12-16,79,False
2017-12-17,61,False
2017-12-18,77,False
2017-12-19,69,False
2017-12-20,59,False
2017-12-21,73,False
2017-12-22,83,False
2017-12-23,50,False
2017-12-24,80,False
2017-12-25,69,False
2017-12-26,79,False
2017-12-27,83,False
2017-12-28,51,False
2017-12-29,85,False
2017-12-30,66,False
2017-12-31,73,False
2018-01-01,43,False
2018-01-02,76,False
2018-01-03,59,False
2018-01-04,53,False
2018-01-05,45,False
2018-01-06,43,False
2018-01-07,42,False
2018-01-08,81,False
2018-01-09,60,False
2018-01-10,47,False
2018-01-11,91,False
2018-01-12,81,False
2018-01-13,83,False
2018-01-14,29,False
2018-01-15,68,False
2018-01-16,66,False
2018-01-17,56,False
2018-01-18,71,False
2018-01-19,72,False
2018-01-20,39,False
2018-01-21,29,False
2018-01-22,40,False
2018-01-23,67,False
2018-01-24,53,False
2018-01-25,57,False
2018-01-26,92,False
2018-01-27,65,False
2018-01-28,68,False
2018-01-29,79,False
2018-01-30,50,False
2018-01-31,42,False
2018-02-01,34,False
2018-02-02,56,False
2018-02-03,52,False
2018-02-04,68,False
2018-02-05,45,False
2018-02-06,70,False
2018-02-07,51,False
2018-02-08,60,False
2018-02-09,59,False
2018-02-10,59,False
2018-02-11,55,False
2018-02-12,64,False
2018-02-13,55,False
2018-02-14,37,False
2018-02-15,75,False
2018-02-16,59,False
2018-02-17,65,False
2018-02-18,81,False
2018-02-19,80,False
2018-02-20,64,False
2018-02-21,53,False
2018-02-22,71,False
2018-02-23,70,False
2018-02-24,55,False
2018-02-25,38,False
2018-02-26,58,False
2018-02-27,56,False
2018-02-28,78,False
2018-03-01,61,False
2018-03-02,64,False
2018-03-03,55,False
2018-03-04,60,False
2018-03-05,63,False
2018-03-06,100,False
2018-03-07,50,False
2018-03-08,74,False
2018-03-09,65,False
2018-03-10,51,False
2018-03-11,42,False
2018-03-12,61,False
2018-03-13,66,False
2018-03-14,64,False
2018-03-15,73,False
2018-03-16,47,False
2018-03-17,42,False
2018-03-18,60,False
2018-03-19,54,False
2018-03-20,64,False
2018-03-21,50,False
2018-03-22,83,False
2018-03-23,53,False
2018-03-24,59,False
2018-03-25,52,False
2018-03-26,62,False
2018-03-27,66,False
2018-03-28,64,False
2018-03-29,54,False
2018-03-30,55,False
2018-03-31,64,False
2018-04-01,41,False
2018-04-02,72,False
2018-04-03,62,False
2018-04-04,59,False
2018-04-05,35,False
2018-04-06,51,False
2018-04-07,62,False
2018-04-08,65,False
2018-04-09,53,False
2018-04-10,59,False
2018-04-11,73,False
2018-04-12,57,False
2018-04-13,74,False
2018-04-14,62,False
2018-04-15,78,False
2018-04-16,59,False
2018-04-17,34,False
2018-04-18,80,False
2018-04-19,81,False
2018-04-20,45,False
2018-04-21,70,False
2018-04-22,33,False
2018-04-23,75,False
2018-04-24,45,False
2018-04-25,82,False
2018-04-26,60,False
2018-04-27,30,False
2018-04-28,54,False
2018-04-29,36,False
2018-04-30,52,False
2018-05-01,57,False
2018-05-02,50,False
2018-05-03,57,False
2018-05-04,44,False
2018-05-05,44,False
2018-05-06,46,False
2018-05-07,37,False
2018-05-08,37,False
2018-05-09,40,False
2018-05-10,44,False
2018-05-11,29,False
2018-05-12,33,False
2018-05-13,53,False
2018-05-14,62,False
2018-05-15,47,False
2018-05-16,63,False
2018-05-17,84,False
2018-05-18,51,False
2018-05-19,73,False
2018-05-20,40,False
2018-05-21,50,False
2018-05-22,79,False
2018-05-23,60,False
2018-05-24,55,False
2018-05-25,48,False
2018-05-26,43,False
2018-05-27,63,False
2018-05-28,32,False
2018-05-29,48,False
2018-05-30,51,False
2018-05-31,47,False
2018-06-01,60,False
