date,DISCK,isPartial
2015-04-10,71,False
2015-04-11,53,False
2015-04-12,53,False
2015-04-13,59,False
2015-04-14,41,False
2015-04-15,34,False
2015-04-16,65,False
2015-04-17,86,False
2015-04-18,68,False
2015-04-19,43,False
2015-04-20,46,False
2015-04-21,62,False
2015-04-22,57,False
2015-04-23,55,False
2015-04-24,60,False
2015-04-25,67,False
2015-04-26,36,False
2015-04-27,51,False
2015-04-28,56,False
2015-04-29,54,False
2015-04-30,51,False
2015-05-01,56,False
2015-05-02,47,False
2015-05-03,61,False
2015-05-04,65,False
2015-05-05,59,False
2015-05-06,49,False
2015-05-07,58,False
2015-05-08,60,False
2015-05-09,60,False
2015-05-10,53,False
2015-05-11,70,False
2015-05-12,72,False
2015-05-13,54,False
2015-05-14,88,False
2015-05-15,43,False
2015-05-16,50,False
2015-05-17,49,False
2015-05-18,54,False
2015-05-19,58,False
2015-05-20,51,False
2015-05-21,60,False
2015-05-22,57,False
2015-05-23,62,False
2015-05-24,62,False
2015-05-25,51,False
2015-05-26,53,False
2015-05-27,53,False
2015-05-28,57,False
2015-05-29,72,False
2015-05-30,62,False
2015-05-31,62,False
2015-06-01,46,False
2015-06-02,46,False
2015-06-03,80,False
2015-06-04,59,False
2015-06-05,65,False
2015-06-06,75,False
2015-06-07,59,False
2015-06-08,54,False
2015-06-09,43,False
2015-06-10,75,False
2015-06-11,71,False
2015-06-12,74,False
2015-06-13,56,False
2015-06-14,37,False
2015-06-15,48,False
2015-06-16,56,False
2015-06-17,52,False
2015-06-18,60,False
2015-06-19,49,False
2015-06-20,75,False
2015-06-21,50,False
2015-06-22,85,False
2015-06-23,59,False
2015-06-24,60,False
2015-06-25,39,False
2015-06-26,52,False
2015-06-27,56,False
2015-06-28,44,False
2015-06-29,63,False
2015-06-30,52,False
2015-07-01,50,False
2015-07-02,63,False
2015-07-03,81,False
2015-07-04,99,False
2015-07-05,70,False
2015-07-06,92,False
2015-07-07,100,False
2015-07-08,67,False
2015-07-09,87,False
2015-07-10,81,False
2015-07-11,75,False
2015-07-12,69,False
2015-07-13,57,False
2015-07-14,49,False
2015-07-15,87,False
2015-07-16,67,False
2015-07-17,67,False
2015-07-18,57,False
2015-07-19,67,False
2015-07-20,74,False
2015-07-21,68,False
2015-07-22,50,False
2015-07-23,63,False
2015-07-24,82,False
2015-07-25,53,False
2015-07-26,65,False
2015-07-27,53,False
2015-07-28,54,False
2015-07-29,69,False
2015-07-30,65,False
2015-07-31,35,False
2015-08-01,46,False
2015-08-02,62,False
2015-08-03,67,False
2015-08-04,62,False
2015-08-05,39,False
2015-08-06,89,False
2015-08-07,57,False
2015-08-08,53,False
2015-08-09,68,False
2015-08-10,57,False
2015-08-11,62,False
2015-08-12,83,False
2015-08-13,60,False
2015-08-14,59,False
2015-08-15,40,False
2015-08-16,61,False
2015-08-17,80,False
2015-08-18,72,False
2015-08-19,31,False
2015-08-20,54,False
2015-08-21,85,False
2015-08-22,77,False
2015-08-23,36,False
2015-08-24,87,False
2015-08-25,52,False
2015-08-26,73,False
2015-08-27,44,False
2015-08-28,61,False
2015-08-29,70,False
2015-08-30,60,False
2015-08-31,30,False
2015-09-01,44,False
2015-09-02,65,False
2015-09-03,89,False
2015-09-04,57,False
2015-09-05,68,False
2015-09-06,53,False
2015-09-07,44,False
2015-09-08,71,False
2015-09-09,51,False
2015-09-10,60,False
2015-09-11,63,False
2015-09-12,69,False
2015-09-13,62,False
2015-09-14,56,False
2015-09-15,86,False
2015-09-16,84,False
2015-09-17,42,False
2015-09-18,62,False
2015-09-19,47,False
2015-09-20,31,False
2015-09-21,75,False
2015-09-22,58,False
2015-09-23,64,False
2015-09-24,35,False
2015-09-25,44,False
2015-09-26,50,False
2015-09-27,46,False
2015-09-28,65,False
2015-09-29,51,False
2015-09-30,70,False
2015-10-01,61,False
2015-10-02,64,False
2015-10-03,49,False
2015-10-04,59,False
2015-10-05,58,False
2015-10-06,60,False
2015-10-07,58,False
2015-10-08,75,False
2015-10-09,55,False
2015-10-10,57,False
2015-10-11,55,False
2015-10-12,85,False
2015-10-13,60,False
2015-10-14,48,False
2015-10-15,64,False
2015-10-16,53,False
2015-10-17,34,False
2015-10-18,75,False
2015-10-19,57,False
2015-10-20,62,False
2015-10-21,60,False
2015-10-22,51,False
2015-10-23,58,False
2015-10-24,65,False
2015-10-25,64,False
2015-10-26,47,False
2015-10-27,65,False
2015-10-28,50,False
2015-10-29,80,False
2015-10-30,53,False
2015-10-31,43,False
2015-11-01,52,False
2015-11-02,53,False
2015-11-03,45,False
2015-11-04,60,False
2015-11-05,79,False
2015-11-06,50,False
2015-11-07,39,False
2015-11-08,39,False
2015-11-09,66,False
2015-11-10,81,False
2015-11-11,52,False
2015-11-12,69,False
2015-11-13,40,False
2015-11-14,47,False
2015-11-15,39,False
2015-11-16,65,False
2015-11-17,55,False
2015-11-18,52,False
2015-11-19,51,False
2015-11-20,77,False
2015-11-21,53,False
2015-11-22,55,False
2015-11-23,79,False
2015-11-24,50,False
2015-11-25,48,False
2015-11-26,72,False
2015-11-27,63,False
2015-11-28,56,False
2015-11-29,79,False
2015-11-30,58,False
2015-12-01,63,False
2015-12-02,64,False
2015-12-03,81,False
2015-12-04,62,False
2015-12-05,71,False
2015-12-06,84,False
2015-12-07,70,False
2015-12-08,48,False
2015-12-09,45,False
2015-12-10,46,False
2015-12-11,60,False
2015-12-12,82,False
2015-12-13,58,False
2015-12-14,52,False
2015-12-15,52,False
2015-12-16,94,False
2015-12-17,81,False
2015-12-18,43,False
2015-12-19,72,False
2015-12-20,71,False
2015-12-21,86,False
2015-12-22,68,False
2015-12-23,97,False
2015-12-24,52,False
2015-12-25,36,False
2015-12-26,61,False
