date,DISCK,isPartial
2014-03-16,44,False
2014-03-17,64,False
2014-03-18,55,False
2014-03-19,87,False
2014-03-20,61,False
2014-03-21,46,False
2014-03-22,68,False
2014-03-23,43,False
2014-03-24,43,False
2014-03-25,88,False
2014-03-26,40,False
2014-03-27,73,False
2014-03-28,61,False
2014-03-29,54,False
2014-03-30,44,False
2014-03-31,43,False
2014-04-01,63,False
2014-04-02,78,False
2014-04-03,63,False
2014-04-04,84,False
2014-04-05,48,False
2014-04-06,68,False
2014-04-07,57,False
2014-04-08,57,False
2014-04-09,64,False
2014-04-10,56,False
2014-04-11,77,False
2014-04-12,60,False
2014-04-13,76,False
2014-04-14,64,False
2014-04-15,58,False
2014-04-16,59,False
2014-04-17,53,False
2014-04-18,67,False
2014-04-19,76,False
2014-04-20,48,False
2014-04-21,50,False
2014-04-22,55,False
2014-04-23,61,False
2014-04-24,56,False
2014-04-25,68,False
2014-04-26,52,False
2014-04-27,77,False
2014-04-28,77,False
2014-04-29,51,False
2014-04-30,56,False
2014-05-01,80,False
2014-05-02,78,False
2014-05-03,69,False
2014-05-04,68,False
2014-05-05,47,False
2014-05-06,46,False
2014-05-07,46,False
2014-05-08,70,False
2014-05-09,58,False
2014-05-10,62,False
2014-05-11,47,False
2014-05-12,48,False
2014-05-13,63,False
2014-05-14,61,False
2014-05-15,41,False
2014-05-16,36,False
2014-05-17,46,False
2014-05-18,66,False
2014-05-19,63,False
2014-05-20,78,False
2014-05-21,79,False
2014-05-22,86,False
2014-05-23,90,False
2014-05-24,66,False
2014-05-25,93,False
2014-05-26,39,False
2014-05-27,78,False
2014-05-28,59,False
2014-05-29,72,False
2014-05-30,64,False
2014-05-31,51,False
2014-06-01,74,False
2014-06-02,41,False
2014-06-03,81,False
2014-06-04,60,False
2014-06-05,71,False
2014-06-06,58,False
2014-06-07,56,False
2014-06-08,28,False
2014-06-09,62,False
2014-06-10,62,False
2014-06-11,58,False
2014-06-12,42,False
2014-06-13,54,False
2014-06-14,63,False
2014-06-15,47,False
2014-06-16,54,False
2014-06-17,63,False
2014-06-18,62,False
2014-06-19,62,False
2014-06-20,55,False
2014-06-21,52,False
2014-06-22,43,False
2014-06-23,74,False
2014-06-24,80,False
2014-06-25,55,False
2014-06-26,68,False
2014-06-27,66,False
2014-06-28,60,False
2014-06-29,55,False
2014-06-30,46,False
2014-07-01,59,False
2014-07-02,59,False
2014-07-03,54,False
2014-07-04,64,False
2014-07-05,40,False
2014-07-06,72,False
2014-07-07,46,False
2014-07-08,68,False
2014-07-09,65,False
2014-07-10,79,False
2014-07-11,99,False
2014-07-12,58,False
2014-07-13,54,False
2014-07-14,74,False
2014-07-15,71,False
2014-07-16,43,False
2014-07-17,83,False
2014-07-18,55,False
2014-07-19,64,False
2014-07-20,72,False
2014-07-21,62,False
2014-07-22,84,False
2014-07-23,60,False
2014-07-24,73,False
2014-07-25,58,False
2014-07-26,56,False
2014-07-27,80,False
2014-07-28,72,False
2014-07-29,86,False
2014-07-30,36,False
2014-07-31,50,False
2014-08-01,82,False
2014-08-02,63,False
2014-08-03,71,False
2014-08-04,81,False
2014-08-05,58,False
2014-08-06,46,False
2014-08-07,85,False
2014-08-08,100,False
2014-08-09,87,False
2014-08-10,62,False
2014-08-11,61,False
2014-08-12,44,False
2014-08-13,74,False
2014-08-14,53,False
2014-08-15,42,False
2014-08-16,55,False
2014-08-17,54,False
2014-08-18,68,False
2014-08-19,55,False
2014-08-20,77,False
2014-08-21,65,False
2014-08-22,60,False
