date,DISCK,isPartial
2011-09-18,34,False
2011-09-19,64,False
2011-09-20,50,False
2011-09-21,55,False
2011-09-22,14,False
2011-09-23,72,False
2011-09-24,40,False
2011-09-25,28,False
2011-09-26,46,False
2011-09-27,41,False
2011-09-28,23,False
2011-09-29,55,False
2011-09-30,59,False
2011-10-01,29,False
2011-10-02,80,False
2011-10-03,32,False
2011-10-04,41,False
2011-10-05,40,False
2011-10-06,36,False
2011-10-07,28,False
2011-10-08,44,False
2011-10-09,38,False
2011-10-10,55,False
2011-10-11,38,False
2011-10-12,53,False
2011-10-13,36,False
2011-10-14,70,False
2011-10-15,45,False
2011-10-16,60,False
2011-10-17,53,False
2011-10-18,40,False
2011-10-19,49,False
2011-10-20,54,False
2011-10-21,77,False
2011-10-22,50,False
2011-10-23,63,False
2011-10-24,35,False
2011-10-25,35,False
2011-10-26,40,False
2011-10-27,45,False
2011-10-28,29,False
2011-10-29,61,False
2011-10-30,22,False
2011-10-31,70,False
2011-11-01,55,False
2011-11-02,45,False
2011-11-03,49,False
2011-11-04,32,False
2011-11-05,54,False
2011-11-06,27,False
2011-11-07,58,False
2011-11-08,79,False
2011-11-09,58,False
2011-11-10,48,False
2011-11-11,57,False
2011-11-12,54,False
2011-11-13,48,False
2011-11-14,39,False
2011-11-15,49,False
2011-11-16,39,False
2011-11-17,58,False
2011-11-18,46,False
2011-11-19,64,False
2011-11-20,68,False
2011-11-21,30,False
2011-11-22,70,False
2011-11-23,22,False
2011-11-24,41,False
2011-11-25,62,False
2011-11-26,54,False
2011-11-27,83,False
2011-11-28,42,False
2011-11-29,38,False
2011-11-30,35,False
2011-12-01,66,False
2011-12-02,41,False
2011-12-03,37,False
2011-12-04,67,False
2011-12-05,61,False
2011-12-06,39,False
2011-12-07,74,False
2011-12-08,27,False
2011-12-09,60,False
2011-12-10,63,False
2011-12-11,26,False
2011-12-12,43,False
2011-12-13,34,False
2011-12-14,39,False
2011-12-15,22,False
2011-12-16,37,False
2011-12-17,53,False
2011-12-18,86,False
2011-12-19,36,False
2011-12-20,67,False
2011-12-21,23,False
2011-12-22,42,False
2011-12-23,40,False
2011-12-24,36,False
2011-12-25,51,False
2011-12-26,67,False
2011-12-27,75,False
2011-12-28,28,False
2011-12-29,47,False
2011-12-30,29,False
2011-12-31,34,False
2012-01-01,36,False
2012-01-02,42,False
2012-01-03,56,False
2012-01-04,39,False
2012-01-05,43,False
2012-01-06,50,False
2012-01-07,35,False
2012-01-08,69,False
2012-01-09,42,False
2012-01-10,21,False
2012-01-11,100,False
2012-01-12,54,False
2012-01-13,53,False
2012-01-14,25,False
2012-01-15,44,False
2012-01-16,61,False
2012-01-17,73,False
2012-01-18,37,False
2012-01-19,41,False
2012-01-20,60,False
2012-01-21,64,False
2012-01-22,39,False
2012-01-23,32,False
2012-01-24,32,False
2012-01-25,50,False
2012-01-26,49,False
2012-01-27,39,False
2012-01-28,35,False
2012-01-29,59,False
2012-01-30,40,False
2012-01-31,44,False
2012-02-01,49,False
2012-02-02,41,False
2012-02-03,26,False
2012-02-04,49,False
2012-02-05,43,False
2012-02-06,57,False
2012-02-07,52,False
2012-02-08,32,False
2012-02-09,49,False
2012-02-10,63,False
2012-02-11,59,False
2012-02-12,42,False
2012-02-13,35,False
2012-02-14,33,False
2012-02-15,49,False
2012-02-16,29,False
2012-02-17,51,False
2012-02-18,78,False
2012-02-19,60,False
2012-02-20,34,False
2012-02-21,33,False
2012-02-22,12,False
2012-02-23,32,False
2012-02-24,50,False
2012-02-25,24,False
2012-02-26,63,False
2012-02-27,48,False
2012-02-28,28,False
2012-02-29,44,False
2012-03-01,46,False
2012-03-02,26,False
2012-03-03,56,False
2012-03-04,40,False
2012-03-05,62,False
2012-03-06,52,False
2012-03-07,48,False
2012-03-08,29,False
2012-03-09,38,False
2012-03-10,34,False
2012-03-11,42,False
2012-03-12,44,False
2012-03-13,44,False
2012-03-14,41,False
2012-03-15,57,False
2012-03-16,38,False
2012-03-17,29,False
2012-03-18,10,False
2012-03-19,56,False
2012-03-20,36,False
2012-03-21,40,False
2012-03-22,24,False
2012-03-23,26,False
2012-03-24,59,False
2012-03-25,49,False
2012-03-26,32,False
2012-03-27,20,False
2012-03-28,40,False
2012-03-29,45,False
2012-03-30,47,False
2012-03-31,49,False
2012-04-01,34,False
2012-04-02,20,False
2012-04-03,68,False
2012-04-04,42,False
2012-04-05,42,False
2012-04-06,61,False
2012-04-07,15,False
2012-04-08,42,False
2012-04-09,38,False
2012-04-10,29,False
2012-04-11,47,False
2012-04-12,61,False
2012-04-13,51,False
2012-04-14,19,False
2012-04-15,33,False
2012-04-16,24,False
2012-04-17,24,False
2012-04-18,56,False
2012-04-19,44,False
2012-04-20,30,False
2012-04-21,58,False
2012-04-22,38,False
2012-04-23,8,False
2012-04-24,27,False
2012-04-25,48,False
2012-04-26,32,False
2012-04-27,38,False
2012-04-28,20,False
2012-04-29,34,False
2012-04-30,29,False
2012-05-01,53,False
2012-05-02,19,False
2012-05-03,36,False
2012-05-04,34,False
2012-05-05,29,False
2012-05-06,19,False
