date,DISCK,isPartial
2010-08-24,34,False
2010-08-25,74,False
2010-08-26,29,False
2010-08-27,36,False
2010-08-28,29,False
2010-08-29,58,False
2010-08-30,11,False
2010-08-31,44,False
2010-09-01,56,False
2010-09-02,40,False
2010-09-03,42,False
2010-09-04,58,False
2010-09-05,65,False
2010-09-06,64,False
2010-09-07,39,False
2010-09-08,22,False
2010-09-09,62,False
2010-09-10,36,False
2010-09-11,57,False
2010-09-12,34,False
2010-09-13,76,False
2010-09-14,86,False
2010-09-15,55,False
2010-09-16,39,False
2010-09-17,46,False
2010-09-18,43,False
2010-09-19,48,False
2010-09-20,54,False
2010-09-21,65,False
2010-09-22,44,False
2010-09-23,81,False
2010-09-24,51,False
2010-09-25,61,False
2010-09-26,53,False
2010-09-27,64,False
2010-09-28,43,False
2010-09-29,37,False
2010-09-30,65,False
2010-10-01,69,False
2010-10-02,48,False
2010-10-03,100,False
2010-10-04,69,False
2010-10-05,27,False
2010-10-06,74,False
2010-10-07,68,False
2010-10-08,80,False
2010-10-09,14,False
2010-10-10,69,False
2010-10-11,38,False
2010-10-12,38,False
2010-10-13,21,False
2010-10-14,59,False
2010-10-15,56,False
2010-10-16,34,False
2010-10-17,33,False
2010-10-18,68,False
2010-10-19,31,False
2010-10-20,42,False
2010-10-21,59,False
2010-10-22,39,False
2010-10-23,40,False
2010-10-24,59,False
2010-10-25,83,False
2010-10-26,26,False
2010-10-27,31,False
2010-10-28,63,False
2010-10-29,45,False
2010-10-30,47,False
2010-10-31,47,False
2010-11-01,27,False
2010-11-02,36,False
2010-11-03,70,False
2010-11-04,25,False
2010-11-05,60,False
2010-11-06,26,False
2010-11-07,32,False
2010-11-08,65,False
2010-11-09,61,False
2010-11-10,36,False
2010-11-11,31,False
2010-11-12,70,False
2010-11-13,66,False
2010-11-14,57,False
2010-11-15,31,False
2010-11-16,36,False
2010-11-17,26,False
2010-11-18,73,False
2010-11-19,55,False
2010-11-20,52,False
2010-11-21,87,False
2010-11-22,45,False
2010-11-23,20,False
2010-11-24,52,False
2010-11-25,44,False
2010-11-26,45,False
2010-11-27,26,False
2010-11-28,62,False
2010-11-29,55,False
2010-11-30,35,False
2010-12-01,50,False
2010-12-02,50,False
2010-12-03,64,False
2010-12-04,51,False
2010-12-05,37,False
2010-12-06,36,False
2010-12-07,30,False
2010-12-08,37,False
2010-12-09,93,False
2010-12-10,59,False
2010-12-11,65,False
2010-12-12,76,False
2010-12-13,20,False
2010-12-14,40,False
2010-12-15,63,False
2010-12-16,47,False
2010-12-17,44,False
2010-12-18,46,False
2010-12-19,33,False
2010-12-20,52,False
2010-12-21,21,False
2010-12-22,60,False
2010-12-23,70,False
2010-12-24,7,False
2010-12-25,32,False
2010-12-26,50,False
2010-12-27,63,False
2010-12-28,62,False
2010-12-29,67,False
2010-12-30,41,False
2010-12-31,41,False
2011-01-01,74,False
2011-01-02,72,False
2011-01-03,47,False
2011-01-04,50,False
2011-01-05,81,False
2011-01-06,57,False
2011-01-07,47,False
2011-01-08,37,False
2011-01-09,12,False
2011-01-10,29,False
2011-01-11,53,False
2011-01-12,48,False
2011-01-13,49,False
2011-01-14,91,False
2011-01-15,66,False
2011-01-16,53,False
2011-01-17,81,False
2011-01-18,33,False
2011-01-19,38,False
2011-01-20,38,False
2011-01-21,35,False
2011-01-22,47,False
2011-01-23,53,False
2011-01-24,52,False
2011-01-25,47,False
2011-01-26,52,False
2011-01-27,38,False
2011-01-28,41,False
2011-01-29,76,False
2011-01-30,67,False
2011-01-31,59,False
2011-02-01,63,False
2011-02-02,27,False
2011-02-03,42,False
2011-02-04,39,False
2011-02-05,57,False
2011-02-06,39,False
2011-02-07,74,False
2011-02-08,65,False
2011-02-09,65,False
2011-02-10,48,False
2011-02-11,40,False
2011-02-12,59,False
2011-02-13,46,False
2011-02-14,47,False
2011-02-15,46,False
2011-02-16,32,False
2011-02-17,61,False
2011-02-18,20,False
2011-02-19,40,False
2011-02-20,57,False
2011-02-21,93,False
2011-02-22,46,False
2011-02-23,61,False
2011-02-24,76,False
2011-02-25,83,False
2011-02-26,69,False
2011-02-27,74,False
2011-02-28,45,False
2011-03-01,46,False
2011-03-02,28,False
2011-03-03,42,False
2011-03-04,39,False
2011-03-05,76,False
2011-03-06,46,False
2011-03-07,47,False
2011-03-08,52,False
2011-03-09,27,False
2011-03-10,51,False
2011-03-11,33,False
2011-03-12,71,False
2011-03-13,52,False
2011-03-14,44,False
2011-03-15,51,False
2011-03-16,37,False
2011-03-17,66,False
2011-03-18,49,False
2011-03-19,29,False
2011-03-20,62,False
2011-03-21,37,False
2011-03-22,32,False
2011-03-23,50,False
2011-03-24,71,False
2011-03-25,54,False
2011-03-26,28,False
2011-03-27,57,False
2011-03-28,50,False
2011-03-29,68,False
2011-03-30,69,False
2011-03-31,60,False
2011-04-01,34,False
2011-04-02,54,False
2011-04-03,17,False
2011-04-04,64,False
2011-04-05,23,False
2011-04-06,69,False
2011-04-07,43,False
2011-04-08,49,False
2011-04-09,53,False
2011-04-10,70,False
2011-04-11,41,False
2011-04-12,55,False
2011-04-13,56,False
2011-04-14,33,False
2011-04-15,59,False
2011-04-16,30,False
2011-04-17,42,False
2011-04-18,47,False
2011-04-19,37,False
2011-04-20,29,False
2011-04-21,25,False
2011-04-22,56,False
2011-04-23,50,False
2011-04-24,38,False
2011-04-25,36,False
2011-04-26,55,False
2011-04-27,28,False
2011-04-28,32,False
2011-04-29,44,False
2011-04-30,65,False
2011-05-01,35,False
2011-05-02,46,False
2011-05-03,64,False
2011-05-04,51,False
2011-05-05,42,False
2011-05-06,59,False
2011-05-07,41,False
2011-05-08,42,False
2011-05-09,32,False
2011-05-10,27,False
2011-05-11,50,False
