date,SBAC
2014-12-01,9
2014-12-02,15
2014-12-03,17
2014-12-04,15
2014-12-05,16
2014-12-06,3
2014-12-07,4
2014-12-08,14
2014-12-09,15
2014-12-10,12
2014-12-11,16
2014-12-12,16
2014-12-13,3
2014-12-14,3
2014-12-15,14
2014-12-16,18
2014-12-17,14
2014-12-18,17
2014-12-19,13
2014-12-20,5
2014-12-21,3
2014-12-22,9
2014-12-23,5
2014-12-24,2
2014-12-25,2
2014-12-26,3
2014-12-27,3
2014-12-28,3
2014-12-29,4
2014-12-30,3
2014-12-31,3
2015-01-01,3
2015-01-02,3
2015-01-03,3
2015-01-04,6
2015-01-05,14
2015-01-06,20
2015-01-07,19
2015-01-08,18
2015-01-09,20
2015-01-10,3
2015-01-11,6
2015-01-12,24
2015-01-13,23
2015-01-14,28
2015-01-15,33
2015-01-16,28
2015-01-17,8
2015-01-18,5
2015-01-19,4
2015-01-20,29
2015-01-21,27
2015-01-22,31
2015-01-23,33
2015-01-24,6
2015-01-25,7
2015-01-26,37
2015-01-27,38
2015-01-28,35
2015-01-29,39
2015-01-30,37
2015-01-31,5
2015-02-01,5
2015-02-02,29
2015-02-03,37
2015-02-04,40
2015-02-05,40
2015-02-06,47
2015-02-07,7
2015-02-08,6
2015-02-09,32
2015-02-10,41
2015-02-11,42
2015-02-12,46
2015-02-13,32
2015-02-14,5
2015-02-15,7
2015-02-16,9
2015-02-17,46
2015-02-18,47
2015-02-19,58
2015-02-20,46
2015-02-21,7
2015-02-22,7
2015-02-23,54
2015-02-24,57
2015-02-25,58
2015-02-26,53
2015-02-27,56
2015-02-28,12
2015-03-01,9
2015-03-02,52
2015-03-03,59
2015-03-04,61
2015-03-05,67
2015-03-06,62
2015-03-07,10
2015-03-08,8
2015-03-09,70
2015-03-10,80
2015-03-11,77
2015-03-12,90
2015-03-13,67
2015-03-14,10
2015-03-15,11
2015-03-16,80
2015-03-17,80
2015-03-18,81
2015-03-19,74
2015-03-20,71
2015-03-21,7
2015-03-22,10
2015-03-23,70
2015-03-24,79
2015-03-25,44
2015-03-26,78
2015-03-27,65
2015-03-28,12
2015-03-29,10
2015-03-30,61
2015-03-31,63
2015-04-01,61
2015-04-02,61
2015-04-03,40
2015-04-04,11
2015-04-05,11
2015-04-06,76
2015-04-07,93
2015-04-08,93
2015-04-09,89
2015-04-10,76
2015-04-11,19
2015-04-12,14
2015-04-13,94
2015-04-14,100
2015-04-15,92
2015-04-16,97
2015-04-17,85
2015-04-18,18
2015-04-19,19
2015-04-20,100
2015-04-21,93
2015-04-22,82
2015-04-23,81
2015-04-24,87
2015-04-25,23
2015-04-26,20
2015-04-27,79
2015-04-28,72
2015-04-29,67
2015-04-30,61
2015-05-01,61
2015-05-02,12
2015-05-03,13
2015-05-04,61
2015-05-05,50
2015-05-06,49
2015-05-07,39
2015-05-08,38
2015-05-09,7
2015-05-10,10
2015-05-11,37
2015-05-12,44
2015-05-13,32
2015-05-14,35
2015-05-15,33
2015-05-16,8
2015-05-17,8
2015-05-18,31
2015-05-19,31
2015-05-20,22
2015-05-21,23
2015-05-22,19
2015-05-23,5
2015-05-24,3
2015-05-25,7
2015-05-26,23
2015-05-27,13
2015-05-28,17
2015-05-29,13
2015-05-30,5
2015-05-31,6
2015-06-01,13
2015-06-02,17
2015-06-03,10
2015-06-04,11
2015-06-05,10
2015-06-06,5
2015-06-07,5
2015-06-08,11
2015-06-09,12
2015-06-10,9
2015-06-11,8
2015-06-12,7
2015-06-13,5
2015-06-14,3
2015-06-15,8
2015-06-16,8
2015-06-17,9
2015-06-18,8
2015-06-19,7
2015-06-20,3
2015-06-21,3
2015-06-22,9
2015-06-23,5
2015-06-24,8
2015-06-25,5
2015-06-26,4
2015-06-27,3
2015-06-28,4
2015-06-29,6
2015-06-30,4
2015-07-01,3
2015-07-02,4
2015-07-03,3
2015-07-04,3
2015-07-05,2
2015-07-06,4
2015-07-07,6
2015-07-08,4
2015-07-09,6
2015-07-10,6
2015-07-11,4
2015-07-12,3
2015-07-13,8
2015-07-14,6
2015-07-15,4
2015-07-16,6
2015-07-17,3
2015-07-18,2
2015-07-19,3
2015-07-20,5
2015-07-21,3
2015-07-22,5
2015-07-23,6
2015-07-24,5
2015-07-25,4
2015-07-26,5
2015-07-27,8
2015-07-28,7
2015-07-29,8
2015-07-30,4
2015-07-31,5
2015-08-01,4
2015-08-02,2
2015-08-03,6
2015-08-04,6
2015-08-05,11
2015-08-06,7
2015-08-07,7
2015-08-08,2
2015-08-09,3
2015-08-10,7
2015-08-11,8
2015-08-12,5
2015-08-13,7
2015-08-14,6
2015-08-15,5
2015-08-16,3
2015-08-17,9
2015-08-18,8
