date,SBAC
2012-01-26,74
2012-01-27,51
2012-01-28,26
2012-01-29,32
2012-01-30,33
2012-01-31,67
2012-02-01,33
2012-02-02,41
2012-02-03,40
2012-02-04,29
2012-02-05,34
2012-02-06,31
2012-02-07,33
2012-02-08,67
2012-02-09,41
2012-02-10,42
2012-02-11,31
2012-02-12,36
2012-02-13,47
2012-02-14,29
2012-02-15,62
2012-02-16,53
2012-02-17,63
2012-02-18,23
2012-02-19,29
2012-02-20,37
2012-02-21,37
2012-02-22,31
2012-02-23,60
2012-02-24,61
2012-02-25,66
2012-02-26,28
2012-02-27,54
2012-02-28,51
2012-02-29,40
2012-03-01,52
2012-03-02,44
2012-03-03,60
2012-03-04,32
2012-03-05,31
2012-03-06,45
2012-03-07,51
2012-03-08,36
2012-03-09,52
2012-03-10,34
2012-03-11,40
2012-03-12,40
2012-03-13,47
2012-03-14,52
2012-03-15,72
2012-03-16,47
2012-03-17,46
2012-03-18,49
2012-03-19,48
2012-03-20,45
2012-03-21,52
2012-03-22,55
2012-03-23,58
2012-03-24,38
2012-03-25,47
2012-03-26,50
2012-03-27,69
2012-03-28,60
2012-03-29,63
2012-03-30,31
2012-03-31,37
2012-04-01,61
2012-04-02,26
2012-04-03,53
2012-04-04,44
2012-04-05,76
2012-04-06,28
2012-04-07,30
2012-04-08,25
2012-04-09,42
2012-04-10,49
2012-04-11,49
2012-04-12,63
2012-04-13,60
2012-04-14,17
2012-04-15,31
2012-04-16,35
2012-04-17,37
2012-04-18,44
2012-04-19,43
2012-04-20,42
2012-04-21,30
2012-04-22,20
2012-04-23,33
2012-04-24,51
2012-04-25,40
2012-04-26,45
2012-04-27,38
2012-04-28,46
2012-04-29,29
2012-04-30,49
2012-05-01,46
2012-05-02,54
2012-05-03,38
2012-05-04,37
2012-05-05,20
2012-05-06,34
2012-05-07,49
2012-05-08,42
2012-05-09,63
2012-05-10,52
2012-05-11,52
2012-05-12,32
2012-05-13,54
2012-05-14,63
2012-05-15,41
2012-05-16,51
2012-05-17,61
2012-05-18,55
2012-05-19,35
2012-05-20,43
2012-05-21,51
2012-05-22,30
2012-05-23,42
2012-05-24,67
2012-05-25,38
2012-05-26,30
2012-05-27,24
2012-05-28,44
2012-05-29,36
2012-05-30,53
2012-05-31,47
2012-06-01,27
2012-06-02,22
2012-06-03,21
2012-06-04,32
2012-06-05,44
2012-06-06,30
2012-06-07,36
2012-06-08,25
2012-06-09,20
2012-06-10,20
2012-06-11,32
2012-06-12,39
2012-06-13,37
2012-06-14,47
2012-06-15,47
2012-06-16,35
2012-06-17,32
2012-06-18,41
2012-06-19,39
2012-06-20,28
2012-06-21,31
2012-06-22,49
2012-06-23,18
2012-06-24,29
2012-06-25,37
2012-06-26,42
2012-06-27,52
2012-06-28,71
2012-06-29,100
2012-06-30,38
2012-07-01,61
2012-07-02,68
2012-07-03,33
2012-07-04,42
2012-07-05,32
2012-07-06,37
2012-07-07,23
2012-07-08,35
2012-07-09,61
2012-07-10,33
2012-07-11,28
2012-07-12,43
2012-07-13,44
2012-07-14,18
2012-07-15,21
2012-07-16,33
2012-07-17,35
2012-07-18,48
2012-07-19,45
2012-07-20,15
2012-07-21,27
2012-07-22,27
2012-07-23,26
2012-07-24,35
2012-07-25,31
2012-07-26,50
2012-07-27,38
2012-07-28,21
2012-07-29,21
2012-07-30,37
2012-07-31,37
2012-08-01,36
2012-08-02,48
2012-08-03,28
2012-08-04,44
2012-08-05,18
2012-08-06,45
2012-08-07,42
2012-08-08,50
2012-08-09,43
2012-08-10,33
2012-08-11,26
2012-08-12,20
2012-08-13,35
2012-08-14,66
2012-08-15,52
2012-08-16,53
2012-08-17,35
2012-08-18,30
2012-08-19,21
2012-08-20,68
2012-08-21,55
2012-08-22,50
2012-08-23,58
2012-08-24,52
2012-08-25,31
2012-08-26,25
2012-08-27,50
2012-08-28,52
2012-08-29,46
2012-08-30,44
2012-08-31,51
2012-09-01,40
2012-09-02,39
2012-09-03,33
2012-09-04,50
2012-09-05,45
2012-09-06,51
2012-09-07,34
2012-09-08,48
2012-09-09,44
2012-09-10,54
2012-09-11,65
2012-09-12,60
2012-09-13,52
2012-09-14,57
2012-09-15,25
2012-09-16,33
2012-09-17,51
2012-09-18,36
2012-09-19,52
2012-09-20,39
2012-09-21,52
2012-09-22,25
2012-09-23,24
2012-09-24,53
2012-09-25,35
2012-09-26,45
2012-09-27,52
2012-09-28,52
2012-09-29,27
2012-09-30,45
2012-10-01,58
2012-10-02,67
2012-10-03,49
2012-10-04,66
2012-10-05,43
2012-10-06,18
2012-10-07,26
2012-10-08,41
2012-10-09,45
2012-10-10,63
2012-10-11,28
2012-10-12,32
