date,SBAC
2016-08-02,10
2016-08-03,10
2016-08-04,8
2016-08-05,11
2016-08-06,7
2016-08-07,5
2016-08-08,10
2016-08-09,10
2016-08-10,9
2016-08-11,7
2016-08-12,9
2016-08-13,6
2016-08-14,6
2016-08-15,11
2016-08-16,10
2016-08-17,11
2016-08-18,13
2016-08-19,14
2016-08-20,10
2016-08-21,6
2016-08-22,13
2016-08-23,13
2016-08-24,17
2016-08-25,18
2016-08-26,13
2016-08-27,7
2016-08-28,5
2016-08-29,14
2016-08-30,13
2016-08-31,14
2016-09-01,15
2016-09-02,14
2016-09-03,5
2016-09-04,6
2016-09-05,7
2016-09-06,14
2016-09-07,13
2016-09-08,14
2016-09-09,14
2016-09-10,4
2016-09-11,5
2016-09-12,12
2016-09-13,10
2016-09-14,15
2016-09-15,14
2016-09-16,10
2016-09-17,7
2016-09-18,8
2016-09-19,14
2016-09-20,14
2016-09-21,14
2016-09-22,13
2016-09-23,10
2016-09-24,6
2016-09-25,7
2016-09-26,15
2016-09-27,16
2016-09-28,12
2016-09-29,12
2016-09-30,10
2016-10-01,7
2016-10-02,7
2016-10-03,13
2016-10-04,12
2016-10-05,15
2016-10-06,13
2016-10-07,13
2016-10-08,3
2016-10-09,5
2016-10-10,9
2016-10-11,11
2016-10-12,13
2016-10-13,12
2016-10-14,7
2016-10-15,5
2016-10-16,6
2016-10-17,14
2016-10-18,14
2016-10-19,17
2016-10-20,14
2016-10-21,9
2016-10-22,6
2016-10-23,7
2016-10-24,12
2016-10-25,13
2016-10-26,16
2016-10-27,13
2016-10-28,14
2016-10-29,4
2016-10-30,5
2016-10-31,15
2016-11-01,12
2016-11-02,13
2016-11-03,14
2016-11-04,10
2016-11-05,4
2016-11-06,4
2016-11-07,12
2016-11-08,15
2016-11-09,11
2016-11-10,10
2016-11-11,7
2016-11-12,5
2016-11-13,4
2016-11-14,14
2016-11-15,14
2016-11-16,16
2016-11-17,17
2016-11-18,14
2016-11-19,4
2016-11-20,5
2016-11-21,8
2016-11-22,8
2016-11-23,7
2016-11-24,4
2016-11-25,3
2016-11-26,5
2016-11-27,3
2016-11-28,12
2016-11-29,16
2016-11-30,11
2016-12-01,15
2016-12-02,13
2016-12-03,3
2016-12-04,3
2016-12-05,8
2016-12-06,13
2016-12-07,13
2016-12-08,13
2016-12-09,12
2016-12-10,3
2016-12-11,3
2016-12-12,10
2016-12-13,14
2016-12-14,11
2016-12-15,10
2016-12-16,10
2016-12-17,5
2016-12-18,4
2016-12-19,11
2016-12-20,6
2016-12-21,9
2016-12-22,3
2016-12-23,5
2016-12-24,2
2016-12-25,3
2016-12-26,4
2016-12-27,4
2016-12-28,3
2016-12-29,5
2016-12-30,3
2016-12-31,3
2017-01-01,3
2017-01-02,5
2017-01-03,10
2017-01-04,10
2017-01-05,11
2017-01-06,13
2017-01-07,6
2017-01-08,6
2017-01-09,14
2017-01-10,19
2017-01-11,18
2017-01-12,22
2017-01-13,19
2017-01-14,5
2017-01-15,4
2017-01-16,6
2017-01-17,15
2017-01-18,19
2017-01-19,20
2017-01-20,16
2017-01-21,6
2017-01-22,6
2017-01-23,20
2017-01-24,22
2017-01-25,19
2017-01-26,21
2017-01-27,18
2017-01-28,4
2017-01-29,6
2017-01-30,23
2017-01-31,20
2017-02-01,17
2017-02-02,22
2017-02-03,20
2017-02-04,5
2017-02-05,8
2017-02-06,20
2017-02-07,20
2017-02-08,21
2017-02-09,24
2017-02-10,19
2017-02-11,5
2017-02-12,6
2017-02-13,15
2017-02-14,21
2017-02-15,24
2017-02-16,28
2017-02-17,22
2017-02-18,5
2017-02-19,2
2017-02-20,8
2017-02-21,24
2017-02-22,29
2017-02-23,27
2017-02-24,21
2017-02-25,7
2017-02-26,6
2017-02-27,22
2017-02-28,34
2017-03-01,26
2017-03-02,30
2017-03-03,25
2017-03-04,8
2017-03-05,6
2017-03-06,28
2017-03-07,38
2017-03-08,37
2017-03-09,40
2017-03-10,28
2017-03-11,8
2017-03-12,6
2017-03-13,40
2017-03-14,39
2017-03-15,41
2017-03-16,35
2017-03-17,36
2017-03-18,11
2017-03-19,9
2017-03-20,45
2017-03-21,42
2017-03-22,49
2017-03-23,50
2017-03-24,45
2017-03-25,7
2017-03-26,10
2017-03-27,52
2017-03-28,47
2017-03-29,56
2017-03-30,50
2017-03-31,40
2017-04-01,10
2017-04-02,8
2017-04-03,69
2017-04-04,79
2017-04-05,61
2017-04-06,72
2017-04-07,56
2017-04-08,12
2017-04-09,10
2017-04-10,61
2017-04-11,64
2017-04-12,57
2017-04-13,62
2017-04-14,48
2017-04-15,11
2017-04-16,10
2017-04-17,80
2017-04-18,100
