date,SBAC
2016-05-04,100
2016-05-05,87
2016-05-06,80
2016-05-07,14
2016-05-08,20
2016-05-09,100
2016-05-10,89
2016-05-11,66
2016-05-12,59
2016-05-13,61
2016-05-14,16
2016-05-15,16
2016-05-16,68
2016-05-17,66
2016-05-18,61
2016-05-19,41
2016-05-20,37
2016-05-21,13
2016-05-22,15
2016-05-23,40
2016-05-24,44
2016-05-25,30
2016-05-26,23
2016-05-27,24
2016-05-28,8
2016-05-29,7
2016-05-30,9
2016-05-31,19
2016-06-01,21
2016-06-02,23
2016-06-03,20
2016-06-04,10
2016-06-05,6
2016-06-06,17
2016-06-07,17
2016-06-08,15
2016-06-09,16
2016-06-10,14
2016-06-11,4
2016-06-12,7
2016-06-13,20
2016-06-14,17
2016-06-15,14
2016-06-16,12
2016-06-17,13
2016-06-18,7
2016-06-19,10
2016-06-20,12
2016-06-21,12
2016-06-22,16
2016-06-23,12
2016-06-24,13
2016-06-25,4
2016-06-26,7
2016-06-27,14
2016-06-28,13
2016-06-29,11
2016-06-30,13
2016-07-01,10
2016-07-02,7
2016-07-03,6
2016-07-04,7
2016-07-05,8
2016-07-06,14
2016-07-07,11
2016-07-08,13
2016-07-09,6
2016-07-10,5
2016-07-11,13
2016-07-12,11
2016-07-13,9
2016-07-14,13
2016-07-15,8
2016-07-16,7
2016-07-17,6
2016-07-18,8
2016-07-19,14
2016-07-20,10
2016-07-21,11
2016-07-22,11
2016-07-23,5
2016-07-24,5
2016-07-25,12
2016-07-26,10
2016-07-27,11
2016-07-28,11
2016-07-29,10
2016-07-30,7
2016-07-31,7
2016-08-01,14
2016-08-02,21
2016-08-03,14
2016-08-04,14
2016-08-05,22
2016-08-06,11
2016-08-07,8
2016-08-08,12
2016-08-09,13
2016-08-10,17
2016-08-11,15
2016-08-12,16
2016-08-13,10
2016-08-14,6
2016-08-15,18
2016-08-16,16
2016-08-17,14
2016-08-18,18
2016-08-19,21
2016-08-20,15
2016-08-21,13
2016-08-22,14
2016-08-23,20
2016-08-24,27
2016-08-25,25
2016-08-26,24
2016-08-27,10
2016-08-28,9
2016-08-29,21
2016-08-30,19
2016-08-31,24
2016-09-01,28
2016-09-02,20
2016-09-03,10
2016-09-04,10
2016-09-05,8
2016-09-06,21
2016-09-07,24
2016-09-08,20
2016-09-09,26
2016-09-10,7
2016-09-11,12
2016-09-12,18
2016-09-13,19
2016-09-14,24
2016-09-15,25
2016-09-16,20
2016-09-17,12
2016-09-18,8
2016-09-19,22
2016-09-20,20
2016-09-21,21
2016-09-22,18
2016-09-23,13
2016-09-24,7
2016-09-25,10
2016-09-26,21
2016-09-27,26
2016-09-28,23
2016-09-29,19
2016-09-30,24
2016-10-01,9
2016-10-02,8
2016-10-03,19
2016-10-04,21
2016-10-05,21
2016-10-06,21
2016-10-07,20
2016-10-08,8
2016-10-09,6
2016-10-10,15
2016-10-11,17
2016-10-12,19
2016-10-13,17
2016-10-14,12
2016-10-15,7
2016-10-16,10
2016-10-17,20
2016-10-18,24
2016-10-19,24
2016-10-20,22
2016-10-21,18
2016-10-22,9
2016-10-23,10
2016-10-24,19
2016-10-25,18
2016-10-26,24
2016-10-27,21
2016-10-28,20
2016-10-29,4
2016-10-30,5
2016-10-31,18
2016-11-01,21
2016-11-02,20
2016-11-03,17
2016-11-04,20
2016-11-05,7
2016-11-06,4
2016-11-07,18
2016-11-08,20
2016-11-09,21
2016-11-10,19
2016-11-11,10
2016-11-12,6
2016-11-13,9
2016-11-14,23
2016-11-15,25
2016-11-16,28
2016-11-17,26
2016-11-18,23
2016-11-19,6
2016-11-20,7
2016-11-21,14
2016-11-22,14
2016-11-23,13
2016-11-24,6
2016-11-25,5
2016-11-26,7
2016-11-27,7
2016-11-28,21
2016-11-29,21
2016-11-30,23
2016-12-01,19
2016-12-02,24
2016-12-03,4
2016-12-04,6
2016-12-05,12
2016-12-06,17
2016-12-07,27
2016-12-08,21
2016-12-09,19
2016-12-10,5
2016-12-11,7
2016-12-12,14
2016-12-13,23
2016-12-14,18
2016-12-15,18
2016-12-16,16
2016-12-17,8
2016-12-18,8
2016-12-19,18
2016-12-20,13
2016-12-21,14
2016-12-22,8
2016-12-23,8
2016-12-24,3
2016-12-25,5
2016-12-26,6
2016-12-27,6
2016-12-28,6
2016-12-29,8
2016-12-30,4
2016-12-31,3
2017-01-01,4
2017-01-02,8
2017-01-03,17
2017-01-04,15
2017-01-05,18
2017-01-06,20
2017-01-07,10
2017-01-08,7
2017-01-09,22
2017-01-10,31
2017-01-11,29
2017-01-12,26
2017-01-13,30
2017-01-14,8
2017-01-15,6
2017-01-16,10
2017-01-17,27
2017-01-18,31
2017-01-19,33
