date,SBAC
2016-07-30,6
2016-07-31,7
2016-08-01,9
2016-08-02,14
2016-08-03,10
2016-08-04,8
2016-08-05,11
2016-08-06,7
2016-08-07,7
2016-08-08,10
2016-08-09,9
2016-08-10,13
2016-08-11,11
2016-08-12,12
2016-08-13,6
2016-08-14,7
2016-08-15,14
2016-08-16,14
2016-08-17,12
2016-08-18,16
2016-08-19,17
2016-08-20,14
2016-08-21,8
2016-08-22,13
2016-08-23,15
2016-08-24,19
2016-08-25,18
2016-08-26,17
2016-08-27,7
2016-08-28,11
2016-08-29,15
2016-08-30,14
2016-08-31,17
2016-09-01,16
2016-09-02,17
2016-09-03,8
2016-09-04,7
2016-09-05,9
2016-09-06,18
2016-09-07,17
2016-09-08,16
2016-09-09,19
2016-09-10,5
2016-09-11,6
2016-09-12,10
2016-09-13,15
2016-09-14,17
2016-09-15,15
2016-09-16,16
2016-09-17,6
2016-09-18,7
2016-09-19,20
2016-09-20,15
2016-09-21,15
2016-09-22,18
2016-09-23,12
2016-09-24,5
2016-09-25,7
2016-09-26,15
2016-09-27,18
2016-09-28,16
2016-09-29,13
2016-09-30,14
2016-10-01,7
2016-10-02,8
2016-10-03,14
2016-10-04,11
2016-10-05,18
2016-10-06,16
2016-10-07,15
2016-10-08,4
2016-10-09,9
2016-10-10,12
2016-10-11,15
2016-10-12,16
2016-10-13,14
2016-10-14,8
2016-10-15,6
2016-10-16,7
2016-10-17,16
2016-10-18,16
2016-10-19,20
2016-10-20,15
2016-10-21,13
2016-10-22,9
2016-10-23,10
2016-10-24,13
2016-10-25,17
2016-10-26,20
2016-10-27,18
2016-10-28,14
2016-10-29,4
2016-10-30,7
2016-10-31,12
2016-11-01,16
2016-11-02,20
2016-11-03,15
2016-11-04,18
2016-11-05,6
2016-11-06,6
2016-11-07,16
2016-11-08,16
2016-11-09,13
2016-11-10,15
2016-11-11,8
2016-11-12,4
2016-11-13,8
2016-11-14,18
2016-11-15,20
2016-11-16,21
2016-11-17,22
2016-11-18,16
2016-11-19,6
2016-11-20,4
2016-11-21,12
2016-11-22,8
2016-11-23,8
2016-11-24,4
2016-11-25,5
2016-11-26,4
2016-11-27,6
2016-11-28,15
2016-11-29,21
2016-11-30,16
2016-12-01,18
2016-12-02,16
2016-12-03,3
2016-12-04,5
2016-12-05,13
2016-12-06,17
2016-12-07,17
2016-12-08,16
2016-12-09,16
2016-12-10,4
2016-12-11,5
2016-12-12,11
2016-12-13,16
2016-12-14,12
2016-12-15,15
2016-12-16,10
2016-12-17,6
2016-12-18,6
2016-12-19,13
2016-12-20,10
2016-12-21,11
2016-12-22,6
2016-12-23,6
2016-12-24,3
2016-12-25,4
2016-12-26,5
2016-12-27,5
2016-12-28,6
2016-12-29,5
2016-12-30,3
2016-12-31,2
2017-01-01,5
2017-01-02,6
2017-01-03,14
2017-01-04,12
2017-01-05,14
2017-01-06,14
2017-01-07,6
2017-01-08,6
2017-01-09,17
2017-01-10,21
2017-01-11,26
2017-01-12,23
2017-01-13,21
2017-01-14,5
2017-01-15,5
2017-01-16,6
2017-01-17,19
2017-01-18,26
2017-01-19,28
2017-01-20,22
2017-01-21,5
2017-01-22,6
2017-01-23,24
2017-01-24,24
2017-01-25,27
2017-01-26,22
2017-01-27,22
2017-01-28,6
2017-01-29,6
2017-01-30,25
2017-01-31,25
2017-02-01,22
2017-02-02,25
2017-02-03,26
2017-02-04,5
2017-02-05,7
2017-02-06,28
2017-02-07,23
2017-02-08,28
2017-02-09,28
2017-02-10,23
2017-02-11,7
2017-02-12,8
2017-02-13,17
2017-02-14,26
2017-02-15,29
2017-02-16,33
2017-02-17,27
2017-02-18,4
2017-02-19,6
2017-02-20,12
2017-02-21,24
2017-02-22,30
2017-02-23,36
2017-02-24,32
2017-02-25,9
2017-02-26,5
2017-02-27,28
2017-02-28,33
2017-03-01,36
2017-03-02,37
2017-03-03,28
2017-03-04,9
2017-03-05,11
2017-03-06,34
2017-03-07,42
2017-03-08,47
2017-03-09,48
2017-03-10,38
2017-03-11,9
2017-03-12,11
2017-03-13,53
2017-03-14,47
2017-03-15,49
2017-03-16,43
2017-03-17,43
2017-03-18,12
2017-03-19,11
2017-03-20,53
2017-03-21,56
2017-03-22,54
2017-03-23,59
2017-03-24,54
2017-03-25,10
2017-03-26,8
2017-03-27,63
2017-03-28,67
2017-03-29,70
2017-03-30,61
2017-03-31,49
2017-04-01,13
2017-04-02,10
2017-04-03,85
2017-04-04,100
2017-04-05,76
2017-04-06,86
2017-04-07,70
2017-04-08,15
2017-04-09,12
2017-04-10,83
2017-04-11,85
2017-04-12,70
2017-04-13,79
2017-04-14,52
