date,SBAC
2010-08-24,27
2010-08-25,16
2010-08-26,55
2010-08-27,25
2010-08-28,10
2010-08-29,35
2010-08-30,42
2010-08-31,52
2010-09-01,35
2010-09-02,39
2010-09-03,41
2010-09-04,20
2010-09-05,25
2010-09-06,52
2010-09-07,30
2010-09-08,26
2010-09-09,27
2010-09-10,33
2010-09-11,25
2010-09-12,24
2010-09-13,48
2010-09-14,19
2010-09-15,45
2010-09-16,26
2010-09-17,36
2010-09-18,24
2010-09-19,47
2010-09-20,30
2010-09-21,22
2010-09-22,60
2010-09-23,45
2010-09-24,24
2010-09-25,19
2010-09-26,32
2010-09-27,47
2010-09-28,32
2010-09-29,25
2010-09-30,59
2010-10-01,58
2010-10-02,47
2010-10-03,18
2010-10-04,33
2010-10-05,51
2010-10-06,45
2010-10-07,39
2010-10-08,50
2010-10-09,28
2010-10-10,23
2010-10-11,41
2010-10-12,26
2010-10-13,22
2010-10-14,37
2010-10-15,23
2010-10-16,23
2010-10-17,27
2010-10-18,39
2010-10-19,25
2010-10-20,36
2010-10-21,18
2010-10-22,23
2010-10-23,32
2010-10-24,22
2010-10-25,35
2010-10-26,45
2010-10-27,100
2010-10-28,40
2010-10-29,50
2010-10-30,32
2010-10-31,14
2010-11-01,33
2010-11-02,18
2010-11-03,55
2010-11-04,32
2010-11-05,38
2010-11-06,13
2010-11-07,17
2010-11-08,34
2010-11-09,35
2010-11-10,25
2010-11-11,43
2010-11-12,37
2010-11-13,27
2010-11-14,18
2010-11-15,29
2010-11-16,25
2010-11-17,43
2010-11-18,39
2010-11-19,22
2010-11-20,9
2010-11-21,43
2010-11-22,27
2010-11-23,31
2010-11-24,28
2010-11-25,41
2010-11-26,19
2010-11-27,48
2010-11-28,22
2010-11-29,44
2010-11-30,30
2010-12-01,24
2010-12-02,35
2010-12-03,14
2010-12-04,31
2010-12-05,17
2010-12-06,35
2010-12-07,38
2010-12-08,39
2010-12-09,25
2010-12-10,22
2010-12-11,35
2010-12-12,26
2010-12-13,48
2010-12-14,59
2010-12-15,53
2010-12-16,43
2010-12-17,42
2010-12-18,13
2010-12-19,18
2010-12-20,43
2010-12-21,26
2010-12-22,26
2010-12-23,24
2010-12-24,38
2010-12-25,38
2010-12-26,19
2010-12-27,16
2010-12-28,19
2010-12-29,19
2010-12-30,20
2010-12-31,19
2011-01-01,10
2011-01-02,27
2011-01-03,43
2011-01-04,52
2011-01-05,45
2011-01-06,25
2011-01-07,21
2011-01-08,25
2011-01-09,41
2011-01-10,33
2011-01-11,49
2011-01-12,30
2011-01-13,27
2011-01-14,24
2011-01-15,12
2011-01-16,16
2011-01-17,33
2011-01-18,16
2011-01-19,46
2011-01-20,23
2011-01-21,56
2011-01-22,24
2011-01-23,20
2011-01-24,19
2011-01-25,29
2011-01-26,29
2011-01-27,50
2011-01-28,28
2011-01-29,36
2011-01-30,31
2011-01-31,37
2011-02-01,28
2011-02-02,38
2011-02-03,32
2011-02-04,30
2011-02-05,24
2011-02-06,50
2011-02-07,47
2011-02-08,35
2011-02-09,45
2011-02-10,52
2011-02-11,34
2011-02-12,36
2011-02-13,20
2011-02-14,26
2011-02-15,28
2011-02-16,50
2011-02-17,36
2011-02-18,24
2011-02-19,28
2011-02-20,16
2011-02-21,25
2011-02-22,28
2011-02-23,29
2011-02-24,26
2011-02-25,17
2011-02-26,32
2011-02-27,12
2011-02-28,34
2011-03-01,25
2011-03-02,41
2011-03-03,36
2011-03-04,27
2011-03-05,28
2011-03-06,24
2011-03-07,32
2011-03-08,23
2011-03-09,22
2011-03-10,22
2011-03-11,52
2011-03-12,16
2011-03-13,16
2011-03-14,53
2011-03-15,22
2011-03-16,22
2011-03-17,45
2011-03-18,37
2011-03-19,24
2011-03-20,31
2011-03-21,32
2011-03-22,41
2011-03-23,32
2011-03-24,29
2011-03-25,30
2011-03-26,32
2011-03-27,46
2011-03-28,37
2011-03-29,22
2011-03-30,38
2011-03-31,44
2011-04-01,17
2011-04-02,36
2011-04-03,31
2011-04-04,37
2011-04-05,63
2011-04-06,25
2011-04-07,19
2011-04-08,30
2011-04-09,12
2011-04-10,20
2011-04-11,41
2011-04-12,31
2011-04-13,22
2011-04-14,42
2011-04-15,30
2011-04-16,16
2011-04-17,29
2011-04-18,32
2011-04-19,32
2011-04-20,26
2011-04-21,35
2011-04-22,69
2011-04-23,26
2011-04-24,22
2011-04-25,25
2011-04-26,41
2011-04-27,31
2011-04-28,57
2011-04-29,24
2011-04-30,24
2011-05-01,24
2011-05-02,35
2011-05-03,31
2011-05-04,25
2011-05-05,45
2011-05-06,27
2011-05-07,24
2011-05-08,24
2011-05-09,25
2011-05-10,47
2011-05-11,31
