date,SBAC
2011-05-11,33
2011-05-12,43
2011-05-13,30
2011-05-14,41
2011-05-15,29
2011-05-16,45
2011-05-17,37
2011-05-18,56
2011-05-19,76
2011-05-20,45
2011-05-21,54
2011-05-22,58
2011-05-23,50
2011-05-24,23
2011-05-25,71
2011-05-26,38
2011-05-27,49
2011-05-28,48
2011-05-29,43
2011-05-30,25
2011-05-31,32
2011-06-01,57
2011-06-02,54
2011-06-03,35
2011-06-04,24
2011-06-05,59
2011-06-06,42
2011-06-07,50
2011-06-08,37
2011-06-09,46
2011-06-10,39
2011-06-11,30
2011-06-12,94
2011-06-13,23
2011-06-14,41
2011-06-15,42
2011-06-16,47
2011-06-17,44
2011-06-18,48
2011-06-19,12
2011-06-20,55
2011-06-21,45
2011-06-22,47
2011-06-23,29
2011-06-24,30
2011-06-25,66
2011-06-26,61
2011-06-27,65
2011-06-28,41
2011-06-29,42
2011-06-30,52
2011-07-01,30
2011-07-02,0
2011-07-03,49
2011-07-04,25
2011-07-05,52
2011-07-06,85
2011-07-07,48
2011-07-08,35
2011-07-09,25
2011-07-10,12
2011-07-11,42
2011-07-12,61
2011-07-13,42
2011-07-14,29
2011-07-15,20
2011-07-16,12
2011-07-17,24
2011-07-18,47
2011-07-19,42
2011-07-20,43
2011-07-21,29
2011-07-22,30
2011-07-23,29
2011-07-24,24
2011-07-25,28
2011-07-26,42
2011-07-27,52
2011-07-28,33
2011-07-29,75
2011-07-30,48
2011-07-31,36
2011-08-01,43
2011-08-02,19
2011-08-03,94
2011-08-04,66
2011-08-05,44
2011-08-06,29
2011-08-07,17
2011-08-08,18
2011-08-09,46
2011-08-10,46
2011-08-11,37
2011-08-12,34
2011-08-13,18
2011-08-14,59
2011-08-15,62
2011-08-16,65
2011-08-17,33
2011-08-18,42
2011-08-19,38
2011-08-20,23
2011-08-21,34
2011-08-22,27
2011-08-23,40
2011-08-24,27
2011-08-25,41
2011-08-26,28
2011-08-27,50
2011-08-28,100
2011-08-29,85
2011-08-30,54
2011-08-31,54
2011-09-01,41
2011-09-02,47
2011-09-03,33
2011-09-04,22
2011-09-05,22
2011-09-06,39
2011-09-07,44
2011-09-08,65
2011-09-09,32
2011-09-10,54
2011-09-11,10
2011-09-12,55
2011-09-13,42
2011-09-14,55
2011-09-15,52
2011-09-16,46
2011-09-17,48
2011-09-18,15
2011-09-19,59
2011-09-20,55
2011-09-21,38
2011-09-22,39
2011-09-23,50
2011-09-24,37
2011-09-25,42
2011-09-26,30
2011-09-27,46
2011-09-28,34
2011-09-29,56
2011-09-30,59
2011-10-01,27
2011-10-02,11
2011-10-03,43
2011-10-04,34
2011-10-05,63
2011-10-06,46
2011-10-07,53
2011-10-08,31
2011-10-09,41
2011-10-10,59
2011-10-11,44
2011-10-12,37
2011-10-13,30
2011-10-14,26
2011-10-15,31
2011-10-16,15
2011-10-17,58
2011-10-18,50
2011-10-19,50
2011-10-20,51
2011-10-21,40
2011-10-22,21
2011-10-23,35
2011-10-24,49
2011-10-25,37
2011-10-26,34
2011-10-27,42
2011-10-28,53
2011-10-29,31
2011-10-30,35
2011-10-31,51
2011-11-01,39
2011-11-02,25
2011-11-03,46
2011-11-04,17
2011-11-05,35
2011-11-06,10
2011-11-07,66
2011-11-08,41
2011-11-09,37
2011-11-10,29
2011-11-11,22
2011-11-12,10
2011-11-13,25
2011-11-14,56
2011-11-15,49
2011-11-16,49
2011-11-17,49
2011-11-18,21
2011-11-19,30
2011-11-20,29
2011-11-21,44
2011-11-22,32
2011-11-23,33
2011-11-24,35
2011-11-25,27
2011-11-26,30
2011-11-27,15
2011-11-28,40
2011-11-29,48
2011-11-30,32
2011-12-01,33
2011-12-02,47
2011-12-03,44
2011-12-04,10
2011-12-05,60
2011-12-06,64
2011-12-07,40
2011-12-08,54
2011-12-09,34
2011-12-10,20
2011-12-11,29
2011-12-12,63
2011-12-13,44
2011-12-14,48
2011-12-15,37
2011-12-16,22
2011-12-17,20
2011-12-18,25
2011-12-19,37
2011-12-20,37
2011-12-21,29
2011-12-22,17
2011-12-23,37
2011-12-24,17
2011-12-25,47
2011-12-26,58
2011-12-27,35
2011-12-28,26
2011-12-29,30
2011-12-30,32
2011-12-31,37
2012-01-01,17
2012-01-02,47
2012-01-03,56
2012-01-04,52
2012-01-05,48
2012-01-06,42
2012-01-07,19
2012-01-08,32
2012-01-09,58
2012-01-10,19
2012-01-11,73
2012-01-12,55
2012-01-13,44
2012-01-14,33
2012-01-15,32
2012-01-16,15
2012-01-17,61
2012-01-18,49
2012-01-19,73
2012-01-20,36
2012-01-21,63
2012-01-22,27
2012-01-23,87
2012-01-24,41
2012-01-25,34
2012-01-26,46
