date,SBAC
2011-01-01,27
2011-01-02,56
2011-01-03,89
2011-01-04,73
2011-01-05,56
2011-01-06,75
2011-01-07,44
2011-01-08,60
2011-01-09,59
2011-01-10,83
2011-01-11,76
2011-01-12,64
2011-01-13,42
2011-01-14,24
2011-01-15,22
2011-01-16,29
2011-01-17,47
2011-01-18,23
2011-01-19,64
2011-01-20,35
2011-01-21,73
2011-01-22,57
2011-01-23,57
2011-01-24,45
2011-01-25,63
2011-01-26,63
2011-01-27,47
2011-01-28,62
2011-01-29,49
2011-01-30,41
2011-01-31,82
2011-02-01,49
2011-02-02,72
2011-02-03,79
2011-02-04,30
2011-02-05,21
2011-02-06,75
2011-02-07,84
2011-02-08,34
2011-02-09,75
2011-02-10,81
2011-02-11,54
2011-02-12,50
2011-02-13,83
2011-02-14,74
2011-02-15,66
2011-02-16,67
2011-02-17,58
2011-02-18,30
2011-02-19,42
2011-02-20,34
2011-02-21,45
2011-02-22,62
2011-02-23,28
2011-02-24,68
2011-02-25,71
2011-02-26,42
2011-02-27,27
2011-02-28,66
2011-03-01,56
2011-03-02,91
2011-03-03,92
2011-03-04,48
2011-03-05,64
2011-03-06,43
2011-03-07,52
2011-03-08,34
2011-03-09,68
2011-03-10,17
2011-03-11,69
2011-03-12,36
2011-03-13,42
2011-03-14,77
2011-03-15,45
2011-03-16,22
2011-03-17,46
2011-03-18,71
2011-03-19,55
2011-03-20,21
2011-03-21,45
2011-03-22,84
2011-03-23,95
2011-03-24,57
2011-03-25,72
2011-03-26,21
2011-03-27,41
2011-03-28,49
2011-03-29,72
2011-03-30,67
2011-03-31,85
2011-04-01,48
2011-04-02,65
2011-04-03,21
2011-04-04,95
2011-04-05,78
2011-04-06,40
2011-04-07,40
2011-04-08,60
2011-04-09,22
2011-04-10,36
2011-04-11,56
2011-04-12,28
2011-04-13,57
2011-04-14,74
2011-04-15,72
2011-04-16,43
2011-04-17,36
2011-04-18,40
2011-04-19,69
2011-04-20,70
2011-04-21,38
2011-04-22,68
2011-04-23,38
2011-04-24,31
2011-04-25,75
2011-04-26,77
2011-04-27,61
2011-04-28,67
2011-04-29,42
2011-04-30,43
2011-05-01,29
2011-05-02,68
2011-05-03,67
2011-05-04,45
2011-05-05,52
2011-05-06,71
2011-05-07,50
2011-05-08,51
2011-05-09,56
2011-05-10,100
2011-05-11,66
2011-05-12,73
2011-05-13,59
2011-05-14,42
2011-05-15,68
2011-05-16,49
2011-05-17,27
2011-05-18,78
2011-05-19,96
2011-05-20,100
2011-05-21,58
2011-05-22,56
2011-05-23,38
2011-05-24,66
2011-05-25,78
2011-05-26,56
2011-05-27,53
2011-05-28,79
2011-05-29,29
2011-05-30,36
2011-05-31,66
2011-06-01,56
2011-06-02,76
2011-06-03,54
2011-06-04,29
2011-06-05,28
2011-06-06,66
2011-06-07,38
2011-06-08,61
2011-06-09,56
2011-06-10,41
2011-06-11,43
2011-06-12,43
2011-06-13,39
2011-06-14,54
2011-06-15,77
2011-06-16,28
2011-06-17,41
2011-06-18,42
2011-06-19,28
2011-06-20,81
2011-06-21,49
2011-06-22,72
2011-06-23,52
2011-06-24,36
2011-06-25,79
2011-06-26,51
2011-06-27,66
2011-06-28,38
2011-06-29,50
2011-06-30,45
2011-07-01,42
2011-07-02,29
2011-07-03,37
2011-07-04,41
2011-07-05,56
2011-07-06,33
2011-07-07,34
2011-07-08,30
2011-07-09,22
2011-07-10,15
2011-07-11,50
2011-07-12,50
2011-07-13,28
2011-07-14,29
2011-07-15,24
2011-07-16,44
2011-07-17,57
2011-07-18,28
2011-07-19,33
2011-07-20,45
2011-07-21,40
2011-07-22,42
2011-07-23,42
2011-07-24,14
2011-07-25,33
2011-07-26,22
2011-07-27,33
2011-07-28,11
2011-07-29,29
2011-07-30,50
2011-07-31,50
2011-08-01,45
2011-08-02,39
2011-08-03,61
2011-08-04,34
2011-08-05,41
2011-08-06,35
2011-08-07,55
2011-08-08,54
2011-08-09,49
2011-08-10,44
2011-08-11,44
2011-08-12,41
2011-08-13,28
2011-08-14,28
2011-08-15,70
2011-08-16,66
2011-08-17,39
2011-08-18,44
2011-08-19,40
2011-08-20,34
2011-08-21,55
2011-08-22,48
2011-08-23,74
2011-08-24,48
2011-08-25,48
2011-08-26,28
2011-08-27,13
2011-08-28,46
2011-08-29,59
2011-08-30,59
2011-08-31,80
2011-09-01,38
2011-09-02,28
2011-09-03,33
2011-09-04,19
2011-09-05,26
2011-09-06,36
2011-09-07,57
2011-09-08,42
2011-09-09,32
2011-09-10,26
2011-09-11,12
2011-09-12,46
2011-09-13,60
2011-09-14,77
2011-09-15,46
2011-09-16,76
2011-09-17,32
2011-09-18,93
