date,SBAC
2014-07-24,7
2014-07-25,7
2014-07-26,4
2014-07-27,5
2014-07-28,8
2014-07-29,6
2014-07-30,6
2014-07-31,6
2014-08-01,6
2014-08-02,4
2014-08-03,3
2014-08-04,5
2014-08-05,6
2014-08-06,6
2014-08-07,7
2014-08-08,7
2014-08-09,3
2014-08-10,3
2014-08-11,6
2014-08-12,6
2014-08-13,9
2014-08-14,8
2014-08-15,8
2014-08-16,5
2014-08-17,6
2014-08-18,8
2014-08-19,6
2014-08-20,10
2014-08-21,7
2014-08-22,7
2014-08-23,5
2014-08-24,4
2014-08-25,7
2014-08-26,11
2014-08-27,11
2014-08-28,11
2014-08-29,8
2014-08-30,5
2014-08-31,6
2014-09-01,9
2014-09-02,10
2014-09-03,8
2014-09-04,7
2014-09-05,9
2014-09-06,3
2014-09-07,5
2014-09-08,9
2014-09-09,12
2014-09-10,11
2014-09-11,14
2014-09-12,10
2014-09-13,3
2014-09-14,3
2014-09-15,6
2014-09-16,12
2014-09-17,10
2014-09-18,17
2014-09-19,10
2014-09-20,2
2014-09-21,6
2014-09-22,9
2014-09-23,11
2014-09-24,9
2014-09-25,11
2014-09-26,11
2014-09-27,6
2014-09-28,5
2014-09-29,13
2014-09-30,12
2014-10-01,9
2014-10-02,12
2014-10-03,9
2014-10-04,5
2014-10-05,5
2014-10-06,9
2014-10-07,10
2014-10-08,14
2014-10-09,12
2014-10-10,9
2014-10-11,4
2014-10-12,5
2014-10-13,10
2014-10-14,11
2014-10-15,15
2014-10-16,13
2014-10-17,9
2014-10-18,5
2014-10-19,6
2014-10-20,10
2014-10-21,10
2014-10-22,14
2014-10-23,13
2014-10-24,11
2014-10-25,2
2014-10-26,5
2014-10-27,12
2014-10-28,15
2014-10-29,12
2014-10-30,9
2014-10-31,9
2014-11-01,5
2014-11-02,4
2014-11-03,11
2014-11-04,15
2014-11-05,12
2014-11-06,15
2014-11-07,14
2014-11-08,4
2014-11-09,5
2014-11-10,9
2014-11-11,8
2014-11-12,12
2014-11-13,11
2014-11-14,14
2014-11-15,4
2014-11-16,3
2014-11-17,16
2014-11-18,12
2014-11-19,17
2014-11-20,20
2014-11-21,14
2014-11-22,5
2014-11-23,7
2014-11-24,16
2014-11-25,18
2014-11-26,9
2014-11-27,4
2014-11-28,3
2014-11-29,3
2014-11-30,6
2014-12-01,12
2014-12-02,14
2014-12-03,16
2014-12-04,14
2014-12-05,15
2014-12-06,3
2014-12-07,3
2014-12-08,14
2014-12-09,17
2014-12-10,15
2014-12-11,17
2014-12-12,19
2014-12-13,4
2014-12-14,3
2014-12-15,15
2014-12-16,20
2014-12-17,18
2014-12-18,20
2014-12-19,13
2014-12-20,5
2014-12-21,5
2014-12-22,7
2014-12-23,4
2014-12-24,3
2014-12-25,2
2014-12-26,3
2014-12-27,2
2014-12-28,4
2014-12-29,5
2014-12-30,4
2014-12-31,3
2015-01-01,3
2015-01-02,3
2015-01-03,6
2015-01-04,5
2015-01-05,14
2015-01-06,20
2015-01-07,22
2015-01-08,20
2015-01-09,23
2015-01-10,5
2015-01-11,6
2015-01-12,26
2015-01-13,31
2015-01-14,34
2015-01-15,38
2015-01-16,33
2015-01-17,6
2015-01-18,5
2015-01-19,6
2015-01-20,33
2015-01-21,34
2015-01-22,37
2015-01-23,37
2015-01-24,5
2015-01-25,6
2015-01-26,39
2015-01-27,35
2015-01-28,38
2015-01-29,44
2015-01-30,42
2015-01-31,6
2015-02-01,4
2015-02-02,34
2015-02-03,45
2015-02-04,49
2015-02-05,45
2015-02-06,53
2015-02-07,9
2015-02-08,8
2015-02-09,34
2015-02-10,50
2015-02-11,47
2015-02-12,47
2015-02-13,37
2015-02-14,7
2015-02-15,4
2015-02-16,9
2015-02-17,51
2015-02-18,53
2015-02-19,59
2015-02-20,50
2015-02-21,9
2015-02-22,8
2015-02-23,59
2015-02-24,66
2015-02-25,60
2015-02-26,60
2015-02-27,65
2015-02-28,11
2015-03-01,10
2015-03-02,57
2015-03-03,69
2015-03-04,69
2015-03-05,74
2015-03-06,61
2015-03-07,9
2015-03-08,12
2015-03-09,75
2015-03-10,82
2015-03-11,85
2015-03-12,95
2015-03-13,78
2015-03-14,10
2015-03-15,10
2015-03-16,87
2015-03-17,91
2015-03-18,87
2015-03-19,81
2015-03-20,78
2015-03-21,9
2015-03-22,9
2015-03-23,79
2015-03-24,82
2015-03-25,39
2015-03-26,92
2015-03-27,67
2015-03-28,10
2015-03-29,13
2015-03-30,64
2015-03-31,74
2015-04-01,65
2015-04-02,63
2015-04-03,43
2015-04-04,10
2015-04-05,10
2015-04-06,78
2015-04-07,92
2015-04-08,94
2015-04-09,100
2015-04-10,91
